code,股票代码,所属概念,所属概念数量,market_code
601669,601669.SH,特高压;抽水蓄能;碳交易;绿色电力;光热发电;中字头股票;雅下水电概念;风电;PPP概念;污水处理;水利;土壤修复;碳中和;新型城镇化;雄安新区;储能;燃料电池;核电;国企改革;央企国企改革;证金持股;光伏概念;一带一路;乡村振兴;同花顺中特估100;高端装备;海工装备;京津冀一体化;同花顺漂亮100;低空经济;智慧城市;小金属概念;金属钴;人工智能;DeepSeek概念;商业航天;沪股通;融资融券;AI智能体,39.0,17
002654,002654.SZ,存储芯片;AI手机;传感器;汽车电子;芯片概念;小米概念;消费电子概念;智能穿戴;MiniLED;比亚迪概念;智能家居;机器人概念;新能源汽车;安防;智慧灯杆;华为概念;粤港澳大湾区;军工;智慧城市;人工智能;ETC;独角兽概念;数字经济;风电;一带一路;阿里巴巴概念;国企改革;抖音概念(字节概念);文化传媒概念;小红书概念;快手概念;深股通;融资融券,33.0,33
003022,003022.SZ,POE胶膜;HJT电池;钠离子电池;锂电池概念;固态电池;光伏概念;煤化工概念;可降解塑料;环氧丙烷;PEEK材料;光刻胶;芯片概念;融资融券;深股通,14.0,33
301278,301278.SZ,钙钛矿电池;光伏建筑一体化;光伏概念;储能;充电桩;专精特新;机器人概念;融资融券,8.0,33
600956,600956.SH,天然气;碳交易;氢能源;钒电池;绿色电力;国企改革;抽水蓄能;京津冀一体化;风电;储能;光伏概念;DeepSeek概念;AI智能体;融资融券;沪股通,15.0,17
688353,688353.SH,钠离子电池;固态电池;宁德时代概念;锂电池概念;有机硅概念;比亚迪概念;专精特新;沪股通;融资融券,9.0,17
600703,600703.SH,MicroLED概念;MiniLED;汽车芯片;第三代半导体;AI眼镜;芯片概念;消费电子概念;小米概念;卫星导航;5G;苹果概念;商业航天;无人驾驶;比亚迪概念;共封装光学(CPO);新能源汽车;华为汽车;数据中心;光伏概念;充电桩;海峡两岸;福建自贸区;金属回收;同花顺漂亮100;沪股通;融资融券,26.0,17
000516,000516.SZ,高压氧舱;细胞免疫治疗;脑机接口;智能医疗;辅助生殖;民营医院;医美概念;养老概念;毛发医疗;阿里巴巴概念;DeepSeek概念;三胎概念;人工智能;旅游概念;华为概念;西部大开发;机器人概念;深股通;融资融券,19.0,33
600227,600227.SH,化肥;煤化工概念;煤炭概念;西部大开发;民营医院;阿尔茨海默概念;仿制药一致性评价;医疗器械概念;创投,9.0,17
300891,300891.SZ,钛白粉概念;融资融券,2.0,33
000591,000591.SZ,钙钛矿电池;TOPCON电池;光伏概念;虚拟电厂;光伏建筑一体化;储能;碳交易;碳中和;绿色电力;工业互联网;DeepSeek概念;机器人概念;西部大开发;国企改革;央企国企改革;深股通;融资融券,17.0,33
002532,002532.SZ,俄乌冲突概念;钠离子电池;新疆振兴;锂电池概念;西部大开发;回购增持再贷款概念;融资融券;深股通,8.0,33
600623,600623.SH,煤化工概念;丙烯酸;PVDF概念;新疆振兴;消毒剂;氟化工概念;回购增持再贷款概念;国企改革;锂电池概念;芯片概念;参股券商;上海国企改革;沪股通;创投;超级品牌;DeepSeek概念;融资融券,17.0,17
688697,688697.SH,工业母机;人形机器人;新能源汽车;高端装备;新型工业化;机器人概念;低空经济;长三角一体化;大飞机;融资融券;沪股通,11.0,17
600216,600216.SH,青蒿素;NMN概念;维生素;合成生物;创新药;辅助生殖;医药电商;肝炎概念;医美概念;钠离子电池;回购增持再贷款概念;储能;沪股通;融资融券,14.0,17
605007,605007.SH,海峡两岸;共同富裕示范区;沪股通,3.0,17
002179,002179.SZ,军民融合;成飞概念;国产航母;大飞机;商业航天;卫星导航;军工;无人机;低空经济;6G概念;核电;可控核聚变;量子科技;换电概念;车联网(车路协同);机器人概念;无人驾驶;专精特新;5G;充电桩;光伏概念;新能源汽车;华为概念;比亚迪概念;储能;数据中心;特斯拉概念;芯片概念;国企改革;光纤概念;智能电网;铜缆高速连接;高压快充;液冷服务器;共封装光学(CPO);深股通;融资融券;中字头股票,38.0,33
000837,000837.SZ,减速器;人形机器人;工业母机;新型工业化;机器人概念;传感器;新能源汽车;比亚迪概念;高端装备;工业互联网;军工;航空发动机;国企改革;西部大开发;深股通;融资融券,16.0,33
300750,300750.SZ,同花顺漂亮100;钠离子电池;长安汽车概念;同花顺出海50;固态电池;动力电池回收;小米汽车;华为汽车;储能;换电概念;宁德时代概念;锂电池概念;特斯拉概念;新能源汽车;同花顺新质50;融资融券;深股通,17.0,33
920284,920284.BJ,锂电池概念;融资融券;新型工业化;宁德时代概念;固态电池;专精特新;人造肉,7.0,151
600618,600618.SH,环氧丙烷;消毒剂;氟化工概念;国企改革;上海国企改革;沪股通;融资融券,7.0,17
601678,601678.SH,环氧丙烷;煤化工概念;消毒剂;氟化工概念;回购增持再贷款概念;参股保险;参股银行;锂电池概念;氢能源;燃料电池;沪股通;融资融券,12.0,17
688172,688172.SH,国家大基金持股;MCU芯片;第三代半导体;芯片概念;传感器;国企改革;沪股通;融资融券,8.0,17
600773,600773.SH,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,7.0,17
600163,600163.SH,抽水蓄能;风电;绿色电力;生物质能发电;充电桩;福建自贸区;国企改革;海峡两岸;化债概念(AMC概念);沪股通;融资融券,11.0,17
002547,002547.SZ,一体化压铸;减速器;机器人概念;比亚迪概念;特斯拉概念;新能源汽车;军工;5G;储能;绿色电力;光伏概念;华为手机;深股通;融资融券,14.0,33
920088,920088.BJ,一带一路;空气能热泵;净水概念;专精特新;新疆振兴;融资融券;西部大开发,7.0,151
600355,600355.SH,ST板块;电子身份证;国产操作系统;语音技术;人脸识别;新型工业化;机器人概念;人工智能;机器视觉;物联网;工业互联网;OLED;在线教育;充电桩;智能电网,15.0,22
003036,003036.SZ,新型工业化;机器人概念;共同富裕示范区;高端装备;参股银行;锂电池概念;固态电池,7.0,33
300806,300806.SZ,光刻胶;富士康概念;苹果概念;PCB概念;柔性屏(折叠屏);消费电子概念;汽车电子;无线耳机;虚拟现实;专精特新;特斯拉概念;华为概念;新能源汽车;石墨烯;储能;氢能源;深股通,17.0,33
002656,002656.SZ,ST板块;风电;智能电网;高端装备;新能源汽车;三胎概念;人民币贬值受益;虚拟现实;区块链;腾讯概念;股权转让(并购重组),11.0,33
601778,601778.SH,光伏建筑一体化;光伏概念;虚拟电厂;碳交易;氢能源;储能;碳中和;风电;绿色电力;数据中心;阿里巴巴概念;腾讯概念;沪股通;融资融券,14.0,17
000890,000890.SZ,光纤概念;独角兽概念;净水概念;污水处理,4.0,33
300483,300483.SZ,俄乌冲突概念;天然气;股权转让(并购重组),3.0,33
688390,688390.SH,光伏建筑一体化;光伏概念;回购增持再贷款概念;虚拟电厂;储能;智能电网;沪股通;融资融券,8.0,17
688619,688619.SH,量子科技;虚拟现实;安防;机器视觉;网络安全;智慧城市;人工智能;信创;物联网;军工;专精特新;海峡两岸;福建自贸区;人脸识别;机器人概念;多模态AI;智慧灯杆;智能医疗;海工装备;土壤修复;AI应用;融资融券,22.0,17
603083,603083.SH,共封装光学(CPO);F5G概念;液冷服务器;WiFi 6;5G;华为概念;人民币贬值受益;2025年报预增;工业互联网;物联网;一带一路;智能家居;沪股通;融资融券,14.0,17
688090,688090.SH,新型工业化;人工智能;数字孪生;传感器;机器视觉;专精特新;机器人概念;芯片概念;比亚迪概念;新能源汽车;AI应用;融资融券,12.0,17
301338,301338.SZ,共封装光学(CPO);MiniLED;先进封装;富士康概念;PCB概念;第三代半导体;苹果概念;工业母机;华为手机;汽车芯片;芯片概念;高端装备;消费电子概念;锂电池概念;军工;比亚迪概念;小米概念;2025年报预增;专精特新;新型工业化;机器视觉;工业互联网;华为概念;深股通;融资融券,25.0,33
600470,600470.SH,磷化工;化肥;煤化工概念;锂电池概念;污水处理;乡村振兴;融资融券,7.0,17
601339,601339.SH,参股银行;人民币贬值受益;沪股通;融资融券,4.0,17
600256,600256.SH,页岩气;俄乌冲突概念;天然气;煤炭概念;煤化工概念;新疆振兴;融资融券;氢能源;西部大开发;碳中和;一带一路;沪股通,12.0,17
603949,603949.SH,汽车热管理;农机;新能源汽车;专精特新;创投;乡村振兴;军工,7.0,17
000004,000004.SZ,手机游戏;抖音概念(字节概念);互联网金融;鸿蒙概念;人脸识别;ST板块;人工智能;云计算;数据安全;信创;网络安全;车联网(车路协同);粤港澳大湾区;物联网;工业互联网;华为概念;东数西算(算力);5G;储能;电力物联网,20.0,33
002407,002407.SZ,钠离子电池;氟化工概念;固态电池;PVDF概念;动力电池回收;锂电池概念;硅能源;特斯拉概念;比亚迪概念;储能;新能源汽车;中芯国际概念;存储芯片;回购增持再贷款概念;工业互联网;第三代半导体;芯片概念;数字孪生;创投;融资融券;深股通;独角兽概念,22.0,33
002528,002528.SZ,ST板块;深圳国企改革;智慧灯杆;人民币贬值受益;国企改革;智能家居;智慧城市;数字孪生;物联网;智能医疗;数字经济;安防;机器视觉;人工智能;华为概念;5G;军民融合;人脸识别;区块链;数据要素;东数西算(算力);国资云;信创;智慧政务;华为鲲鹏,25.0,33
603301,603301.SH,医药电商;人民币贬值受益;医疗器械概念;跨境电商;沪股通;融资融券,6.0,17
000609,000609.SZ,ST板块;互联网金融;创投;高铁;股权转让(并购重组),5.0,33
600545,600545.SH,华为概念;新型工业化;机器人概念;DeepSeek概念;一带一路;AI智能体;人民币贬值受益;西部大开发;新疆振兴;融资融券,10.0,17
002812,002812.SZ,固态电池;宁德时代概念;锂电池概念;比亚迪概念;新能源汽车;储能;烟草;充电桩;消费电子概念;专精特新;同花顺漂亮100;西部大开发;深股通;人工智能;融资融券,15.0,33
000908,000908.SZ,眼科医疗;基因测序;创新药;流感;仿制药一致性评价;医疗器械概念;ST板块;医美概念;消毒剂,9.0,33
601117,601117.SH,环氧丙烷;中字头股票;煤化工概念;磷化工;同花顺中特估100;央企国企改革;国企改革;新疆振兴;回购增持再贷款概念;污水处理;氢能源;证金持股;可控核聚变;芯片概念;沪股通;融资融券,16.0,17
300720,300720.SZ,机器人概念;物联网;股权转让(并购重组),3.0,33
300207,300207.SZ,钠离子电池;固态电池;动力电池回收;锂电池概念;盐湖提锂;无线充电;新型烟草(电子烟);华为手机;苹果概念;无线耳机;石墨烯;两轮车;AI眼镜;储能;星闪概念;智能穿戴;消费电子概念;新能源汽车;金属回收;小米概念;高压快充;智能音箱;汽车电子;机器人概念;华为概念;工业互联网;虚拟现实;粤港澳大湾区;无人机;数字孪生;低空经济;智能家居;虚拟电厂;一带一路;数字经济;换电概念;创投;DeepSeek概念;人工智能;深股通;融资融券,41.0,33
300083,300083.SZ,无线充电;人形机器人;工业母机;小米概念;新型工业化;智能穿戴;飞行汽车(eVTOL);比亚迪概念;消费电子概念;机器人概念;新能源汽车;苹果概念;一体化压铸;5G;高端装备;工业互联网;无人机;华为概念;军工;液冷服务器;低空经济;粤港澳大湾区;储能;人工智能;创投;回购增持再贷款概念;深股通;融资融券,28.0,33
002254,002254.SZ,高铁;锂电池概念;无人机;军工;固态电池;军民融合;机器人概念;智能穿戴;新能源汽车;国企改革;氢能源;深股通;融资融券,13.0,33
600753,600753.SH,ST板块;煤化工概念;换电概念;充电桩,4.0,22
603843,603843.SH,赛马概念;ST板块;特色小镇;地下管网;新型城镇化;PPP概念;算力租赁;东数西算(算力);水利;固废处理;充电桩;盐湖提锂;光伏概念;一带一路;智慧政务;西部大开发;旅游概念;雅下水电概念;乡村振兴;小金属概念;金属锌;金属铜,22.0,22
000690,000690.SZ,超超临界发电;绿色电力;参股券商;风电;创投;深股通;融资融券,7.0,33
000669,000669.SZ,ST板块;天然气,2.0,33
600599,600599.SH,ST板块;互联网金融;人民币贬值受益,3.0,22
600696,600696.SH,ST板块;白酒概念,2.0,22
600595,600595.SH,超导概念;煤炭概念;风电;2025年报预增;融资融券;沪股通,6.0,17
000711,000711.SZ,土壤修复;固废处理;污水处理;PPP概念;ST板块;金属回收;水利;雄安新区;黑龙江自贸区;一带一路;小金属概念;乡村振兴;金属锌;无人机;物联网,15.0,33
605183,605183.SH,专精特新;一带一路;沪股通,3.0,17
603026,603026.SH,氟化工概念;宁德时代概念;锂电池概念;新能源汽车;燃料电池;环氧丙烷;国企改革;沪股通;融资融券,9.0,17
301687,301687.SZ,锂电池概念;PCB概念;POE胶膜;光伏概念;比亚迪概念;新能源汽车;苹果概念;消费电子概念;注册制次新股;专精特新;长三角一体化;海峡两岸;深股通;新股与次新股;融资融券,15.0,33
300661,300661.SZ,汽车芯片;无线耳机;汽车电子;芯片概念;消费电子概念;传感器;OLED;专精特新;锂电池概念;人工智能;融资融券;深股通,12.0,33
600608,600608.SH,ST板块;国企改革,2.0,22
001896,001896.SZ,抽水蓄能;超超临界发电;风电;绿色电力;碳中和;充电桩;储能;数据中心;光伏建筑一体化;煤炭概念;工业互联网;东数西算(算力);国企改革;华为概念;人工智能;创投;智能物流;深股通;融资融券,19.0,33
300164,300164.SZ,俄乌冲突概念;页岩气;天然气;新疆振兴;西部大开发;碳中和;一带一路;人民币贬值受益,8.0,33
000608,000608.SZ,物业管理;ST板块;粤港澳大湾区;租售同权;西部大开发;股权转让(并购重组),6.0,33
001326,001326.SZ,物联网;粤港澳大湾区;充电桩;储能;智能家居;一带一路;人民币贬值受益;融资融券,8.0,33
000552,000552.SZ,煤炭概念;煤化工概念;天然气;化肥;页岩气;超超临界发电;国企改革;西部大开发;深股通;融资融券,10.0,33
920185,920185.BJ,氢能源;钠离子电池;锂电池概念;融资融券;石墨电极;石墨烯;燃料电池;比亚迪概念;宁德时代概念;固态电池;储能;一带一路,12.0,151
688348,688348.SH,光伏概念;储能;专精特新;绿色电力;芯片概念;人民币贬值受益;人工智能;共同富裕示范区;沪股通;融资融券,10.0,17
601216,601216.SH,煤化工概念;水泥概念;煤炭概念;可降解塑料;绿色电力;西部大开发;参股银行;参股券商;氢能源;互联网金融;天然气;数字经济;统一大市场;智能物流;航运概念;生物疫苗;阿里巴巴概念;沪股通;融资融券,19.0,17
300843,300843.SZ,铜缆高速连接;富士康概念;液冷服务器;新型烟草(电子烟);消费电子概念;人形机器人;数据中心;比亚迪概念;小米概念;新能源汽车;智能座舱;无人机;飞行汽车(eVTOL);高压快充;储能;机器人概念;充电桩;低空经济;深股通,19.0,33
