股票代码,code,market_code,所属概念数量,所属概念
688232.SH,688232,17,21,AI应用;虚拟数字人;鸿蒙概念;数据要素;智慧政务;智谱AI;AI智能体;区块链;百度概念;数字经济;DeepSeek概念;云计算;阿里巴巴概念;腾讯概念;人工智能;智慧城市;MLOps概念;房屋检测;华为概念;沪股通;融资融券
000581.SZ,000581,33,15,参股券商;高股息精选;国企改革;汽车热管理;机器人概念;燃料电池;人形机器人;新能源汽车;氢能源;毫米波雷达;汽车电子;深股通;融资融券;芯片概念;汽车芯片
601595.SH,601595,17,9,上海国企改革;IP经济(谷子经济);网络游戏;手机游戏;文化传媒概念;乡村振兴;国企改革;抖音概念(字节概念);沪股通
600216.SH,600216,17,13,青蒿素;维生素;NMN概念;合成生物;医药电商;医美概念;肝炎概念;创新药;辅助生殖;钠离子电池;储能;沪股通;融资融券
000997.SZ,000997,33,34,电子身份证;ETC;数字货币;蚂蚁集团概念;云计算;鸿蒙概念;移动支付;物联网;华为鲲鹏;安防;华为概念;阿里巴巴概念;AI智能体;多模态AI;区块链;智慧城市;数据要素;海峡两岸;AI应用;人工智能;人脸识别;DeepSeek概念;互联网金融;机器视觉;数字乡村;跨境支付(CIPS);福建自贸区;数字经济;食品安全;芯片概念;乡村振兴;证金持股;深股通;融资融券
002537.SZ,002537,33,19,数字货币;NFT概念;蚂蚁集团概念;互联网金融;移动支付;区块链;数字经济;跨境电商;冷链物流;元宇宙;家用电器;华为汽车;华为概念;新能源汽车;比亚迪概念;特斯拉概念;5G;深股通;融资融券
600299.SH,600299,17,8,维生素;合成生物;国企改革;央企国企改革;沪股通;人民币贬值受益;DeepSeek概念;融资融券
601369.SH,601369,17,19,超超临界发电;煤化工概念;虚拟电厂;天然气;页岩气;碳中和;核电;氢能源;西部大开发;国企改革;一带一路;高端装备;高股息精选;数据安全;储能;军工;商业航天;融资融券;沪股通
600735.SH,600735,22,10,中韩自贸区;ST板块;旅游概念;三胎概念;养老概念;跨境电商;中俄贸易概念;石墨烯;人民币贬值受益;机器人概念
300119.SZ,300119,33,10,动物疫苗;禽流感;合成生物;宠物经济;消毒剂;天津自贸区;京津冀一体化;绿色电力;AI应用;深股通
002445.SZ,002445,33,11,股权转让(并购重组);光伏建筑一体化;绿色电力;独角兽概念;虚拟现实;海工装备;手机游戏;文化传媒概念;国企改革;深股通;融资融券
001227.SZ,001227,33,6,高股息精选;参股券商;西部大开发;一带一路;互联网金融;深股通
300012.SZ,300012,33,41,高铁;海工装备;医疗器械概念;人工智能;低空经济;数字经济;宠物经济;食品安全;星闪概念;无人机;商业航天;车联网(车路协同);核电;房屋检测;水利;航运概念;网络安全;基因测序;华为概念;物联网;核污染防治;机器人概念;土壤修复;新能源汽车;互联网金融;雅下水电概念;数据中心(AIDC);小米概念;辅助生殖;碳中和;流感;CRO概念;猴痘概念;创新药;汽车电子;芯片概念;汽车芯片;PCB概念;先进封装;深股通;融资融券
603055.SH,603055,17,4,一带一路;长三角一体化;沪股通;融资融券
000739.SZ,000739,33,15,流感;创新药;仿制药一致性评价;减肥药;CRO概念;合成生物;宠物经济;医美概念;养老概念;共同富裕示范区;AIGC概念;AI智能体;工业互联网;深股通;融资融券
605305.SH,605305,17,6,风电;京津冀一体化;储能;专精特新;沪股通;融资融券
601607.SH,601607,17,15,医药电商;仿制药一致性评价;生物疫苗;创新药;上海国企改革;国企改革;医疗器械概念;上海自贸区;沪股通;融资融券;阿尔茨海默概念;养老概念;智能医疗;人工智能;医美概念
002004.SZ,002004,33,15,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券
600271.SH,600271,17,35,互联网金融;数据要素;智慧城市;移动支付;数字经济;AI应用;ETC;人工智能;DeepSeek概念;区块链;智慧政务;AI智能体;电子身份证;网络安全;职业教育;信创;数字货币;蚂蚁集团概念;财税数字化;ChatGPT概念;物联网;食品安全;腾讯概念;人脸识别;ERP概念;智能物流;央企国企改革;国企改革;海峡两岸;数据中心(AIDC);液冷服务器;MCU芯片;芯片概念;沪股通;融资融券
601360.SH,601360,17,37,云办公;数据安全;智谱AI;多模态AI;网络安全;信创;ChatGPT概念;云计算;AI语料;国产操作系统;区块链;AI应用;AIGC概念;AI智能体;鸿蒙概念;AI视频;虚拟数字人;DeepSeek概念;数字经济;智慧城市;人工智能;车联网(车路协同);文化传媒概念;物联网;安防;EDR概念;网络游戏;跨境电商;机器人概念;比亚迪概念;新能源汽车;智能穿戴;参股银行;消费电子概念;同花顺漂亮100;沪股通;融资融券
688708.SH,688708,17,7,军民融合;西部大开发;军工;商业航天;专精特新;沪股通;融资融券
600480.SH,600480,17,27,汽车热管理;华为汽车;人形机器人;长安汽车概念;小米汽车;飞行汽车(eVTOL);特斯拉概念;无人驾驶;新能源汽车;传感器;比亚迪概念;低空经济;商业航天;小米概念;核电;水利;储能;宁德时代概念;液冷服务器;锂电池概念;京津冀一体化;雄安新区;地下管网;国企改革;央企国企改革;沪股通;融资融券
000001.SZ,000001,33,5,高股息精选;证金持股;跨境支付(CIPS);深股通;融资融券
600973.SH,600973,17,22,智能电网;大飞机;核电;军工;充电桩;可控核聚变;超导概念;无人机;铜缆高速连接;高铁;高端装备;低空经济;新能源汽车;特斯拉概念;飞行汽车(eVTOL);信创;央企国企改革;国企改革;2026一季报预增;沪股通;2026中报预增;融资融券
002299.SZ,002299,33,8,养鸡;预制菜;参股银行;食品安全;海峡两岸;深股通;融资融券;2026一季报预增
600872.SH,600872,17,7,预制菜;国企改革;粤港澳大湾区;沪股通;融资融券;稀土永磁;2026中报预增
601008.SH,601008,17,7,航运概念;中韩自贸区;国企改革;中俄贸易概念;一带一路;沪股通;融资融券
603014.SH,603014,17,5,医疗器械概念;一带一路;沪股通;股权转让(并购重组);融资融券
600515.SH,600515,17,10,免税店;自由贸易港;海南自贸区;物业管理;土地流转;国企改革;跨境电商;低空经济;融资融券;沪股通
920433.BJ,920433,151,2,西部大开发;融资融券
300009.SZ,300009,33,14,生物疫苗;仿制药一致性评价;创新药;肝炎概念;流感;辅助生殖;细胞免疫治疗;民营医院;基因测序;医疗器械概念;智能医疗;人工智能;深股通;融资融券
600587.SH,600587,17,17,民营医院;合成生物;国企改革;医疗器械概念;智能医疗;消毒剂;智能物流;AI应用;DeepSeek概念;人工智能;脑机接口;机器人概念;人形机器人;华为概念;沪股通;融资融券;光刻胶
300026.SZ,300026,33,10,仿制药一致性评价;流感;创新药;养老概念;医疗器械概念;国企改革;京津冀一体化;血氧仪;深股通;融资融券
600318.SH,600318,17,7,化债概念(AMC概念);数字经济;乡村振兴;供销社;融资融券;沪股通;股权转让(并购重组)
301155.SZ,301155,33,5,风电;绿色电力;海工装备;深股通;融资融券
920571.BJ,920571,151,9,碳中和;一带一路;碳交易;福建自贸区;融资融券;低空经济;人民币贬值受益;航运概念;海峡两岸
300380.SZ,300380,33,14,互联网金融;AI应用;AIGC概念;鸿蒙概念;数据要素;信创;AI智能体;百度概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;深股通
000429.SZ,000429,33,8,高股息精选;参股券商;国企改革;绿色电力;深股通;粤港澳大湾区;充电桩;融资融券
002721.SZ,002721,33,16,互联网金融;AI应用;数字货币;区块链;移动支付;数字经济;人工智能;DeepSeek概念;AI智能体;智慧政务;阿里巴巴概念;国企改革;黄金概念;小金属概念;3D打印;深股通
603630.SH,603630,17,6,网红经济;医美概念;创投;DeepSeek概念;2026中报预增;沪股通
300378.SZ,300378,33,25,ERP概念;ChatGPT概念;多模态AI;华为鲲鹏;AIGC概念;数据安全;AI应用;AI智能体;数据要素;百度概念;抖音概念(字节概念);阿里巴巴概念;数字经济;DeepSeek概念;人工智能;工业互联网;C2M概念;华为概念;新型工业化;创投;海峡两岸;富士康概念;芯片概念;深股通;融资融券
000408.SZ,000408,33,11,金属铜;黄金概念;小金属概念;盐湖提锂;化肥;锂电池概念;西部大开发;国企改革;2026中报预增;融资融券;深股通
300492.SZ,300492,33,7,AI应用;职业教育;人工智能;在线教育;西部大开发;融资融券;深股通
002223.SZ,002223,33,12,眼科医疗;幽门螺杆菌概念;三胎概念;养老概念;雅下水电概念;智能医疗;蚂蚁集团概念;医疗器械概念;消毒剂;血氧仪;深股通;融资融券
600958.SH,600958,17,4,期货概念;互联网金融;沪股通;融资融券
688520.SH,688520,17,7,重组蛋白;创新药;生物疫苗;百度概念;CRO概念;沪股通;融资融券
601886.SH,601886,17,13,高股息精选;眼科医疗;民营医院;医美概念;装配式建筑;建筑节能;一带一路;光伏建筑一体化;绿色电力;融资融券;数字经济;光伏概念;沪股通
601169.SH,601169,17,4,高股息精选;参股保险;沪股通;融资融券
600285.SH,600285,17,5,高股息精选;芬太尼;创新药;沪股通;融资融券
601033.SH,601033,17,10,生物质能发电;绿色电力;PPP概念;国企改革;垃圾分类;固废处理;储能;粤港澳大湾区;沪股通;融资融券
688139.SH,688139,17,11,智能医疗;AI智能体;AI应用;医疗器械概念;DeepSeek概念;机器人概念;人工智能;物联网;细胞免疫治疗;沪股通;融资融券
002948.SZ,002948,33,5,高股息精选;跨境支付(CIPS);一带一路;融资融券;深股通
603888.SH,603888,17,28,知识产权保护;AI视频;虚拟数字人;AI语料;在线教育;AIGC概念;文化传媒概念;Web3.0;AI应用;元宇宙;数据确权;多模态AI;数据要素;AI智能体;数字经济;区块链;DeepSeek概念;京津冀一体化;人工智能;阿里巴巴概念;云计算;数据安全;网络安全;乡村振兴;创投;国企改革;沪股通;融资融券
600919.SH,600919,17,3,高股息精选;沪股通;融资融券
601658.SH,601658,17,4,高股息精选;国企改革;融资融券;沪股通
000930.SZ,000930,33,12,玉米;粮食概念;生态农业;代糖概念;可降解塑料;白酒概念;国企改革;碳交易;央企国企改革;深股通;融资融券;中字头股票
000686.SZ,000686,33,5,期货概念;证金持股;深股通;融资融券;2026中报预增
002019.SZ,002019,33,10,创新药;维生素;肝炎概念;合成生物;流感;医药电商;可降解塑料;光伏概念;深股通;融资融券
600502.SH,600502,17,25,高股息精选;同花顺中特估100;物业管理;房屋检测;装配式建筑;PPP概念;乡村振兴;新型城镇化;雅下水电概念;国企改革;水利;土壤修复;新疆振兴;建筑节能;雄安新区;污水处理;一带一路;抽水蓄能;绿色电力;数字经济;光伏建筑一体化;低空经济;智能电网;沪股通;融资融券
600478.SH,600478,17,20,动力电池回收;两轮车;共享单车;固态电池;锂电池概念;小金属概念;氢能源;燃料电池;区块链;换电概念;储能;军民融合;虚拟电厂;新能源汽车;军工;航空发动机;数据中心(AIDC);商业航天;融资融券;沪股通
600787.SH,600787,17,14,证金持股;统一大市场;冷链物流;国企改革;央企国企改革;京津冀一体化;中俄贸易概念;一带一路;智能物流;车联网(车路协同);物联网;沪股通;融资融券;中字头股票
000683.SZ,000683,33,7,化肥;煤化工概念;高股息精选;西部大开发;碳中和;深股通;融资融券
601696.SH,601696,17,3,期货概念;沪股通;融资融券
300683.SZ,300683,33,7,细胞免疫治疗;重组蛋白;CRO概念;创新药;仿制药一致性评价;眼科医疗;股权转让(并购重组)
300910.SZ,300910,33,3,人民币贬值受益;深股通;融资融券
001386.SZ,001386,33,13,参股银行;旅游概念;乡村振兴;固废处理;AIGC概念;生物质能发电;人工智能;绿色电力;粤港澳大湾区;注册制次新股;深股通;新股与次新股;融资融券
002867.SZ,002867,33,6,高股息精选;IP经济(谷子经济);创投;黄金概念;深股通;融资融券
603858.SH,603858,17,11,医药电商;仿制药一致性评价;流感;生物疫苗;创新药;肝炎概念;医美概念;参股银行;医疗器械概念;融资融券;沪股通
000825.SZ,000825,33,20,特钢概念;央企国企改革;国企改革;一带一路;AI应用;核电;军工;氢能源;燃料电池;商业航天;可控核聚变;华为概念;比亚迪概念;超超临界发电;光伏概念;柔性屏(折叠屏);华为手机;芯片概念;深股通;融资融券
002895.SZ,002895,33,9,化肥;磷化工;盐湖提锂;高股息精选;西部大开发;参股银行;深股通;AI智能体;融资融券
600733.SH,600733,17,24,一体化压铸;华为汽车;网约车;京津冀一体化;车联网(车路协同);DeepSeek概念;无人驾驶;小米汽车;燃料电池;百度概念;国企改革;换电概念;星闪概念;新能源汽车;智能座舱;动力电池回收;华为概念;充电桩;储能;固态电池;高压快充;汽车芯片;沪股通;融资融券
002111.SZ,002111,33,15,大飞机;低空经济;军工;成飞概念;高端装备;无人机;智慧城市;机器人概念;医疗器械概念;智能医疗;海工装备;换电概念;无人驾驶;2026中报预增;深股通
002690.SZ,002690,33,13,农机;医疗器械概念;智能医疗;人工智能;高股息精选;鸿蒙概念;食品安全;工业互联网;牙科医疗;机器人概念;机器视觉;深股通;融资融券
601995.SH,601995,17,8,期货概念;同花顺中特估100;国企改革;2026一季报预增;2026中报预增;中字头股票;融资融券;沪股通
000869.SZ,000869,33,5,超级品牌;旅游概念;国企改革;深股通;融资融券
300168.SZ,300168,33,35,DRG/DIP;家庭医生;财税数字化;在线教育;虚拟数字人;智慧政务;AI应用;互联网保险;数据要素;数字乡村;MLOps概念;华为鲲鹏;养老概念;鸿蒙概念;数字经济;华为盘古;信创;电子身份证;区块链;AI智能体;DeepSeek概念;移动支付;人工智能;智慧城市;网络安全;时空大数据;安防;乡村振兴;智能医疗;算力租赁;机器人概念;华为概念;数据中心(AIDC);深股通;融资融券
605499.SH,605499,17,4,数字经济;粤港澳大湾区;融资融券;沪股通
601375.SH,601375,17,4,期货概念;国企改革;沪股通;融资融券
920158.BJ,920158,151,8,中俄贸易概念;一带一路;海工装备;专精特新;氢能源;天然气;新股与次新股;融资融券
002946.SZ,002946,33,5,乳业;西部大开发;绿色电力;融资融券;深股通
601198.SH,601198,17,7,期货概念;化债概念(AMC概念);互联网金融;国企改革;央企国企改革;沪股通;融资融券
