股票代码,所属概念数量,所属概念,code,market_code
000049.SZ,27,钠离子电池;固态电池;锂电池概念;储能;人民币贬值受益;粤港澳大湾区;比亚迪概念;智能家居;新能源汽车;物联网;机器人概念;无线耳机;华为手机;小米概念;无人机;华为概念;消费电子概念;苹果概念;人形机器人;智能穿戴;同花顺果指数;AI眼镜;5G;深股通;融资融券;先进封装;数据中心(AIDC),000049,33
600182.SH,2,黑龙江自贸区;工业互联网,600182,17
601698.SH,12,商业航天;军工;低空经济;6G概念;同花顺新质50;央企国企改革;一带一路;国企改革;中字头股票;同花顺中特估100;沪股通;融资融券,601698,17
603066.SH,20,跨境电商;统一大市场;烟草;智能物流;冷链物流;人工智能;数字孪生;一带一路;国企改革;工业互联网;物联网;新型工业化;机器人概念;专精特新;机器视觉;华为概念;比亚迪概念;特斯拉概念;宁德时代概念;华为数字能源,603066,17
300307.SZ,18,C2M概念;新型工业化;网络游戏;机器人概念;工业互联网;锂电池概念;人工智能;比亚迪概念;机器视觉;华为概念;短剧游戏;光伏概念;储能;6G概念;HJT电池;TOPCON电池;5G;深股通,300307,33
688331.SH,5,细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,688331,17
603988.SH,5,新能源汽车;储能;风电;股权转让(并购重组);沪股通,603988,17
603758.SH,8,长安汽车概念;人形机器人;新能源汽车;西部大开发;传感器;消费电子概念;沪股通;融资融券,603758,17
920274.BJ,5,海峡两岸;锂电池概念;融资融券;国企改革;专精特新,920274,151
000981.SZ,16,减速器;华为汽车;智能物流;西部大开发;高端装备;汽车拆解概念;无人驾驶;新能源汽车;比亚迪概念;物联网;阿里巴巴概念;汽车电子;芯片概念;深股通;先进封装;融资融券,000981,33
605158.SH,1,一带一路,605158,17
300932.SZ,12,智能电网;充电桩;储能;数据中心(AIDC);东数西算(算力);数字孪生;比亚迪概念;光伏概念;低空经济;新能源汽车;无人机;融资融券,300932,33
600268.SH,28,虚拟电厂;抽水蓄能;智能电网;特高压;AI智能体;数据要素;超超临界发电;风电;DeepSeek概念;充电桩;绿色电力;核电;水利;人工智能;雅下水电概念;高铁;数据中心(AIDC);雄安新区;储能;新疆振兴;央企国企改革;华为概念;国企改革;商业航天;高端装备;机器人概念;沪股通;融资融券,600268,17
688392.SH,18,先进封装;芯片概念;PET铜箔;液冷服务器;专精特新;比亚迪概念;宁德时代概念;军工;固态电池;新能源汽车;碳纤维;储能;人形机器人;人工智能;锂电池概念;医疗器械概念;沪股通;融资融券,688392,17
300776.SZ,16,MicroLED概念;第三代半导体;BC电池;先进封装;MiniLED;OLED;钙钛矿电池;消费电子概念;HJT电池;PCB概念;芯片概念;TOPCON电池;光伏概念;玻璃基板;融资融券;深股通,300776,33
920694.BJ,8,地下管网;中俄贸易概念;页岩气;融资融券;海工装备;人民币贬值受益;专精特新;一带一路,920694,151
920087.BJ,8,转基因;融资融券;粮食概念;国企改革;玉米;大豆;农业种植;乡村振兴,920087,151
688070.SH,9,智慧城市;军民融合;时空大数据;职业教育;低空经济;无人机;专精特新;西部大开发;融资融券,688070,17
300095.SZ,16,航空发动机;成飞概念;大飞机;军工;高端装备;减速器;商业航天;无人机;海工装备;机器人概念;新型工业化;水利;人形机器人;新能源汽车;一带一路;风电,300095,33
603767.SH,7,减速器;长安汽车概念;农机;共同富裕示范区;新能源汽车;乡村振兴;沪股通,603767,17
301248.SZ,51,算力租赁;华为昇腾;东数西算(算力);云办公;智谱AI;云计算;数据确权;时空大数据;智慧灯杆;华为数字能源;网络安全;数据中心(AIDC);腾讯概念;华为鲲鹏;人脸识别;信创;阿里巴巴概念;财税数字化;智慧政务;5G;多模态AI;语音技术;液冷服务器;AI智能体;数据要素;华为概念;AIGC概念;物联网;数字孪生;智慧城市;安防;芯片概念;智能电网;AI应用;数字乡村;卫星导航;区块链;在线教育;DeepSeek概念;人工智能;粤港澳大湾区;数字经济;智能医疗;新型工业化;无人机;低空经济;机器人概念;智能物流;新型城镇化;深股通;融资融券,301248,33
300022.SZ,10,工业大麻;农村电商;西部大开发;乡村振兴;中俄贸易概念;一带一路;农机;氢能源;低空经济;机器人概念,300022,33
301666.SZ,14,英伟达概念;存储芯片;注册制次新股;快手概念;数据中心(AIDC);小红书概念;专精特新;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;DeepSeek概念;新股与次新股;融资融券,301666,33
001259.SZ,3,露营经济;家用电器;净水概念,001259,33
688396.SH,25,国家大基金持股;第三代半导体;汽车芯片;MCU芯片;存储芯片;先进封装;共封装光学(CPO);芯片概念;消费电子概念;汽车电子;数据中心(AIDC);小米概念;传感器;智能电网;充电桩;比亚迪概念;储能;宁德时代概念;新能源汽车;机器人概念;工业互联网;央企国企改革;国企改革;沪股通;融资融券,688396,17
002408.SZ,7,环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券,002408,33
301575.SZ,12,注册制次新股;跨境电商;一带一路;智能物流;人民币贬值受益;家用电器;智能家居;机器人概念;石墨烯;深股通;新股与次新股;融资融券,301575,33
002397.SZ,5,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济),002397,33
601016.SH,9,绿色电力;风电;储能;新疆振兴;央企国企改革;国企改革;京津冀一体化;沪股通;融资融券,601016,17
002698.SZ,16,人形机器人;新型工业化;智能物流;机器人概念;工业互联网;高端装备;中俄贸易概念;智能医疗;专精特新;创投;医疗器械概念;污水处理;3D打印;黑龙江自贸区;深股通;融资融券,002698,33
688106.SH,23,中芯国际概念;俄乌冲突概念;天然气;存储芯片;第三代半导体;固态电池;氢能源;新疆振兴;芯片概念;锂电池概念;光伏概念;碳中和;可控核聚变;长三角一体化;燃料电池;冷链物流;宁德时代概念;专精特新;核电;商业航天;氟化工概念;沪股通;融资融券,688106,17
603633.SH,12,毫米波雷达;消费电子概念;汽车电子;储能;华为概念;新能源汽车;智能座舱;比亚迪概念;宁德时代概念;无人驾驶;机器人概念;中芯国际概念,603633,17
601218.SH,6,绿色电力;风电;海工装备;金属回收;融资融券;沪股通,601218,17
688010.SH,17,光刻机;MicroLED概念;商业航天;卫星导航;军民融合;军工;专精特新;福建自贸区;机器视觉;安防;华为概念;无人驾驶;海峡两岸;机器人概念;区块链;沪股通;融资融券,688010,17
688249.SH,11,汽车芯片;MCU芯片;OLED;芯片概念;MiniLED;MicroLED概念;消费电子概念;量子科技;国企改革;沪股通;融资融券,688249,17
002639.SZ,30,可控核聚变;抽水蓄能;雅下水电概念;核电;海工装备;水利;冷链物流;福建自贸区;商业航天;高端装备;一带一路;冰雪产业;数据中心(AIDC);海峡两岸;空气能热泵;体育产业;碳中和;氢能源;液冷服务器;燃料电池;东数西算(算力);华为概念;物联网;数字经济;工业互联网;阿里巴巴概念;天然气;腾讯概念;深股通;融资融券,002639,33
603733.SH,9,碳交易;绿色电力;烟草;固废处理;参股券商;超级电容;医疗器械概念;融资融券;沪股通,603733,17
002091.SZ,14,参股保险;跨境电商;国企改革;高股息精选;一带一路;人民币贬值受益;宁德时代概念;固态电池;锂电池概念;新能源汽车;有机硅概念;超级电容;深股通;融资融券,002091,33
002303.SZ,11,人造肉;工业大麻;一带一路;预制菜;绿色电力;区块链;军民融合;海峡两岸;高股息精选;深股通;融资融券,002303,33
001225.SZ,2,一带一路;水泥概念,001225,33
301396.SZ,31,算力租赁;东数西算(算力);云计算;财税数字化;多模态AI;数据中心(AIDC);腾讯概念;智慧政务;信创;ChatGPT概念;AI智能体;数据要素;空间计算;AI应用;DeepSeek概念;华为概念;智慧城市;安防;数字经济;MR(混合现实);物联网;智能医疗;职业教育;人工智能;专精特新;新型城镇化;乡村振兴;旅游概念;智能物流;深股通;融资融券,301396,33
002458.SZ,6,养鸡;猪肉;乳业;深股通;2026中报预增;融资融券,002458,33
688033.SH,12,ST板块;成飞概念;碳纤维;新能源汽车;军工;商业航天;大飞机;飞行汽车(eVTOL);高铁;京津冀一体化;光伏概念;锂电池概念,688033,22
002613.SZ,8,建筑节能;高铁;装配式建筑;高端装备;苹果概念;钙钛矿电池;一带一路;光伏概念,002613,33
920675.BJ,6,页岩气;西部大开发;融资融券;天然气;固废处理;专精特新,920675,151
002047.SZ,15,股权转让(并购重组);光伏建筑一体化;横琴新区;装配式建筑;风电;元宇宙;一带一路;虚拟现实;国企改革;智慧城市;粤港澳大湾区;智能穿戴;AI眼镜;深股通;摘帽,002047,33
000878.SZ,9,黄金概念;金属铜;小金属概念;期货概念;央企国企改革;西部大开发;国企改革;深股通;融资融券,000878,33
601908.SH,11,绿色电力;硅能源;风电;京津冀一体化;光伏概念;高端装备;专精特新;沪股通;第三代半导体;芯片概念;融资融券,601908,17
603966.SH,11,长三角一体化;水利;专精特新;机器人概念;新型工业化;一带一路;换电概念;核电;2026一季报预增;沪股通;股权转让(并购重组),603966,17
601677.SH,16,金属回收;固态电池;锂电池概念;中韩自贸区;储能;消费电子概念;比亚迪概念;5G;新能源汽车;特高压;机器人概念;军工;数据中心(AIDC);PCB概念;融资融券;沪股通,601677,17
003028.SZ,13,人形机器人;汽车热管理;机器视觉;机器人概念;智能家居;家用电器;新能源汽车;空气能热泵;汽车电子;储能;光伏概念;智能电网;共封装光学(CPO),003028,33
002703.SZ,10,长安汽车概念;小米汽车;无人驾驶;汽车电子;新能源汽车;小米概念;共同富裕示范区;比亚迪概念;深股通;融资融券,002703,33
603375.SH,11,存储芯片;汽车芯片;芯片概念;PVDF概念;传感器;专精特新;比亚迪概念;低空经济;机器人概念;民爆概念;融资融券,603375,17
300899.SZ,5,净水概念;污水处理;上海自贸区;融资融券;摘帽,300899,33
000056.SZ,7,租售同权;物业管理;ST板块;智能物流;物联网;固态电池;芯片概念,000056,33
603037.SH,14,华为汽车;长安汽车概念;同花顺新质50;小米汽车;特斯拉概念;机器人概念;无人驾驶;新能源汽车;比亚迪概念;专精特新;小米概念;氢能源;储能;股权转让(并购重组),603037,17
600089.SH,33,抽水蓄能;虚拟电厂;超超临界发电;柔性直流输电;智能电网;绿色电力;煤炭概念;风电;核电;特高压;充电桩;雅下水电概念;新疆振兴;煤化工概念;雄安新区;水利;储能;海工装备;数字经济;天然气;高压快充;一带一路;西部大开发;工业互联网;数据中心(AIDC);物联网;创投;光伏概念;黄金概念;硅能源;新能源汽车;沪股通;融资融券,600089,17
002570.SZ,12,NFT概念;网红经济;养老概念;三胎概念;乳业;跨境电商;共同富裕示范区;DeepSeek概念;宠物经济;民营医院;深股通;融资融券,002570,33
605162.SH,5,虚拟电厂;绿色电力;碳交易;碳中和;储能,605162,17
300837.SZ,5,固废处理;共同富裕示范区;雅下水电概念;专精特新;动力电池回收,300837,33
688456.SH,20,先进封装;PCB概念;芯片概念;BC电池;航空发动机;卫星导航;商业航天;3D打印;金属镍;光伏概念;军工;军民融合;华为概念;数据中心(AIDC);机器人概念;华为昇腾;央企国企改革;国企改革;沪股通;融资融券,688456,17
605122.SH,4,装配式建筑;建筑节能;水泥概念;西部大开发,605122,17
920056.BJ,9,固态电池;POE胶膜;3D打印;锂电池概念;钙钛矿电池;光伏概念;专精特新;新股与次新股;融资融券,920056,151
300279.SZ,18,物联网;小米概念;传感器;智慧城市;汽车电子;腾讯概念;5G;在线教育;独角兽概念;机器人概念;智能家居;新能源汽车;家用电器;特斯拉概念;创投;托育服务;宁德时代概念;三胎概念,300279,33
688061.SH,10,先进封装;芯片概念;MCU芯片;消费电子概念;传感器;小米概念;无人机;新能源汽车;机器人概念;融资融券,688061,17
301548.SZ,12,专精特新;芯片概念;海峡两岸;核电;PEEK材料;海工装备;储能;风电;抽水蓄能;生物质能发电;深股通;融资融券,301548,33
002036.SZ,37,华为汽车;智能座舱;人形机器人;毫米波雷达;MR(混合现实);虚拟现实;特斯拉概念;元宇宙;汽车电子;无人驾驶;机器视觉;安防;智能穿戴;传感器;机器人概念;百度概念;英伟达概念;无线充电;无线耳机;新能源汽车;华为概念;比亚迪概念;苹果概念;无人机;消费电子概念;智能家居;AI眼镜;低空经济;军民融合;创投;一带一路;OLED;芯片概念;共封装光学(CPO);深股通;股权转让(并购重组);融资融券,002036,33
603630.SH,5,网红经济;医美概念;创投;DeepSeek概念;沪股通,603630,17
002778.SZ,6,净水概念;污水处理;土壤修复;天然气;储能;股权转让(并购重组),002778,33
002272.SZ,25,液冷服务器;数据中心(AIDC);特高压;传感器;华为概念;智能电网;军工;储能;低空经济;核电;高端装备;机器人概念;工业互联网;数字经济;光热发电;水利;氢能源;风电;碳中和;抽水蓄能;垃圾分类;西部大开发;超超临界发电;深股通;融资融券,002272,33
688098.SH,5,动物疫苗;合成生物;创新药;宠物经济;融资融券,688098,17
603607.SH,6,烟草;专精特新;小米概念;消费电子概念;知识产权保护;IP经济(谷子经济),603607,17
300071.SZ,22,小红书概念;AI视频;Web3.0;AI语料;ChatGPT概念;AIGC概念;虚拟数字人;多模态AI;文化传媒概念;AI应用;数据要素;抖音概念(字节概念);百度概念;元宇宙;腾讯概念;数字经济;DeepSeek概念;人工智能;京津冀一体化;华为概念;比亚迪概念;深股通,300071,33
300195.SZ,25,烟草;ERP概念;信创;网络安全;中俄贸易概念;人工智能;数字经济;工业互联网;物联网;区块链;智能物流;高端装备;机器人概念;新型工业化;专精特新;机器视觉;一带一路;锂电池概念;京津冀一体化;C2M概念;医疗器械概念;光伏概念;数据中心(AIDC);工业母机;绿色电力,300195,33
600815.SH,10,福建自贸区;职业教育;海峡两岸;军工;高端装备;中俄贸易概念;地下管网;智能物流;国企改革;沪股通,600815,17
