股票代码,所属概念数量,所属概念,code,market_code
300669.SZ,2,专精特新;深股通,300669,33
002124.SZ,6,猪肉;预制菜;绿色电力;元宇宙;机器人概念;深股通,002124,33
002560.SZ,24,柔性直流输电;特高压;成飞概念;智能电网;海工装备;风电;军民融合;数据中心(AIDC);大飞机;充电桩;军工;雅下水电概念;无人机;储能;光伏概念;2026一季报预增;一带一路;医疗器械概念;专精特新;碳中和;新能源汽车;机器人概念;深股通;融资融券,002560,33
601038.SH,10,乡村振兴;国企改革;央企国企改革;中俄贸易概念;农机;工业互联网;高端装备;沪股通;融资融券;无人驾驶,601038,17
000408.SZ,11,金属铜;黄金概念;小金属概念;盐湖提锂;化肥;锂电池概念;西部大开发;国企改革;2026中报预增;融资融券;深股通,000408,33
300395.SZ,9,PCB概念;光纤概念;OLED;芯片概念;5G;光伏概念;同花顺新质50;融资融券;深股通,300395,33
002456.SZ,28,智能座舱;星闪概念;小米概念;汽车电子;AI眼镜;传感器;虚拟现实;消费电子概念;无人驾驶;长安汽车概念;车联网(车路协同);毫米波雷达;华为概念;人形机器人;机器人概念;人脸识别;柔性屏(折叠屏);元宇宙;智慧城市;海峡两岸;智能家居;MR(混合现实);机器视觉;OLED;医疗器械概念;深股通;融资融券;股权转让(并购重组),002456,33
300265.SZ,16,柔性直流输电;特高压;光纤概念;智能电网;成飞概念;风电;海工装备;光伏概念;5G;军工;商业航天;军民融合;大飞机;机器人概念;深股通;融资融券,300265,33
920080.BJ,10,数据中心(AIDC);家用电器;新型工业化;机器人概念;风电;锂电池概念;军工;工业互联网;新股与次新股;融资融券,920080,151
688310.SH,4,专精特新;医疗器械概念;高端装备;融资融券,688310,17
688708.SH,7,军民融合;西部大开发;军工;商业航天;专精特新;沪股通;融资融券,688708,17
603221.SH,1,人民币贬值受益,603221,17
300834.SZ,4,专精特新;粤港澳大湾区;深股通;融资融券,300834,33
688182.SH,14,WiFi 6;国家大基金持股;6G概念;芯片概念;5G;卫星导航;专精特新;商业航天;华为概念;智能电网;新能源汽车;先进封装;沪股通;融资融券,688182,17
603331.SH,7,人形机器人;共同富裕示范区;家用电器;机器人概念;新能源汽车;光伏概念;TOPCON电池,603331,17
300879.SZ,13,农机;跨境电商;乡村振兴;氢能源;人民币贬值受益;减速器;储能;锂电池概念;机器人概念;物联网;深股通;股权转让(并购重组);融资融券,300879,33
300817.SZ,10,减速器;机器人概念;军工;特斯拉概念;两轮车;专精特新;新能源汽车;商业航天;长三角一体化;风电,300817,33
002584.SZ,20,光刻胶;氟化工概念;芯片概念;消毒剂;磷化工;光伏概念;锂电池概念;PCB概念;专精特新;核污染防治;粤港澳大湾区;食品安全;核电;创投;碳中和;煤化工概念;辅助生殖;重组蛋白;储能;深股通,002584,33
688171.SH,11,电力物联网;智能电网;量子科技;军工信息化;网络安全;信创;工业互联网;数据安全;虚拟电厂;数据要素;融资融券,688171,17
920751.BJ,5,股权转让(并购重组);融资融券;燃料电池;氢能源;专精特新,920751,151
003027.SZ,3,钠离子电池;碳中和;储能,003027,33
002803.SZ,20,抖音概念(字节概念);华为盘古;云计算;数据要素;ChatGPT概念;AIGC概念;AI应用;人工智能;华为概念;海峡两岸;福建自贸区;跨境电商;一带一路;专精特新;人民币贬值受益;宠物经济;新型烟草(电子烟);白酒概念;融资融券;深股通,002803,33
300637.SZ,4,PCB概念;磷化工;芯片概念;专精特新,300637,33
688253.SH,11,重组蛋白;幽门螺杆菌概念;辅助生殖;医药电商;流感;阿尔茨海默概念;猴痘概念;智能医疗;肝炎概念;沪股通;融资融券,688253,17
688379.SH,18,共封装光学(CPO);芯片概念;液冷服务器;商业航天;新能源汽车;人形机器人;光伏概念;机器人概念;无人机;高铁;核电;低空经济;锂电池概念;风电;共同富裕示范区;绿色电力;沪股通;融资融券,688379,17
600960.SH,17,中俄贸易概念;长安汽车概念;汽车热管理;华为汽车;DeepSeek概念;减速器;国企改革;新型工业化;机器人概念;工业母机;新能源汽车;氢能源;无人机;比亚迪概念;智能座舱;汽车电子;股权转让(并购重组),600960,17
301585.SZ,2,专精特新;融资融券,301585,33
603922.SH,3,新能源汽车;ST板块;动力电池回收,603922,22
002918.SZ,3,智能家居;创投;深股通,002918,33
002468.SZ,10,统一大市场;智能物流;乡村振兴;人工智能;数字经济;长三角一体化;阿里巴巴概念;2026一季报预增;深股通;融资融券,002468,33
603612.SH,15,石墨电极;固态电池;宁德时代概念;锂电池概念;燃料电池;一带一路;飞行汽车(eVTOL);氢能源;储能;新能源汽车;无人机;DeepSeek概念;无人驾驶;沪股通;融资融券,603612,17
603370.SH,11,注册制次新股;家用电器;工业母机;机器人概念;新能源汽车;比亚迪概念;专精特新;液冷服务器;储能;新股与次新股;融资融券,603370,17
002899.SZ,9,足球概念;体育产业;冰雪产业;跨境电商;鸿蒙概念;养老概念;人民币贬值受益;华为概念;AI眼镜,002899,33
301567.SZ,11,虚拟现实;小米概念;专精特新;安防;智能穿戴;机器人概念;无人机;消费电子概念;汽车电子;AI眼镜;融资融券,301567,33
603010.SH,10,OLED;PCB概念;芯片概念;比亚迪概念;新能源汽车;磷化工;锂电池概念;合成生物;融资融券;沪股通,603010,17
920821.BJ,11,融资融券;虚拟现实;消费电子概念;汽车电子;新能源汽车;共封装光学(CPO);传感器;人民币贬值受益;专精特新;PCB概念;AI眼镜,920821,151
300236.SZ,8,中芯国际概念;光刻胶;存储芯片;先进封装;芯片概念;专精特新;深股通;融资融券,300236,33
600295.SH,11,煤炭概念;高股息精选;水泥概念;西部大开发;小金属概念;创投;硅能源;沪股通;光伏概念;风电;融资融券,600295,17
002831.SZ,8,液冷服务器;机器人概念;可降解塑料;高股息精选;深股通;宠物经济;消费电子概念;融资融券,002831,33
002548.SZ,5,猪肉;生态农业;乡村振兴;机器人概念;融资融券,002548,33
300804.SZ,2,粤港澳大湾区;融资融券,300804,33
300573.SZ,7,眼科医疗;民营医院;创新药;智能医疗;医药电商;融资融券;深股通,300573,33
603327.SH,20,华为概念;MR(混合现实);西部大开发;国企改革;小米概念;柔性屏(折叠屏);比亚迪概念;新能源汽车;金属回收;特斯拉概念;储能;锂电池概念;消费电子概念;宁德时代概念;5G;苹果概念;AI眼镜;AI手机;2026中报预增;沪股通,603327,17
002517.SZ,18,电子竞技;手机游戏;网络游戏;NFT概念;IP经济(谷子经济);AIGC概念;AI应用;元宇宙;区块链;人工智能;腾讯概念;数字经济;鸿蒙概念;虚拟现实;华为概念;AI眼镜;深股通;融资融券,002517,33
688750.SH,12,小金属概念;大飞机;航空发动机;飞行汽车(eVTOL);军工;商业航天;核电;高端装备;专精特新;国企改革;沪股通;融资融券,688750,17
603890.SH,20,AI PC;F5G概念;富士康概念;数据中心(AIDC);小米汽车;华为概念;5G;特斯拉概念;AI眼镜;机器人概念;华为汽车;消费电子概念;汽车电子;新能源汽车;人民币贬值受益;人形机器人;比亚迪概念;液冷服务器;沪股通;融资融券,603890,17
300747.SZ,26,光纤概念;先进封装;OLED;PCB概念;芯片概念;5G;商业航天;BC电池;3D打印;光伏概念;工业母机;航空发动机;数字水印;无人机;TOPCON电池;新能源汽车;低空经济;高端装备;风电;央企国企改革;国企改革;玻璃基板;比亚迪概念;AI智能体;融资融券;深股通,300747,33
301276.SZ,4,三胎概念;IP经济(谷子经济);体育产业;融资融券,301276,33
300441.SZ,7,家用电器;高端装备;空气能热泵;燃料电池;锂电池概念;光伏概念;深股通,300441,33
301616.SZ,6,机器人概念;高端装备;专精特新;参股银行;可降解塑料;融资融券,301616,33
688184.SH,6,专精特新;锂电池概念;宁德时代概念;固态电池;钠离子电池;ST板块,688184,22
002895.SZ,9,化肥;磷化工;盐湖提锂;高股息精选;西部大开发;参股银行;深股通;AI智能体;融资融券,002895,33
000960.SZ,9,金属锌;金属铅;金属铜;小金属概念;2026一季报预增;西部大开发;国企改革;深股通;融资融券,000960,33
920425.BJ,9,西部大开发;融资融券;苹果概念;机器视觉;消费电子概念;机器人概念;专精特新;MiniLED;AI眼镜,920425,151
688701.SH,4,污水处理;土壤修复;固废处理;融资融券,688701,17
688062.SH,5,重组蛋白;创新药;智能医疗;沪股通;融资融券,688062,17
301046.SZ,13,人形机器人;机器人概念;换电概念;智能电网;储能;光伏概念;东数西算(算力);光热发电;新型城镇化;虚拟电厂;光伏建筑一体化;绿色电力;融资融券,301046,33
300753.SZ,12,脑机接口;AI应用;人工智能;养老概念;机器人概念;专精特新;医疗器械概念;血氧仪;三胎概念;医美概念;流感;医药电商,300753,33
300283.SZ,16,PCB概念;工业母机;数据中心(AIDC);芯片概念;专精特新;消费电子概念;比亚迪概念;新能源汽车;智能电网;第三代半导体;光伏概念;锂电池概念;固态电池;储能;光伏建筑一体化;医疗器械概念,300283,33
300363.SZ,10,CRO概念;减肥药;细胞免疫治疗;创新药;流感;西部大开发;人民币贬值受益;新型烟草(电子烟);融资融券;深股通,300363,33
600183.SH,14,PCB概念;先进封装;共封装光学(CPO);存储芯片;MiniLED;芯片概念;5G;汽车电子;毫米波雷达;商业航天;华为概念;新能源汽车;沪股通;融资融券,600183,17
301115.SZ,16,芯片概念;传感器;光伏概念;特斯拉概念;数字孪生;智慧城市;高铁;食品安全;家用电器;水利;碳中和;一带一路;土壤修复;房屋检测;新型城镇化;融资融券,301115,33
688600.SH,7,液冷服务器;专精特新;医疗器械概念;DeepSeek概念;可控核聚变;氢能源;融资融券,688600,17
600026.SH,13,航运概念;上海自贸区;人民币贬值受益;一带一路;俄乌冲突概念;国企改革;央企国企改革;同花顺中特估100;天然气;证金持股;沪股通;融资融券;中字头股票,600026,17
301256.SZ,11,光刻胶;消毒剂;芯片概念;净水概念;光伏概念;化肥;专精特新;污水处理;西部大开发;深股通;融资融券,301256,33
002347.SZ,16,新型工业化;高端装备;机器人概念;数字经济;工业互联网;人工智能;军工;机器视觉;新能源汽车;创投;专精特新;商业航天;核电;参股银行;锂电池概念;动力电池回收,002347,33
603273.SH,6,装配式建筑;水泥概念;氢能源;机器人概念;新型工业化;融资融券,603273,17
002935.SZ,17,军民融合;军工信息化;卫星导航;军工;商业航天;量子科技;芯片概念;华为概念;医疗器械概念;西部大开发;智能穿戴;央企国企改革;存储芯片;国企改革;消费电子概念;融资融券;深股通,002935,33
603660.SH,26,云办公;时空大数据;信创;多模态AI;智能穿戴;智慧政务;车联网(车路协同);量子科技;ChatGPT概念;人脸识别;物联网;虚拟现实;商业航天;AIGC概念;安防;智慧城市;AI智能体;华为概念;机器视觉;无人机;AI应用;人工智能;数字孪生;在线教育;沪股通;融资融券,603660,17
301051.SZ,6,柔性屏(折叠屏);智能穿戴;消费电子概念;储能;深股通;融资融券,301051,33
603276.SH,4,合成生物;生态农业;锂电池概念;融资融券,603276,17
605123.SH,12,航空发动机;卫星导航;大飞机;商业航天;军工;可控核聚变;海工装备;核电;专精特新;风电;沪股通;融资融券,605123,17
300296.SZ,41,空间计算;元宇宙;人形机器人;AIGC概念;AI应用;虚拟现实;机器视觉;数据要素;虚拟数字人;智慧灯杆;智慧城市;抖音概念(字节概念);MicroLED概念;人工智能;腾讯概念;DeepSeek概念;无人驾驶;商业航天;华为概念;柔性屏(折叠屏);无人机;京津冀一体化;智能穿戴;小米概念;MiniLED;文化传媒概念;海工装备;消费电子概念;IP经济(谷子经济);雄安新区;AI眼镜;一带一路;旅游概念;体育产业;乡村振兴;芯片概念;OLED;第三代半导体;深股通;玻璃基板;融资融券,300296,33
603190.SH,6,一体化压铸;汽车拆解概念;机器人概念;特斯拉概念;新能源汽车;无人驾驶,603190,17
002228.SZ,6,福建自贸区;海峡两岸;数字水印;高股息精选;小米概念;深股通,002228,33
300761.SZ,4,猪肉;养鸡;深股通;融资融券,300761,33
603901.SH,6,减速器;人形机器人;新型工业化;机器视觉;机器人概念;沪股通,603901,17
600206.SH,19,中芯国际概念;国家大基金持股;存储芯片;先进封装;光纤概念;OLED;芯片概念;稀土永磁;5G;军工;牙科医疗;华为概念;医疗器械概念;央企国企改革;雄安新区;京津冀一体化;国企改革;沪股通;融资融券,600206,17
688181.SH,14,光刻胶;先进封装;OLED;柔性屏(折叠屏);消费电子概念;AI眼镜;液冷服务器;染料;氟化工概念;专精特新;云计算;京津冀一体化;创新药;融资融券,688181,17
300963.SZ,12,核电;3D打印;军工;光伏概念;中俄贸易概念;储能;牙科医疗;新能源汽车;芯片概念;超超临界发电;深股通;融资融券,300963,33
300848.SZ,9,染料;可降解塑料;专精特新;充电桩;露营经济;小米概念;华为概念;新型工业化;深股通,300848,33
600596.SH,19,草甘膦;有机硅概念;硅能源;锂电池概念;大豆;2026一季报预增;光伏概念;转基因;玉米;华为概念;液冷服务器;乡村振兴;农业种植;共同富裕示范区;光纤概念;东数西算(算力);人形机器人;沪股通;融资融券,600596,17
920106.BJ,10,两轮车;碳纤维;军工;新能源汽车;飞行汽车(eVTOL);低空经济;农机;融资融券;长安汽车概念;比亚迪概念,920106,151
688596.SH,17,中芯国际概念;第三代半导体;存储芯片;芯片概念;光纤概念;氟化工概念;光伏概念;专精特新;锂电池概念;储能;高端装备;氢能源;磷化工;医疗器械概念;合成生物;沪股通;融资融券,688596,17
300267.SZ,15,消毒剂;合成生物;幽门螺杆菌概念;维生素;仿制药一致性评价;流感;医药电商;医疗器械概念;锂电池概念;智能医疗;人工智能;小金属概念;AI应用;深股通;融资融券,300267,33
605118.SH,15,福建自贸区;海峡两岸;虚拟现实;人民币贬值受益;安防;专精特新;机器视觉;无人机;人工智能;AI眼镜;消费电子概念;机器人概念;智能座舱;富士康概念;沪股通,605118,17
300056.SZ,16,垃圾分类;污水处理;算力租赁;海峡两岸;PPP概念;燃料电池;福建自贸区;固废处理;钙钛矿电池;金属回收;东数西算(算力);PVDF概念;锂电池概念;金属铜;黄金概念;股权转让(并购重组),300056,33
920091.BJ,8,新能源汽车;机器人概念;长安汽车概念;专精特新;比亚迪概念;机器视觉;新股与次新股;融资融券,920091,151
688097.SH,33,共封装光学(CPO);富士康概念;苹果概念;5G;AI眼镜;芯片概念;华为手机;消费电子概念;智能穿戴;汽车电子;光伏概念;MR(混合现实);固态电池;储能;充电桩;宁德时代概念;锂电池概念;华为概念;新能源汽车;机器视觉;无人机;特斯拉概念;换电概念;新型工业化;低空经济;机器人概念;人形机器人;高端装备;工业互联网;一带一路;智能物流;沪股通;融资融券,688097,17
301555.SZ,12,PCB概念;MiniLED;MicroLED概念;碳纤维;比亚迪概念;海峡两岸;新能源汽车;机器人概念;无人机;低空经济;风电;融资融券,301555,33
300808.SZ,4,露营经济;一带一路;国企改革;股权转让(并购重组),300808,33
001308.SZ,22,跨境电商;同花顺出海50;智能医疗;人民币贬值受益;在线教育;智能家居;AI应用;虚拟现实;抖音概念(字节概念);MiniLED;一带一路;人工智能;汽车电子;小米概念;智能穿戴;鸿蒙概念;消费电子概念;空间计算;AI眼镜;专精特新;OLED;深股通,001308,33
605166.SH,0,,605166,17
300867.SZ,16,生物质能发电;垃圾分类;DeepSeek概念;AI应用;绿色电力;污水处理;短剧游戏;PPP概念;海峡两岸;氢能源;固废处理;燃料电池;医美概念;2026中报预增;深股通;融资融券,300867,33
600150.SH,19,中船系;中字头股票;国产航母;航运概念;同花顺中特估100;同花顺出海50;国企改革;央企国企改革;一带一路;海工装备;军民融合;高端装备;军工;风电;DeepSeek概念;商业航天;股权转让(并购重组);沪股通;融资融券,600150,17
603456.SH,11,创新药;仿制药一致性评价;CRO概念;合成生物;智能医疗;DeepSeek概念;人工智能;人民币贬值受益;幽门螺杆菌概念;沪股通;融资融券,603456,17
920580.BJ,6,锂电池概念;硅能源;融资融券;钠离子电池;第三代半导体;专精特新,920580,151
603701.SH,10,智能座舱;长安汽车概念;储能;新能源汽车;农机;汽车电子;锂电池概念;乡村振兴;国企改革;沪股通,603701,17
002793.SZ,9,仿制药一致性评价;医药电商;流感;创新药;幽门螺杆菌概念;民营医院;医疗器械概念;股权转让(并购重组);深股通,002793,33
002654.SZ,34,存储芯片;芯片概念;AI手机;消费电子概念;5G;MiniLED;汽车电子;智能穿戴;传感器;小米概念;军工;智慧灯杆;比亚迪概念;华为概念;新能源汽车;粤港澳大湾区;ETC;安防;智能家居;机器人概念;风电;智慧城市;抖音概念(字节概念);阿里巴巴概念;独角兽概念;快手概念;人工智能;小红书概念;一带一路;数字经济;国企改革;文化传媒概念;深股通;融资融券,002654,33
301329.SZ,10,海峡两岸;储能;光伏概念;卫星导航;消费电子概念;5G;商业航天;新能源汽车;光纤概念;融资融券,301329,33
002681.SZ,26,减速器;人形机器人;机器人概念;中俄贸易概念;跨境电商;家用电器;人工智能;虚拟现实;智能家居;智能音箱;星闪概念;阿里巴巴概念;人民币贬值受益;血氧仪;华为概念;粤港澳大湾区;小米概念;传感器;智能穿戴;储能;消费电子概念;无线耳机;汽车电子;无线充电;深股通;融资融券,002681,33
603489.SH,8,共享单车;无人机;专精特新;传感器;锂电池概念;两轮车;融资融券;沪股通,603489,17
000157.SZ,24,农机;雅下水电概念;新型工业化;高端装备;水利;工业互联网;机器人概念;一带一路;人形机器人;无人驾驶;燃料电池;高股息精选;人民币贬值受益;人工智能;乡村振兴;无人机;氢能源;百度概念;物联网;绿色电力;深股通;融资融券;东数西算(算力);固态电池,000157,33
920006.BJ,7,军民融合;航空发动机;融资融券;无人机;减速器;军工;专精特新,920006,151
603985.SH,12,算力租赁;英伟达概念;东数西算(算力);智谱AI;核电;海工装备;DeepSeek概念;风电;高端装备;国企改革;融资融券;沪股通,603985,17
688125.SH,15,光刻胶;苹果概念;消费电子概念;专精特新;比亚迪概念;宁德时代概念;机器视觉;汽车电子;机器人概念;新型工业化;一带一路;工业母机;人形机器人;沪股通;融资融券,688125,17
688628.SH,10,芯片概念;核污染防治;PM2.5;专精特新;光伏概念;人民币贬值受益;AI智能体;DeepSeek概念;沪股通;融资融券,688628,17
688077.SH,13,稀土永磁;专精特新;比亚迪概念;小金属概念;消费电子概念;新能源汽车;机器人概念;金属钴;华为概念;人形机器人;风电;固废处理;融资融券,688077,17
000776.SZ,5,期货概念;证金持股;同花顺漂亮100;深股通;融资融券,000776,33
920003.BJ,3,数字经济;融资融券;新股与次新股,920003,151
603185.SH,10,硅能源;TOPCON电池;光伏概念;第三代半导体;储能;专精特新;高端装备;工业母机;融资融券;沪股通,603185,17
000955.SZ,8,三胎概念;海南自贸区;自由贸易港;创投;民营医院;医疗器械概念;军民融合;医药电商,000955,33
000425.SZ,13,同花顺出海50;雅下水电概念;农机;工业互联网;高端装备;一带一路;机器人概念;无人驾驶;国企改革;深股通;融资融券;氢能源;军工,000425,33
001211.SZ,5,露营经济;三胎概念;跨境电商;IP经济(谷子经济);预制菜,001211,33
300337.SZ,24,航空发动机;商业航天;大飞机;国产航母;军工;核污染防治;3D打印;高铁;海工装备;专精特新;比亚迪概念;小米概念;消费电子概念;华为概念;宁德时代概念;新能源汽车;特斯拉概念;华为手机;富士康概念;汽车热管理;牙科医疗;医疗器械概念;深股通;融资融券,300337,33
920427.BJ,9,无人机;消费电子概念;融资融券;芯片概念;新型城镇化;地下管网;先进封装;房屋检测;低空经济,920427,151
002270.SZ,8,特高压;高端装备;机器人概念;专精特新;绿色电力;工业母机;深股通;融资融券,002270,33
300767.SZ,12,液冷服务器;核电;雄安新区;西部大开发;装配式建筑;汽车热管理;东数西算(算力);消费电子概念;数据中心(AIDC);深股通;股权转让(并购重组);融资融券,300767,33
600711.SH,17,金属铅;金属锌;金属铜;黄金概念;金属钴;金属镍;小金属概念;2026一季报预增;福建自贸区;固废处理;锂电池概念;海峡两岸;人民币贬值受益;绿色电力;沪股通;融资融券;摘帽,600711,17
300980.SZ,15,新能源汽车;专精特新;小米概念;长安汽车概念;华为概念;消费电子概念;机器人概念;锂电池概念;人形机器人;有机硅概念;建筑节能;柔性屏(折叠屏);一带一路;足球概念;融资融券,300980,33
002606.SZ,8,虚拟电厂;特高压;绿色电力;储能;一带一路;专精特新;深股通;融资融券,002606,33
688418.SH,32,卫星导航;6G概念;商业航天;WiFi 6;无人机;军工;F5G概念;5G;低空经济;量子科技;飞行汽车(eVTOL);网络安全;数据中心(AIDC);物联网;华为概念;智慧灯杆;车联网(车路协同);光纤概念;无人驾驶;机器人概念;智慧政务;智慧城市;华为数字能源;人工智能;AI智能体;储能;工业互联网;DeepSeek概念;一带一路;养老概念;沪股通;融资融券,688418,17
603083.SH,13,F5G概念;共封装光学(CPO);WiFi 6;5G;液冷服务器;华为概念;物联网;工业互联网;智能家居;人民币贬值受益;一带一路;沪股通;融资融券,603083,17
002940.SZ,9,创新药;仿制药一致性评价;幽门螺杆菌概念;维生素;合成生物;宠物经济;共同富裕示范区;MR(混合现实);深股通,002940,33
603583.SH,12,长安汽车概念;人形机器人;机器人概念;养老概念;智能家居;医疗器械概念;人民币贬值受益;一带一路;三胎概念;光伏概念;融资融券;沪股通,603583,17
301322.SZ,7,中芯国际概念;先进封装;芯片概念;新能源汽车;人民币贬值受益;动力电池回收;融资融券,301322,33
603016.SH,3,国企改革;特高压;沪股通,603016,17
603175.SH,21,PCB概念;消费电子概念;存储芯片;毫米波雷达;汽车电子;OLED;芯片概念;东数西算(算力);注册制次新股;数据中心(AIDC);智能座舱;无人驾驶;海峡两岸;比亚迪概念;新能源汽车;特斯拉概念;机器人概念;人民币贬值受益;一带一路;新股与次新股;融资融券,603175,17
603823.SH,4,光刻胶;PEEK材料;钠离子电池;沪股通,603823,17
300398.SZ,14,存储芯片;光纤概念;中芯国际概念;先进封装;第三代半导体;光刻胶;OLED;芯片概念;电子纸;光伏概念;新能源汽车;深股通;玻璃基板;融资融券,300398,33
688300.SH,7,先进封装;存储芯片;芯片概念;专精特新;新能源汽车;沪股通;融资融券,688300,17
603863.SH,1,粤港澳大湾区,603863,17
301026.SZ,4,小金属概念;金属回收;黄金概念;融资融券,301026,33
300700.SZ,11,光刻胶;第三代半导体;芯片概念;消费电子概念;专精特新;光伏概念;机器人概念;燃料电池;氢能源;深股通;融资融券,300700,33
301041.SZ,29,PCB概念;富士康概念;5G;毫米波雷达;数据中心(AIDC);6G概念;专精特新;华为概念;汽车电子;特高压;腾讯概念;粤港澳大湾区;信创;无人机;商业航天;军工;比亚迪概念;百度概念;机器人概念;新型工业化;工业互联网;柔性直流输电;职业教育;创投;中俄贸易概念;智能医疗;虚拟电厂;共封装光学(CPO);融资融券,301041,33
603983.SH,4,重组蛋白;合成生物;DeepSeek概念;沪股通,603983,17
000783.SZ,3,期货概念;深股通;融资融券,000783,33
300197.SZ,21,股权转让(并购重组);土壤修复;垃圾分类;PPP概念;地下管网;农业种植;智慧城市;污水处理;雄安新区;水利;碳中和;新型城镇化;旅游概念;乡村振兴;深股通;国企改革;一带一路;充电桩;央企国企改革;粤港澳大湾区;融资融券,300197,33
688119.SH,10,军工;商业航天;核污染防治;核电;工业互联网;央企国企改革;国企改革;沪股通;中字头股票;融资融券,688119,17
002838.SZ,18,5G;PEEK材料;钛白粉概念;华为概念;2026一季报预增;小米概念;锂电池概念;比亚迪概念;专精特新;军工;新能源汽车;特斯拉概念;机器人概念;可降解塑料;预制菜;股权转让(并购重组);融资融券;深股通,002838,33
300818.SZ,6,高端装备;人民币贬值受益;专精特新;一带一路;宁德时代概念;深股通,300818,33
301076.SZ,4,PEEK材料;专精特新;深股通;融资融券,301076,33
920001.BJ,6,融资融券;虚拟现实;国企改革;专精特新;OLED;AI眼镜,920001,151
300789.SZ,22,智慧城市;职业教育;多模态AI;物联网;车联网(车路协同);AI智能体;人工智能;DeepSeek概念;虚拟现实;智能电网;高铁;新型工业化;机器视觉;高端装备;机器人概念;无人机;专精特新;一带一路;西部大开发;雅下水电概念;钒电池;小金属概念,300789,33
002256.SZ,11,光伏建筑一体化;绿色电力;盐湖提锂;碳中和;染料;储能;化肥;AI手机;锂电池概念;深股通;融资融券,002256,33
688178.SH,5,盐湖提锂;动力电池回收;固废处理;污水处理;融资融券,688178,17
603611.SH,17,智能物流;一带一路;互联网金融;工业互联网;新型工业化;统一大市场;人民币贬值受益;冷链物流;车联网(车路协同);机器人概念;无人驾驶;物联网;人形机器人;宁德时代概念;高股息精选;锂电池概念;沪股通,603611,17
688539.SH,15,商业航天;军工;无人机;传感器;专精特新;海工装备;芯片概念;机器人概念;高铁;工业互联网;卫星导航;高端装备;人形机器人;沪股通;融资融券,688539,17
600480.SH,27,汽车热管理;华为汽车;人形机器人;长安汽车概念;小米汽车;飞行汽车(eVTOL);特斯拉概念;无人驾驶;新能源汽车;传感器;比亚迪概念;低空经济;商业航天;小米概念;核电;水利;储能;宁德时代概念;液冷服务器;锂电池概念;京津冀一体化;雄安新区;地下管网;国企改革;央企国企改革;沪股通;融资融券,600480,17
600156.SH,14,算力租赁;跨境电商;旅游概念;东数西算(算力);数据中心(AIDC);养老概念;人民币贬值受益;国企改革;医疗器械概念;液冷服务器;柔性屏(折叠屏);消费电子概念;5G;股权转让(并购重组),600156,17
301123.SZ,17,PCB概念;共封装光学(CPO);铜缆高速连接;液冷服务器;消费电子概念;汽车电子;新型烟草(电子烟);小米概念;比亚迪概念;宁德时代概念;新能源汽车;人形机器人;储能;锂电池概念;机器人概念;深股通;融资融券,301123,33
000547.SZ,33,军工信息化;军民融合;卫星导航;商业航天;军工;无人机;低空经济;海工装备;网络安全;安防;华为鲲鹏;信创;数据安全;智慧政务;华为欧拉;人工智能;数字经济;多模态AI;福建自贸区;DeepSeek概念;元宇宙;海峡两岸;华为概念;乡村振兴;虚拟现实;央企国企改革;国企改革;5G;风电;MR(混合现实);芯片概念;深股通;融资融券,000547,33
605088.SH,10,DeepSeek概念;人民币贬值受益;华为汽车;机器人概念;人形机器人;新能源汽车;锂电池概念;储能;固态电池;沪股通,605088,17
002072.SZ,3,煤炭概念;存储芯片;商业航天,002072,33
605305.SH,6,风电;京津冀一体化;储能;专精特新;沪股通;融资融券,605305,17
603459.SH,25,共封装光学(CPO);PCB概念;注册制次新股;华为手机;存储芯片;MiniLED;富士康概念;汽车电子;智能座舱;消费电子概念;智能穿戴;芯片概念;小米概念;卫星导航;比亚迪概念;东数西算(算力);商业航天;无人驾驶;虚拟现实;华为概念;机器人概念;锂电池概念;一带一路;新股与次新股;融资融券,603459,17
920225.BJ,15,固态电池;数据中心(AIDC);高端装备;食品安全;页岩气;白酒概念;融资融券;液冷服务器;海工装备;核电;地下管网;军工;人民币贬值受益;中俄贸易概念;专精特新,920225,151
688472.SH,12,TOPCON电池;BC电池;HJT电池;钙钛矿电池;储能;光伏概念;锂电池概念;一带一路;人民币贬值受益;商业航天;沪股通;融资融券,688472,17
301599.SZ,13,注册制次新股;光刻胶;宁德时代概念;固态电池;锂电池概念;比亚迪概念;工业互联网;芯片概念;高端装备;人工智能;深股通;新股与次新股;融资融券,301599,33
002422.SZ,12,毛发医疗;创新药;仿制药一致性评价;医药电商;肝炎概念;流感;幽门螺杆菌概念;合成生物;医疗器械概念;西部大开发;深股通;融资融券,002422,33
300159.SZ,20,成飞概念;航空发动机;专精特新;商业航天;可控核聚变;大飞机;卫星导航;军工;军民融合;无人机;海工装备;股权转让(并购重组);核电;农机;新疆振兴;低空经济;西部大开发;国企改革;乡村振兴;摘帽,300159,33
920011.BJ,9,专精特新;家用电器;机器人概念;小米概念;一带一路;智能家居;参股银行;新股与次新股;融资融券,920011,151
600509.SH,14,超超临界发电;绿色电力;抽水蓄能;第三代半导体;智能电网;AI眼镜;新疆振兴;芯片概念;一带一路;国企改革;西部大开发;天然气;融资融券;沪股通,600509,17
300961.SZ,12,新型城镇化;鸿蒙概念;PPP概念;水利;净水概念;污水处理;创投;海工装备;机器人概念;碳中和;股权转让(并购重组);融资融券,300961,33
000970.SZ,10,稀土永磁;机器人概念;新能源汽车;苹果概念;人民币贬值受益;国企改革;小金属概念;深股通;融资融券;中字头股票,000970,33
