所属概念,所属概念数量,market_code,code,股票代码
液冷服务器;芯片概念;汽车电子;数据中心(AIDC);汽车热管理;华为概念;无人机;新能源汽车;特斯拉概念;小米汽车;低空经济;充电桩;储能;机器人概念;海峡两岸;长安汽车概念;燃料电池;人民币贬值受益;一带一路;深股通;融资融券,21.0,33,002536,002536.SZ
人工智能;云计算;数字经济;DeepSeek概念;ERP概念;AI智能体;融资融券,7.0,17,688479,688479.SH
中芯国际概念;第三代半导体;存储芯片;芯片概念;光纤概念;氟化工概念;光伏概念;专精特新;锂电池概念;储能;高端装备;氢能源;磷化工;医疗器械概念;合成生物;沪股通;融资融券,17.0,17,688596,688596.SH
低空经济;飞行汽车(eVTOL);一体化压铸;特斯拉概念;人形机器人;新能源汽车;宁德时代概念;沪股通;中芯国际概念;融资融券,10.0,17,603358,603358.SH
液冷服务器;专精特新;数据中心(AIDC);空气能热泵;新能源汽车;汽车热管理;人形机器人;长安汽车概念;冷链物流;深股通;融资融券,11.0,33,301252,301252.SZ
中芯国际概念;存储芯片;先进封装;光刻胶;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券,10.0,17,688037,688037.SH
OLED;富士康概念;柔性屏(折叠屏);MiniLED;AI眼镜;锂电池概念;智能穿戴;TOPCON电池;小米概念;光伏概念;POE胶膜;华为概念;虚拟现实;深股通;融资融券,15.0,33,300566,300566.SZ
光纤概念;共封装光学(CPO);光刻机;AI眼镜;芯片概念;量子科技;商业航天;卫星导航;数据中心(AIDC);专精特新;机器视觉;无人驾驶;华为概念;福建自贸区;海峡两岸;医疗器械概念;独角兽概念;沪股通;股权转让(并购重组);融资融券,20.0,17,688195,688195.SH
Web3.0;AIGC概念;AI应用;智慧政务;在线教育;数据确权;区块链;云办公;互联网金融;蚂蚁集团概念;信创;DeepSeek概念;阿里巴巴概念;抖音概念(字节概念);人工智能;智能医疗;化债概念(AMC概念);华为概念;机器人概念;机器视觉;上海自贸区;融资融券;沪股通,23.0,17,603918,603918.SH
AI眼镜;消费电子概念;汽车电子;小米概念;机器视觉;新能源汽车;无人机;无人驾驶;人形机器人;虚拟现实;华为概念;机器人概念;安防;智能家居;车联网(车路协同);职业教育;融资融券;深股通,18.0,33,300790,300790.SZ
光刻机;智能穿戴;智能座舱;专精特新;机器视觉;虚拟现实;无人驾驶;无人机;华为概念;海峡两岸;机器人概念;安防;人工智能;沪股通;融资融券,15.0,17,688307,688307.SH
液冷服务器;数据中心(AIDC);特高压;传感器;华为概念;智能电网;军工;储能;低空经济;核电;高端装备;机器人概念;工业互联网;数字经济;光热发电;水利;氢能源;风电;碳中和;抽水蓄能;垃圾分类;西部大开发;超超临界发电;深股通;融资融券,25.0,33,002272,002272.SZ
华为欧拉;华为鲲鹏;数据安全;智慧政务;云计算;信创;AIGC概念;数据要素;AI智能体;AI应用;智慧城市;数字孪生;互联网金融;数字经济;DeepSeek概念;人工智能;工业互联网;华为概念;数据中心(AIDC);军工;专精特新;融资融券,22.0,17,688118,688118.SH
共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);专精特新;沪股通;融资融券,9.0,17,688313,688313.SH
净水概念;长三角一体化;智能家居;人工智能;家用电器;无人驾驶;深股通;股权转让(并购重组),8.0,33,002677,002677.SZ
PCB概念;芯片概念;消费电子概念;毫米波雷达;5G;专精特新;卫星导航;无人驾驶;华为概念;储能;融资融券,11.0,33,300936,300936.SZ
存储芯片;先进封装;OLED;芯片概念;光伏建筑一体化;沪股通;融资融券;绿色电力;国企改革,9.0,17,600667,600667.SH
存储芯片;芯片概念;第三代半导体;汽车电子;BC电池;钙钛矿电池;商业航天;光伏概念;HJT电池;专精特新;TOPCON电池;新能源汽车;深股通;融资融券,14.0,33,300842,300842.SZ
高铁;创投;互联网金融;芯片概念;ST板块;存储芯片;先进封装;股权转让(并购重组),8.0,33,000609,000609.SZ
汽车芯片;存储芯片;先进封装;芯片概念;5G;传感器;东数西算(算力);卫星导航;专精特新;比亚迪概念;无人驾驶;阿里巴巴概念;消费电子概念;MCU芯片;汽车电子;沪股通;融资融券,17.0,17,688135,688135.SH
小金属概念;固态电池;锂电池概念;股权转让(并购重组);储能;专精特新;沪股通;融资融券,8.0,17,603399,603399.SH
HJT电池;TOPCON电池;BC电池;硅能源;光伏概念;碳中和;储能;军民融合;军工;智能电网;机器人概念;华为概念;智慧城市,13.0,33,300345,300345.SZ
物业管理;深圳国企改革;房屋检测;国企改革;阿里巴巴概念;粤港澳大湾区;智慧政务;华为概念;数据中心(AIDC);抖音概念(字节概念);腾讯概念;虚拟数字人;人工智能;深股通;融资融券,15.0,33,300917,300917.SZ
光刻胶;染料;PCB概念;5G;石墨烯;固态电池;储能;股权转让(并购重组),8.0,33,300522,300522.SZ
人形机器人;传感器;机器人概念;苹果概念;消费电子概念;华为概念;专精特新;沪股通,8.0,17,605488,605488.SH
智能家居;机器人概念;人民币贬值受益;安防;一带一路;储能;智能穿戴;数据中心(AIDC);宠物经济;无线耳机;无线充电;消费电子概念;苹果概念;锂电池概念;第三代半导体,15.0,33,300787,300787.SZ
人形机器人;新型工业化;智能物流;机器人概念;工业互联网;高端装备;中俄贸易概念;智能医疗;专精特新;创投;医疗器械概念;污水处理;3D打印;黑龙江自贸区;深股通;融资融券,16.0,33,002698,002698.SZ
医疗器械概念;智能医疗;人工智能;专精特新;AI应用;机器人概念;沪股通;融资融券,8.0,17,688212,688212.SH
智能电网;数字孪生;物联网;传感器;专精特新;虚拟现实;光伏概念;华为概念;数据要素;水利;雄安新区;AI智能体;深股通,13.0,33,300259,300259.SZ
共封装光学(CPO);光纤概念;F5G概念;铜缆高速连接;芯片概念;5G;传感器;数据中心(AIDC);人民币贬值受益;融资融券;深股通,11.0,33,300570,300570.SZ
共封装光学(CPO);存储芯片;先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;5G;汽车电子;毫米波雷达;小米概念;数据中心(AIDC);比亚迪概念;专精特新;血氧仪;新能源汽车;锂电池概念;无人机;充电桩;储能;军工;机器人概念;粤港澳大湾区;钠离子电池;低空经济;工业互联网;第三代半导体;深股通;融资融券,29.0,33,300903,300903.SZ
数据中心(AIDC);高压快充;虚拟电厂;充电桩;换电概念;储能;宁德时代概念;比亚迪概念;专精特新;新能源汽车;锂电池概念;深股通;融资融券,13.0,33,300693,300693.SZ
PCB概念;PEEK材料;新能源汽车;比亚迪概念;海工装备;军工;风电;医疗器械概念;核电;专精特新;商业航天;氢能源;卫星导航;融资融券,14.0,33,301591,301591.SZ
一带一路;虚拟现实;数字孪生;金属铜;智能物流;AIGC概念;融资融券;机器人概念;无人驾驶;专精特新,10.0,151,920475,920475.BJ
成飞概念;大飞机;军民融合;军工;高端装备;无人机;西部大开发;低空经济;可控核聚变;摘帽,10.0,17,603261,603261.SH
钠离子电池;固态电池;锂电池概念;宁德时代概念;氢能源;储能;比亚迪概念;新能源汽车;机器人概念;DeepSeek概念;芯片概念;融资融券;深股通,13.0,33,300568,300568.SZ
芯片概念;商业航天;成飞概念;华为概念;宁德时代概念;军工;军民融合;医疗器械概念;雅下水电概念;西部大开发;深股通;融资融券,12.0,33,301286,301286.SZ
共封装光学(CPO);数据中心(AIDC);东数西算(算力);HJT电池;专精特新;华为概念;特斯拉概念;光伏概念;智能电网;储能;钠离子电池;风电;沪股通;融资融券,14.0,17,688226,688226.SH
流感;医药电商;维生素;仿制药一致性评价;肝炎概念;创新药;黑龙江自贸区;三胎概念;养老概念;跨境电商;DeepSeek概念;沪股通;融资融券;冷链物流;民营医院,15.0,17,600664,600664.SH
IP经济(谷子经济);文化传媒概念;短剧游戏;网络游戏;手机游戏;京津冀一体化;足球概念;小红书概念;数据确权;鸿蒙概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);华为概念;深股通;融资融券,16.0,33,002739,002739.SZ
国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心(AIDC);深股通;2026中报预增;风电,9.0,33,000096,000096.SZ
汽车电子;汽车芯片;芯片概念;传感器;无人驾驶;比亚迪概念;新能源汽车;专精特新;机器人概念;充电桩;海峡两岸;储能;横琴新区;风电;创投;深股通;绿色电力;低空经济,18.0,33,300304,300304.SZ
卫星导航;食品安全;无人驾驶;工业大麻;智慧城市;人工智能;车联网(车路协同);数字乡村;信创;数字经济;腾讯概念;智慧政务;阿里巴巴概念;冷链物流;DeepSeek概念;数据要素;区块链;AI智能体;AI应用;云计算;深股通;融资融券;股权转让(并购重组),23.0,33,300469,300469.SZ
化债概念(AMC概念);生态农业;新型城镇化;土壤修复;PPP概念;一带一路;碳中和;西部大开发;碳交易;足球概念;深股通;融资融券,12.0,33,300355,300355.SZ
无线耳机;消费电子概念;家用电器;人民币贬值受益;露营经济;跨境电商,6.0,33,300464,300464.SZ
AI应用;融资融券;拼多多概念;ERP概念;抖音概念(字节概念);小红书概念;阿里巴巴概念,7.0,151,920227,920227.BJ
染料;医疗器械概念;有机硅概念;家用电器;阿尔茨海默概念;仿制药一致性评价;创新药;2026中报预增;股权转让(并购重组),9.0,17,603980,603980.SH
航空发动机;海工装备;人民币贬值受益;低空经济;中俄贸易概念;商业航天;核电;无人机;风电;西部大开发;融资融券,11.0,151,920943,920943.BJ
英伟达概念;一带一路;铜缆高速连接;数据中心(AIDC);粤港澳大湾区;无人驾驶;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,11.0,151,920045,920045.BJ
减速器;人形机器人;股权转让(并购重组);智能座舱;汽车电子;智能穿戴;消费电子概念;比亚迪概念;AI眼镜;机器人概念;新能源汽车;长安汽车概念;无人驾驶;飞行汽车(eVTOL);军工;低空经济;PCB概念;风电;国企改革;深股通,20.0,33,002708,002708.SZ
存储芯片;PCB概念;芯片概念;第三代半导体;柔性屏(折叠屏);富士康概念;消费电子概念;3D打印;专精特新;比亚迪概念;工业母机;大飞机;新型工业化;机器人概念;高端装备,15.0,33,300606,300606.SZ
人民币贬值受益;融资融券;跨境电商,3.0,151,920765,920765.BJ
第三代半导体;芯片概念;TOPCON电池;可控核聚变;专精特新;光伏概念;商业航天;新能源汽车;核电;充电桩;储能;氢能源;西部大开发;深股通;融资融券,15.0,33,300820,300820.SZ
MicroLED概念;富士康概念;光刻机;苹果概念;AI眼镜;先进封装;第三代半导体;消费电子概念;智能穿戴;5G;MR(混合现实);传感器;芯片概念;虚拟现实;华为概念;专精特新;无人机;玻璃基板;沪股通;融资融券,20.0,17,688079,688079.SH
共封装光学(CPO);PCB概念;5G;汽车电子;智能穿戴;智能座舱;专精特新;新能源汽车;机器人概念;粤港澳大湾区;医疗器械概念;绿色电力;股权转让(并购重组);融资融券,14.0,17,688655,688655.SH
MiniLED;苹果概念;共封装光学(CPO);消费电子概念;智能穿戴;机器人概念;碳纤维;粤港澳大湾区;数字经济;可降解塑料;一带一路;深股通;融资融券,13.0,33,301387,301387.SZ
物业管理;京津冀一体化;数字经济;国企改革;智能家居;沪股通;融资融券;股权转让(并购重组),8.0,17,600743,600743.SH
存储芯片;先进封装;共封装光学(CPO);第三代半导体;OLED;芯片概念;MiniLED;柔性屏(折叠屏);消费电子概念;电子纸;AI眼镜;MR(混合现实);智能穿戴;专精特新;华为概念;虚拟现实;小米概念;锂电池概念;机器视觉;新能源汽车;新型工业化;机器人概念;2026中报预增;融资融券,24.0,17,688328,688328.SH
消费电子概念;科创次新股;注册制次新股;新股与次新股;融资融券;腾讯概念;阿里巴巴概念;抖音概念(字节概念);小米概念;芯片概念;国家大基金持股;存储芯片;人民币贬值受益,13.0,17,688825,688825.SH
液冷服务器;数据中心(AIDC);专精特新;高端装备;风电;农机;融资融券;沪股通,8.0,17,605060,605060.SH
DeepSeek概念;车联网(车路协同);百度概念;换电概念;工业互联网;华为汽车;低空经济;国企改革;飞行汽车(eVTOL);无人驾驶;华为概念;智能座舱;新能源汽车;沪股通;融资融券,15.0,17,600418,600418.SH
物联网;芯片概念;融资融券;深股通;股权转让(并购重组),5.0,33,300720,300720.SZ
算力租赁;华为昇腾;东数西算(算力);云办公;智谱AI;云计算;数据确权;时空大数据;智慧灯杆;华为数字能源;网络安全;数据中心(AIDC);腾讯概念;华为鲲鹏;人脸识别;信创;阿里巴巴概念;财税数字化;智慧政务;5G;多模态AI;语音技术;液冷服务器;AI智能体;数据要素;华为概念;AIGC概念;物联网;数字孪生;智慧城市;安防;芯片概念;智能电网;AI应用;数字乡村;卫星导航;区块链;在线教育;DeepSeek概念;人工智能;粤港澳大湾区;数字经济;智能医疗;新型工业化;无人机;低空经济;机器人概念;智能物流;新型城镇化;深股通;融资融券,51.0,33,301248,301248.SZ
专精特新;高端装备;人民币贬值受益;碳中和;固废处理;2026中报预增;融资融券,7.0,17,688309,688309.SH
PCB概念;苹果概念;芯片概念;5G;消费电子概念;传感器;机器视觉;专精特新;粤港澳大湾区;人工智能;共封装光学(CPO);沪股通;融资融券,13.0,17,688312,688312.SH
PCB概念;共封装光学(CPO);先进封装;存储芯片;5G;6G概念;毫米波雷达;芯片概念;华为概念;商业航天;粤港澳大湾区;军工;机器人概念;深股通;低空经济;2026中报预增;玻璃基板;融资融券,18.0,33,002436,002436.SZ
快手概念;小红书概念;短剧游戏;AIGC概念;抖音概念(字节概念);百度概念;文化传媒概念;AI应用;云计算;腾讯概念;数据要素;阿里巴巴概念;区块链;元宇宙;职业教育;DeepSeek概念;IP经济(谷子经济);人工智能;国资云;体育产业;跨境电商;横琴新区;创投;数据中心(AIDC);长安汽车概念;粤港澳大湾区;国企改革;深股通;融资融券;数字经济;AI智能体;虚拟数字人,32.0,33,002400,002400.SZ
军工信息化;军民融合;卫星导航;商业航天;网络安全;军工;数据安全;华为昇腾;智慧政务;DRG/DIP;AI智能体;东数西算(算力);移动支付;安防;人工智能;区块链;数据中心(AIDC);数字经济;华为概念;DeepSeek概念;智能医疗;西部大开发;芯片概念;汽车芯片;深股通;融资融券,26.0,33,301117,301117.SZ
存储芯片;先进封装;芯片概念;高端装备;人民币贬值受益;绿色电力;融资融券,7.0,17,688419,688419.SH
民营医院;肝炎概念;流感;创新药;医药电商;融资融券,6.0,33,300878,300878.SZ
空间计算;AIGC概念;AI智能体;MR(混合现实);人工智能;小红书概念;虚拟现实;智能家居;养老概念;机器人概念;IP经济(谷子经济);智能物流;海峡两岸,13.0,33,300616,300616.SZ
新型工业化;工业母机;机器人概念;一体化压铸;专精特新;工业互联网;数字经济;高端装备;军工;新能源汽车,10.0,33,003025,003025.SZ
装配式建筑;新型城镇化;文化传媒概念;碳交易;碳中和;融资融券;华为概念,7.0,33,000926,000926.SZ
石墨烯;C2M概念;核污染防治;长三角一体化;工业互联网;智能家居;柔性屏(折叠屏);深股通;融资融券,9.0,33,002631,002631.SZ
脑机接口;AI应用;人工智能;养老概念;机器人概念;专精特新;医疗器械概念;血氧仪;三胎概念;医美概念;流感;医药电商,12.0,33,300753,300753.SZ
装配式建筑;长安汽车概念;机器人概念;创投;新能源汽车;比亚迪概念;专精特新,7.0,17,603725,603725.SH
光刻机;光刻胶;芯片概念;专精特新;智能穿戴;机器视觉;无人驾驶;虚拟现实;人民币贬值受益;基因测序;眼科医疗;沪股通;融资融券,13.0,17,688502,688502.SH
存储芯片;芯片概念;PCB概念;消费电子概念;苹果概念;智能穿戴;无线耳机;光伏概念;同花顺果指数;比亚迪概念;锂电池概念;新能源汽车;新型工业化;特斯拉概念;人工智能;高端装备;融资融券;沪股通,18.0,17,603283,603283.SH
