股票代码,所属概念数量,code,market_code,所属概念
301631.SZ,13,301631,33,数据中心(AIDC);新能源汽车;华为汽车;人形机器人;储能;宁德时代概念;低空经济;粤港澳大湾区;锂电池概念;固态电池;燃料电池;深股通;融资融券
000983.SZ,7,000983,33,煤炭概念;煤化工概念;国企改革;小金属概念;深股通;融资融券;人形机器人
301211.SZ,7,301211,33,肝炎概念;流感;维生素;仿制药一致性评价;CRO概念;深股通;融资融券
301196.SZ,17,301196,33,光纤概念;消费电子概念;新型烟草(电子烟);专精特新;PEEK材料;新能源汽车;海峡两岸;储能;机器人概念;家用电器;福建自贸区;医疗器械概念;养老概念;三胎概念;宠物经济;深股通;融资融券
300747.SZ,27,300747,33,光纤概念;先进封装;OLED;PCB概念;芯片概念;5G;商业航天;BC电池;3D打印;光伏概念;工业母机;航空发动机;数字水印;无人机;TOPCON电池;新能源汽车;低空经济;高端装备;风电;央企国企改革;国企改革;宁德时代概念;玻璃基板;比亚迪概念;AI智能体;融资融券;深股通
300236.SZ,8,300236,33,中芯国际概念;光刻胶;存储芯片;先进封装;芯片概念;专精特新;深股通;融资融券
600546.SH,7,600546,17,煤炭概念;超超临界发电;高股息精选;航运概念;国企改革;沪股通;融资融券
301630.SZ,4,301630,33,PCB概念;专精特新;深股通;融资融券
002559.SZ,20,002559,33,OLED;芯片概念;光刻胶;工业母机;存储芯片;比亚迪概念;机器视觉;新能源汽车;光伏概念;华为概念;新型工业化;军工;机器人概念;高端装备;信创;工业互联网;军民融合;智能物流;国企改革;深股通
688205.SH,11,688205,17,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);东数西算(算力);专精特新;2026中报预增;沪股通;融资融券
301595.SZ,7,301595,33,商业航天;智能家居;露营经济;专精特新;跨境电商;深股通;融资融券
920961.BJ,17,920961,151,卫星导航;芯片概念;股权转让(并购重组);军工信息化;商业航天;华为概念;无人驾驶;太赫兹;车联网(车路协同);星闪概念;融资融券;毫米波雷达;军工;专精特新;5G;6G概念;低空经济
688981.SH,13,688981,17,国家大基金持股;存储芯片;中芯国际概念;OLED;芯片概念;消费电子概念;汽车电子;中国AI 50;上海自贸区;物联网;同花顺漂亮100;融资融券;沪股通
600172.SH,7,600172,17,培育钻石;第三代半导体;沪股通;国企改革;物业管理;旅游概念;融资融券
002167.SZ,11,002167,33,稀土永磁;小金属概念;固态电池;锂电池概念;核电;牙科医疗;燃料电池;氢能源;深股通;2026中报预增;融资融券
002049.SZ,25,002049,33,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;5G;消费电子概念;智能穿戴;汽车电子;共封装光学(CPO);卫星导航;商业航天;物联网;军工;ETC;车联网(车路协同);大飞机;数字货币;移动支付;人工智能;区块链;京津冀一体化;深股通;融资融券;同花顺漂亮100
688448.SH,3,688448,17,数据中心(AIDC);污水处理;融资融券
300656.SZ,15,300656,33,汽车芯片;第三代半导体;芯片概念;传感器;光伏概念;华为概念;比亚迪概念;机器视觉;特高压;无人机;电子身份证;粤港澳大湾区;海峡两岸;储能;人工智能
300819.SZ,7,300819,33,PCB概念;机器人概念;人民币贬值受益;固态电池;氢能源;体育产业;深股通
301513.SZ,11,301513,33,注册制次新股;钠离子电池;宁德时代概念;锂电池概念;固态电池;比亚迪概念;高端装备;钙钛矿电池;深股通;新股与次新股;融资融券
300586.SZ,15,300586,33,PCB概念;固态电池;染料;钠离子电池;锂电池概念;芯片概念;宁德时代概念;可降解塑料;专精特新;消毒剂;燃料电池;储能;氢能源;深股通;融资融券
688216.SH,12,688216,17,存储芯片;先进封装;汽车芯片;MCU芯片;第三代半导体;芯片概念;消费电子概念;5G;传感器;专精特新;粤港澳大湾区;融资融券
300706.SZ,17,300706,33,存储芯片;PET铜箔;OLED;第三代半导体;芯片概念;超导概念;消费电子概念;HJT电池;小金属概念;钙钛矿电池;专精特新;光伏概念;钒电池;海峡两岸;福建自贸区;深股通;柔性屏(折叠屏)
920211.BJ,4,920211,151,专精特新;机器人概念;新股与次新股;融资融券
603280.SH,24,603280,17,中俄贸易概念;新型城镇化;跨境电商;建筑节能;土壤修复;水利;固废处理;垃圾分类;雄安新区;雅下水电概念;一带一路;碳中和;人工智能;数字经济;海工装备;海峡两岸;工业互联网;DeepSeek概念;数字孪生;核电;AI智能体;机器人概念;物联网;机器视觉
688079.SH,20,688079,17,MicroLED概念;富士康概念;光刻机;苹果概念;AI眼镜;先进封装;第三代半导体;消费电子概念;智能穿戴;5G;MR(混合现实);传感器;芯片概念;虚拟现实;华为概念;专精特新;无人机;玻璃基板;沪股通;融资融券
688510.SH,9,688510,17,航空发动机;大飞机;无人机;专精特新;人民币贬值受益;医疗器械概念;绿色电力;沪股通;融资融券
688383.SH,11,688383,17,先进封装;MicroLED概念;MiniLED;芯片概念;商业航天;锂电池概念;华为概念;机器人概念;人形机器人;沪股通;融资融券
000768.SZ,14,000768,33,国产航母;央企国企改革;证金持股;军民融合;西部大开发;大飞机;国企改革;军工;无人机;低空经济;商业航天;深股通;融资融券;中字头股票
300632.SZ,37,300632,33,先进封装;第三代半导体;共封装光学(CPO);PET铜箔;芯片概念;OLED;MiniLED;富士康概念;PCB概念;柔性屏(折叠屏);传感器;消费电子概念;AI眼镜;5G;智能穿戴;汽车电子;人形机器人;无线耳机;比亚迪概念;机器人概念;无人驾驶;脑机接口;充电桩;无人机;家用电器;储能;锂电池概念;固态电池;鸿蒙概念;海峡两岸;福建自贸区;人民币贬值受益;一带一路;养老概念;医美概念;消毒剂;深股通
000988.SZ,63,000988,33,F5G概念;共封装光学(CPO);存储芯片;铜缆高速连接;先进封装;6G概念;第三代半导体;PCB概念;MiniLED;芯片概念;5G;苹果概念;MicroLED概念;柔性屏(折叠屏);汽车电子;传感器;东数西算(算力);卫星导航;量子科技;钙钛矿电池;智能座舱;高压快充;商业航天;华为概念;工业母机;3D打印;比亚迪概念;物联网;充电桩;新型工业化;宁德时代概念;专精特新;特斯拉概念;新能源汽车;储能;大飞机;机器人概念;航空发动机;锂电池概念;高端装备;汽车热管理;工业互联网;阿里巴巴概念;百度概念;智慧城市;腾讯概念;数字孪生;华为汽车;AI智能体;智能家居;长安汽车概念;数据要素;独角兽概念;氢能源;家用电器;创投;深股通;融资融券;农机;基因测序;国企改革;乡村振兴;玻璃基板
600572.SH,17,600572,17,医药电商;仿制药一致性评价;流感;阿尔茨海默概念;毛发医疗;创新药;维生素;幽门螺杆菌概念;高股息精选;眼科医疗;工业大麻;智能医疗;国企改革;AI应用;专精特新;沪股通;融资融券
603155.SH,7,603155,17,光刻胶;有机硅概念;芯片概念;锂电池概念;国企改革;沪股通;股权转让(并购重组)
002861.SZ,16,002861,33,星闪概念;智能音箱;虚拟现实;智能穿戴;小米概念;元宇宙;消费电子概念;苹果概念;无线耳机;比亚迪概念;AI眼镜;人工智能;人民币贬值受益;无线充电;富士康概念;医疗器械概念
002376.SZ,20,002376,33,人工智能;无人零售;数字货币;虚拟数字人;物联网;智能物流;智慧政务;信创;冷链物流;换电概念;机器人概念;机器视觉;新型工业化;传感器;锂电池概念;芯片概念;2026一季报预增;PCB概念;深股通;融资融券
600545.SH,11,600545,17,华为概念;人民币贬值受益;新型工业化;机器人概念;沪股通;融资融券;一带一路;AI智能体;西部大开发;DeepSeek概念;新疆振兴
600660.SH,9,600660,17,证金持股;同花顺漂亮100;同花顺出海50;福建自贸区;小米汽车;沪股通;融资融券;特斯拉概念;光伏概念
300990.SZ,13,300990,33,光刻机;液冷服务器;芯片概念;数据中心(AIDC);宁德时代概念;专精特新;新能源汽车;高端装备;储能;换电概念;氢能源;深股通;融资融券
300465.SZ,25,300465,33,Web3.0;ChatGPT概念;信创;AI智能体;移动支付;数据要素;跨境支付(CIPS);数字货币;数据安全;区块链;人工智能;DeepSeek概念;蚂蚁集团概念;文化传媒概念;腾讯概念;抖音概念(字节概念);物联网;华为概念;化债概念(AMC概念);比亚迪概念;东数西算(算力);数据中心(AIDC);芯片概念;量子科技;深股通
688785.SH,6,688785,17,中芯国际概念;科创次新股;芯片概念;注册制次新股;新股与次新股;融资融券
002216.SZ,6,002216,33,超级品牌;预制菜;冷链物流;网红经济;融资融券;深股通
920493.BJ,22,920493,151,2026中报预增;数据中心(AIDC);商业航天;量子科技;算力租赁;在线教育;华为概念;阿里巴巴概念;华为昇腾;飞行汽车(eVTOL);智谱AI;华为鲲鹏;比亚迪概念;云计算;融资融券;数字经济;百度概念;长安汽车概念;低空经济;DeepSeek概念;AIGC概念;东数西算(算力)
301285.SZ,11,301285,33,芯片概念;3D打印;消费电子概念;智能穿戴;光伏概念;小米概念;华为概念;新能源汽车;机器人概念;深股通;融资融券
300842.SZ,14,300842,33,存储芯片;芯片概念;第三代半导体;汽车电子;BC电池;钙钛矿电池;商业航天;光伏概念;HJT电池;专精特新;TOPCON电池;新能源汽车;深股通;融资融券
000960.SZ,9,000960,33,金属锌;金属铅;金属铜;小金属概念;2026一季报预增;西部大开发;国企改革;深股通;融资融券
300042.SZ,21,300042,33,存储芯片;汽车芯片;芯片概念;东数西算(算力);算力租赁;华为昇腾;AI眼镜;消费电子概念;智能穿戴;时空大数据;华为鲲鹏;粤港澳大湾区;智慧城市;知识产权保护;虚拟数字人;DeepSeek概念;人民币贬值受益;跨境电商;国企改革;深股通;融资融券
300936.SZ,11,300936,33,PCB概念;芯片概念;消费电子概念;毫米波雷达;5G;专精特新;卫星导航;无人驾驶;华为概念;储能;融资融券
600114.SH,23,600114,17,共封装光学(CPO);苹果概念;柔性屏(折叠屏);消费电子概念;AI眼镜;人形机器人;小米概念;液冷服务器;3D打印;减速器;特斯拉概念;新能源汽车;机器人概念;华为概念;数据中心(AIDC);低空经济;光伏概念;东数西算(算力);燃料电池;两轮车;沪股通;智能医疗;融资融券
301337.SZ,14,301337,33,国产操作系统;云计算;鸿蒙概念;信创;数据要素;AI应用;人工智能;智能医疗;养老概念;物联网;脑机接口;专精特新;机器人概念;融资融券
000970.SZ,10,000970,33,稀土永磁;机器人概念;新能源汽车;苹果概念;人民币贬值受益;国企改革;小金属概念;深股通;融资融券;中字头股票
601133.SH,8,601133,17,中芯国际概念;存储芯片;OLED;柔性屏(折叠屏);芯片概念;装配式建筑;沪股通;融资融券
300683.SZ,7,300683,33,细胞免疫治疗;重组蛋白;CRO概念;创新药;仿制药一致性评价;眼科医疗;股权转让(并购重组)
688102.SH,16,688102,17,航空发动机;商业航天;可控核聚变;3D打印;共封装光学(CPO);芯片概念;核电;特高压;新能源汽车;充电桩;独角兽概念;DeepSeek概念;医疗器械概念;西部大开发;沪股通;融资融券
300620.SZ,20,300620,33,共封装光学(CPO);光纤概念;芯片概念;5G;3D打印;量子科技;数据中心(AIDC);商业航天;2026一季报预增;卫星导航;无人驾驶;海工装备;横琴新区;粤港澳大湾区;一带一路;国企改革;2026中报预增;股权转让(并购重组);深股通;融资融券
600129.SH,26,600129,17,禽流感;医药电商;仿制药一致性评价;流感;肝炎概念;维生素;创新药;农业种植;减肥药;眼科医疗;超级品牌;医美概念;土地流转;养老概念;乡村振兴;西部大开发;医疗器械概念;国企改革;央企国企改革;人工智能;AI智能体;阿里巴巴概念;百度概念;股权转让(并购重组);沪股通;融资融券
300272.SZ,14,300272,33,数据要素;独角兽概念;养老概念;基因测序;宠物经济;净水概念;辅助生殖;家用电器;细胞免疫治疗;医美概念;机器人概念;人民币贬值受益;冷链物流;创新药
300845.SZ,15,300845,33,机器视觉;高铁;专精特新;元宇宙;数字孪生;虚拟现实;军工信息化;车联网(车路协同);职业教育;军工;人工智能;军民融合;一带一路;航空发动机;大飞机
688800.SH,26,688800,17,铜缆高速连接;6G概念;5G;液冷服务器;数据中心(AIDC);卫星导航;毫米波雷达;高压快充;商业航天;比亚迪概念;专精特新;光伏概念;充电桩;人形机器人;军工;特斯拉概念;储能;新能源汽车;换电概念;低空经济;机器人概念;军民融合;飞行汽车(eVTOL);医疗器械概念;沪股通;融资融券
688689.SH,12,688689,17,先进封装;第三代半导体;芯片概念;汽车芯片;专精特新;传感器;汽车电子;5G;比亚迪概念;新能源汽车;无人驾驶;融资融券
301128.SZ,29,301128,33,液冷服务器;富士康概念;共封装光学(CPO);光刻机;柔性屏(折叠屏);华为海思概念股;PCB概念;数据中心(AIDC);华为手机;消费电子概念;芯片概念;苹果概念;无人驾驶;新型工业化;虚拟现实;华为概念;人形机器人;华为汽车;比亚迪概念;新能源汽车;机器人概念;无人机;军工;高端装备;人工智能;粤港澳大湾区;华为数字能源;深股通;融资融券
003033.SZ,8,003033,33,人形机器人;长安汽车概念;比亚迪概念;机器人概念;农机;数字经济;专精特新;深股通
688130.SH,7,688130,17,芯片概念;智能家居;血氧仪;储能;物联网;机器人概念;融资融券
002273.SZ,25,002273,33,同花顺果指数;共封装光学(CPO);苹果概念;AI眼镜;华为手机;消费电子概念;AI手机;汽车电子;智能穿戴;小米概念;智能座舱;比亚迪概念;储能;虚拟现实;华为概念;人形机器人;机器人概念;华为汽车;安防;长安汽车概念;人民币贬值受益;元宇宙;深股通;融资融券;玻璃基板
301065.SZ,3,301065,33,共同富裕示范区;丙烯酸;融资融券
000609.SZ,8,000609,33,高铁;创投;互联网金融;芯片概念;ST板块;存储芯片;先进封装;股权转让(并购重组)
688056.SH,5,688056,17,光刻胶;食品安全;芯片概念;核污染防治;融资融券
001309.SZ,14,001309,33,存储芯片;中芯国际概念;共封装光学(CPO);芯片概念;AI PC;汽车电子;智能穿戴;数据中心(AIDC);专精特新;粤港澳大湾区;人民币贬值受益;人工智能;融资融券;深股通
688260.SH,7,688260,17,光纤概念;消费电子概念;汽车电子;华为概念;无人驾驶;MLCC概念;融资融券
603718.SH,6,603718,22,动物疫苗;ST板块;基因测序;医疗器械概念;牙科医疗;股权转让(并购重组)
002723.SZ,13,002723,33,露营经济;跨境电商;新型烟草(电子烟);PPP概念;空气能热泵;宠物经济;医疗器械概念;家用电器;短剧游戏;储能;军工;液冷服务器;智能家居
603398.SH,10,603398,22,IP经济(谷子经济);ST板块;区块链;三胎概念;人工智能;医疗器械概念;TOPCON电池;光伏概念;机器人概念;硅能源
603052.SH,11,603052,17,共封装光学(CPO);芯片概念;OLED;消费电子概念;传感器;专精特新;新能源汽车;宁德时代概念;固态电池;锂电池概念;沪股通
920178.BJ,8,920178,151,芯片概念;高端装备;PCB概念;专精特新;苹果概念;机器视觉;新股与次新股;融资融券
301603.SZ,13,301603,33,工业母机;液冷服务器;人形机器人;新型工业化;军工;柔性屏(折叠屏);新能源汽车;机器人概念;专精特新;PCB概念;粤港澳大湾区;深股通;融资融券
603825.SH,31,603825,22,ST板块;旅游概念;免税店;IP经济(谷子经济);NFT概念;网红经济;文化传媒概念;在线教育;国企改革;数字经济;农村电商;虚拟数字人;AIGC概念;AI视频;区块链;AI应用;数据要素;创投;Web3.0;DeepSeek概念;小红书概念;元宇宙;AI智能体;人工智能;百度概念;腾讯概念;抖音概念(字节概念);机器人概念;人形机器人;华为概念;数据中心(AIDC)
688648.SH,16,688648,17,阿里巴巴概念;抖音概念(字节概念);无人驾驶;人工智能;华为概念;无人机;拼多多概念;机器人概念;机器视觉;专精特新;智能物流;国企改革;统一大市场;沪股通;中字头股票;融资融券
920012.BJ,8,920012,151,汽车电子;第三代半导体;专精特新;芯片概念;先进封装;有机硅概念;新股与次新股;融资融券
688484.SH,20,688484,17,汽车芯片;MCU芯片;芯片概念;AI手机;AI眼镜;无线充电;消费电子概念;智能穿戴;汽车电子;液冷服务器;传感器;智能座舱;小米概念;储能;机器人概念;锂电池概念;阿里巴巴概念;人民币贬值受益;沪股通;融资融券
688380.SH,16,688380,17,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;机器人概念;人形机器人;华为汽车;长安汽车概念;2026中报预增;沪股通;融资融券
300308.SZ,14,300308,33,共封装光学(CPO);F5G概念;芯片概念;5G;液冷服务器;汽车电子;中国AI 50;数据中心(AIDC);同花顺新质50;无人驾驶;深股通;人民币贬值受益;创投;融资融券
000657.SZ,23,000657,33,PCB概念;金属钴;小金属概念;金属铜;2026一季报预增;金属回收;可控核聚变;工业母机;光伏概念;军工;高端装备;海南自贸区;深股通;创投;DeepSeek概念;雅下水电概念;医疗器械概念;国企改革;乡村振兴;2026中报预增;股权转让(并购重组);中字头股票;融资融券
600233.SH,8,600233,17,统一大市场;跨境电商;长三角一体化;智能物流;沪股通;阿里巴巴概念;2026中报预增;融资融券
300920.SZ,5,300920,33,机器人概念;人形机器人;新能源汽车;三胎概念;融资融券
301081.SZ,4,301081,33,共同富裕示范区;专精特新;污水处理;融资融券
300203.SZ,15,300203,33,光刻胶;PM2.5;医疗器械概念;高端装备;物联网;智慧城市;芯片概念;污水处理;垃圾分类;食品安全;PPP概念;碳中和;深股通;融资融券;AI应用
301308.SZ,24,301308,33,存储芯片;国家大基金持股;先进封装;AI手机;芯片概念;AI PC;EDR概念;AI眼镜;消费电子概念;数据中心(AIDC);智能穿戴;智能座舱;小米概念;华为概念;专精特新;数据安全;信创;华为鲲鹏;小米汽车;机器人概念;人民币贬值受益;2026中报预增;深股通;融资融券
300655.SZ,13,300655,33,中芯国际概念;光刻胶;国家大基金持股;存储芯片;OLED;芯片概念;比亚迪概念;宁德时代概念;无人驾驶;锂电池概念;氟化工概念;融资融券;深股通
000967.SZ,21,000967,33,算力租赁;云计算;智能电网;储能;华为概念;充电桩;物联网;核电;无人驾驶;智慧城市;数据要素;新能源汽车;绿色电力;机器人概念;垃圾分类;固废处理;污水处理;PPP概念;特色小镇;深股通;融资融券
688112.SH,9,688112,17,芯片概念;苹果概念;英伟达概念;专精特新;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券
603688.SH,6,603688,17,光纤概念;存储芯片;芯片概念;光伏概念;沪股通;融资融券
688209.SH,10,688209,17,汽车芯片;芯片概念;消费电子概念;无线耳机;小米概念;专精特新;脑机接口;汽车电子;沪股通;融资融券
301509.SZ,8,301509,33,CRO概念;阿尔茨海默概念;减肥药;人民币贬值受益;氢能源;专精特新;氟化工概念;融资融券
688667.SH,7,688667,17,汽车电子;专精特新;新能源汽车;车联网(车路协同);长安汽车概念;沪股通;融资融券
603838.SH,4,603838,22,ST板块;智能家居;人民币贬值受益;小金属概念
301338.SZ,25,301338,33,共封装光学(CPO);华为手机;PCB概念;富士康概念;先进封装;MiniLED;第三代半导体;汽车芯片;苹果概念;消费电子概念;芯片概念;工业母机;小米概念;专精特新;华为概念;机器视觉;新型工业化;比亚迪概念;工业互联网;军工;高端装备;锂电池概念;玻璃基板;深股通;融资融券
688019.SH,10,688019,17,中芯国际概念;存储芯片;光刻胶;先进封装;第三代半导体;芯片概念;专精特新;上海自贸区;沪股通;融资融券
688350.SH,5,688350,17,专精特新;盐湖提锂;氢能源;污水处理;融资融券
603633.SH,12,603633,17,毫米波雷达;消费电子概念;汽车电子;储能;华为概念;新能源汽车;智能座舱;比亚迪概念;宁德时代概念;无人驾驶;机器人概念;中芯国际概念
920717.BJ,2,920717,151,天然气;融资融券
300323.SZ,16,300323,33,MicroLED概念;第三代半导体;MiniLED;共封装光学(CPO);AI眼镜;消费电子概念;汽车电子;智能穿戴;芯片概念;虚拟现实;华为概念;东数西算(算力);国企改革;深股通;金属回收;融资融券
002227.SZ,18,002227,33,钒电池;换电概念;ST板块;风电;充电桩;粤港澳大湾区;人工智能;虚拟电厂;阿里巴巴概念;储能;智能电网;核电;柔性直流输电;特高压;高压快充;比亚迪概念;数据中心(AIDC);新能源汽车
301578.SZ,11,301578,33,智能家居;家用电器;物联网;星闪概念;新型工业化;人脸识别;鸿蒙概念;华为概念;小米概念;消费电子概念;融资融券
002254.SZ,20,002254,33,光纤概念;固态电池;智能穿戴;锂电池概念;高铁;新能源汽车;无人机;机器人概念;军工;氢能源;长安汽车概念;军民融合;安防;小米汽车;风电;东数西算(算力);国企改革;深股通;2026中报预增;融资融券
002542.SZ,14,002542,33,文化传媒概念;地下管网;特色小镇;旅游概念;新型城镇化;PPP概念;新疆振兴;国企改革;一带一路;云计算;ST板块;低空经济;数据中心(AIDC);芯片概念
920179.BJ,6,920179,151,股权转让(并购重组);芯片概念;中芯国际概念;光伏概念;融资融券;专精特新
603068.SH,29,603068,17,MCU芯片;汽车芯片;传感器;小米概念;智能穿戴;芯片概念;星闪概念;智能音箱;消费电子概念;无线耳机;AI眼镜;卫星导航;WiFi 6;无人机;物联网;华为概念;毫米波雷达;无人驾驶;低空经济;智能家居;ETC;上海自贸区;智慧城市;人工智能;阿里巴巴概念;抖音概念(字节概念);鸿蒙概念;2026中报预增;沪股通
000155.SZ,12,000155,33,磷化工;小金属概念;固废处理;绿色电力;西部大开发;锂电池概念;国企改革;风电;储能;深股通;2026中报预增;融资融券
601168.SH,15,601168,17,金属锌;金属铅;黄金概念;金属铜;金属镍;小金属概念;金属回收;盐湖提锂;锂电池概念;钒电池;西部大开发;国企改革;沪股通;融资融券;2026中报预增
605005.SH,10,605005,17,汽车热管理;长安汽车概念;新能源汽车;新型工业化;3D打印;宁德时代概念;智能座舱;汽车电子;消费电子概念;沪股通
002947.SZ,18,002947,33,华为概念;AI PC;柔性屏(折叠屏);无线耳机;苹果概念;第三代半导体;消费电子概念;智能穿戴;5G;东数西算(算力);数据中心(AIDC);比亚迪概念;虚拟现实;新能源汽车;储能;人民币贬值受益;深股通;融资融券
920200.BJ,4,920200,151,军工;风电;新股与次新股;融资融券
301611.SZ,11,301611,33,光刻机;存储芯片;第三代半导体;OLED;芯片概念;专精特新;锂电池概念;燃料电池;医疗器械概念;深股通;融资融券
600458.SH,19,600458,17,超级电容;有机硅概念;OLED;锂电池概念;芯片概念;新能源汽车;小米概念;5G;特斯拉概念;高铁;储能;低空经济;氢能源;风电;国企改革;央企国企改革;融资融券;数据中心(AIDC);沪股通
300475.SZ,14,300475,33,存储芯片;芯片概念;东数西算(算力);数据中心(AIDC);2026一季报预增;抖音概念(字节概念);腾讯概念;粤港澳大湾区;阿里巴巴概念;人民币贬值受益;家用电器;2026中报预增;深股通;融资融券
300657.SZ,42,300657,33,英伟达概念;东数西算(算力);AI手机;算力租赁;智谱AI;云计算;液冷服务器;共封装光学(CPO);数据中心(AIDC);AI PC;MiniLED;PCB概念;卫星导航;柔性屏(折叠屏);传感器;阿里巴巴概念;抖音概念(字节概念);华为概念;商业航天;汽车电子;华为手机;虚拟现实;消费电子概念;小米概念;AI眼镜;智能穿戴;无人机;元宇宙;小米汽车;军工;无线耳机;DeepSeek概念;机器人概念;储能;新能源汽车;海峡两岸;宁德时代概念;新型烟草(电子烟);智能医疗;福建自贸区;深股通;融资融券
002536.SZ,21,002536,33,液冷服务器;芯片概念;汽车电子;数据中心(AIDC);汽车热管理;华为概念;无人机;新能源汽车;特斯拉概念;小米汽车;低空经济;充电桩;储能;机器人概念;海峡两岸;长安汽车概念;燃料电池;人民币贬值受益;一带一路;深股通;融资融券
301080.SZ,10,301080,33,重组蛋白;细胞免疫治疗;猴痘概念;人民币贬值受益;人工智能;专精特新;智能医疗;创新药;深股通;融资融券
300354.SZ,32,300354,33,人形机器人;新型工业化;大飞机;机器人概念;航空发动机;军民融合;传感器;卫星导航;军工;商业航天;专精特新;工业互联网;数字孪生;物联网;数据要素;人工智能;华为概念;DeepSeek概念;水利;核电;氢能源;特高压;雅下水电概念;风电;固态电池;超级电容;天然气;核污染防治;AI应用;可控核聚变;AI智能体;深股通
920061.BJ,7,920061,151,机器人概念;融资融券;宁德时代概念;专精特新;固态电池;稀土永磁;锂电池概念
300516.SZ,19,300516,33,中船系;卫星导航;光纤概念;军工信息化;商业航天;军民融合;军工;传感器;无人机;海工装备;量子科技;芯片概念;低空经济;无人驾驶;专精特新;数字经济;央企国企改革;国企改革;深股通
301099.SZ,27,301099,33,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;AI眼镜;汽车电子;传感器;智能座舱;比亚迪概念;光伏概念;新能源汽车;人形机器人;无人驾驶;机器人概念;语音技术;储能;车联网(车路协同);长安汽车概念;脑机接口;百度概念;人工智能;MLCC概念;2026中报预增;深股通;股权转让(并购重组);融资融券
688105.SH,13,688105,17,猴痘概念;基因测序;CRO概念;流感;减肥药;合成生物;重组蛋白;阿尔茨海默概念;军工信息化;人工智能;医疗器械概念;沪股通;融资融券
300218.SZ,13,300218,33,中俄贸易概念;足球概念;一带一路;石墨烯;新能源汽车;比亚迪概念;绿色电力;华为概念;小米概念;消费电子概念;苹果概念;华为手机;芯片概念
688126.SH,8,688126,17,国家大基金持股;中芯国际概念;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券
300855.SZ,9,300855,33,航空发动机;大飞机;军民融合;军工;核电;专精特新;特钢概念;融资融券;深股通
000880.SZ,6,000880,33,中国AI 50;数据中心(AIDC);海工装备;国企改革;融资融券;深股通
000792.SZ,17,000792,33,盐湖提锂;小金属概念;化肥;锂电池概念;同花顺漂亮100;西部大开发;特色小镇;储能;国企改革;央企国企改革;旅游概念;比亚迪概念;新能源汽车;融资融券;深股通;2026中报预增;股权转让(并购重组)
920580.BJ,7,920580,151,2026中报预增;锂电池概念;硅能源;第三代半导体;融资融券;钠离子电池;专精特新
301005.SZ,26,301005,33,卫星导航;航空发动机;商业航天;大飞机;军工;无人机;低空经济;专精特新;飞行汽车(eVTOL);PEEK材料;小米概念;机器人概念;汽车热管理;比亚迪概念;特斯拉概念;换电概念;新能源汽车;人形机器人;小米汽车;家用电器;华为汽车;创投;智能物流;氢能源;深股通;融资融券
300639.SZ,14,300639,33,猴痘概念;幽门螺杆菌概念;流感;基因测序;肝炎概念;辅助生殖;创新药;民营医院;智能医疗;医疗器械概念;人工智能;DeepSeek概念;AI智能体;融资融券
002448.SZ,23,002448,33,车联网(车路协同);农机;无人机;无人驾驶;数据中心(AIDC);互联网金融;长安汽车概念;华为概念;机器人概念;燃料电池;人形机器人;工业母机;新能源汽车;比亚迪概念;氢能源;乡村振兴;汽车电子;绿色电力;5G;MCU芯片;一带一路;风电;深股通
300121.SZ,6,300121,33,有机硅概念;第三代半导体;硅能源;芯片概念;数字经济;深股通
002209.SZ,6,002209,33,工业互联网;污水处理;新型工业化;机器人概念;粤港澳大湾区;消毒剂
001312.SZ,6,001312,33,注册制次新股;一带一路;人民币贬值受益;深股通;新股与次新股;融资融券
688728.SH,14,688728,17,芯片概念;国家大基金持股;OLED;传感器;AI眼镜;消费电子概念;汽车电子;智能穿戴;安防;人民币贬值受益;智慧城市;AI PC;融资融券;沪股通
300302.SZ,14,300302,33,存储芯片;东数西算(算力);数据中心(AIDC);芯片概念;数据安全;卫星导航;云计算;信创;国产操作系统;军工信息化;专精特新;军工;深股通;融资融券
688257.SH,7,688257,17,PCB概念;2026一季报预增;工业母机;专精特新;2026中报预增;沪股通;融资融券
600589.SH,7,600589,17,算力租赁;东数西算(算力);云计算;数据中心(AIDC);融资融券;股权转让(并购重组);沪股通
688022.SH,20,688022,22,ST板块;换电概念;工业互联网;新型工业化;机器人概念;汽车热管理;专精特新;充电桩;锂电池概念;机器视觉;宁德时代概念;储能;新能源汽车;华为概念;比亚迪概念;特斯拉概念;传感器;毫米波雷达;汽车电子;PCB概念
603507.SH,13,603507,17,氢能源;光热发电;风电;海工装备;一带一路;光伏概念;人民币贬值受益;专精特新;机器人概念;商业航天;2026中报预增;沪股通;融资融券
301020.SZ,10,301020,33,专精特新;比亚迪概念;华为汽车;长安汽车概念;新能源汽车;燃料电池;数据中心(AIDC);氢能源;国企改革;融资融券
600094.SH,16,600094,17,算力租赁;数字经济;旅游概念;物业管理;低空经济;东数西算(算力);无人机;数据中心(AIDC);参股保险;卫星导航;商业航天;5G;6G概念;芯片概念;沪股通;融资融券
