股票代码,所属概念数量,code,market_code,所属概念
300112.SZ,16,300112,33,新型工业化;人工智能;机器人概念;物联网;专精特新;机器视觉;军工;华为概念;新能源汽车;工业母机;氢能源;传感器;核电;光热发电;毫米波雷达;太赫兹
002437.SZ,10,002437,33,仿制药一致性评价;创新药;医药电商;肝炎概念;维生素;民营医院;基因测序;黑龙江自贸区;深股通;融资融券
300491.SZ,11,300491,33,高压快充;智能电网;数据中心(AIDC);充电桩;储能;换电概念;汽车电子;军工;新能源汽车;京津冀一体化;雄安新区
688419.SH,7,688419,17,存储芯片;先进封装;芯片概念;高端装备;人民币贬值受益;绿色电力;融资融券
300868.SZ,7,300868,33,AI眼镜;消费电子概念;智能穿戴;华为概念;跨境电商;深股通;融资融券
300700.SZ,11,300700,33,光刻胶;第三代半导体;芯片概念;消费电子概念;专精特新;光伏概念;机器人概念;燃料电池;氢能源;深股通;融资融券
002876.SZ,9,002876,33,柔性屏(折叠屏);消费电子概念;智能穿戴;OLED;小米概念;虚拟现实;专精特新;融资融券;深股通
301448.SZ,6,301448,33,专精特新;锂电池概念;人民币贬值受益;跨境电商;机器人概念;融资融券
301287.SZ,15,301287,33,足球概念;体育产业;冰雪产业;跨境电商;养老概念;参股银行;一带一路;人民币贬值受益;人工智能;AIGC概念;DeepSeek概念;AI智能体;物联网;消费电子概念;融资融券
920026.BJ,14,920026,151,新能源汽车;融资融券;比亚迪概念;AI眼镜;芯片概念;专精特新;光伏概念;MR(混合现实);机器视觉;富士康概念;消费电子概念;机器人概念;苹果概念;特斯拉概念
002687.SZ,1,002687,33,创投
002602.SZ,30,002602,33,电子竞技;网络游戏;手机游戏;云游戏;NFT概念;IP经济(谷子经济);共同富裕示范区;同花顺出海50;虚拟数字人;元宇宙;AIGC概念;AI应用;长三角一体化;DeepSeek概念;脑机接口;人工智能;人民币贬值受益;腾讯概念;虚拟现实;数据安全;算力租赁;新能源汽车;比亚迪概念;华为概念;东数西算(算力);深股通;数据中心(AIDC);2026中报预增;融资融券;摘帽
300560.SZ,31,300560,33,网络安全;电子身份证;英伟达概念;抖音概念(字节概念);智慧政务;智能穿戴;5G;元宇宙;AI智能体;华为概念;AI应用;云计算;机器视觉;安防;物联网;数字乡村;车联网(车路协同);东数西算(算力);海峡两岸;军工;人工智能;机器人概念;AI眼镜;智慧城市;数字经济;福建自贸区;算力租赁;水利;一带一路;垃圾分类;乡村振兴
300471.SZ,16,300471,33,中俄贸易概念;共享单车;燃料电池;专精特新;一带一路;氢能源;军工;成飞概念;两轮车;物联网;创投;西部大开发;天然气;页岩气;深股通;融资融券
301251.SZ,13,301251,33,共封装光学(CPO);PCB概念;富士康概念;MiniLED;5G;汽车电子;专精特新;新型工业化;机器人概念;工业互联网;一带一路;深股通;融资融券
920857.BJ,6,920857,151,安防;机器人概念;小米概念;西部大开发;融资融券;消费电子概念
002084.SZ,8,002084,33,空气能热泵;一带一路;智能物流;人民币贬值受益;智能家居;海峡两岸;物联网;3D打印
600602.SH,29,600602,17,算力租赁;云计算;东数西算(算力);信创;智慧政务;国资云;腾讯概念;阿里巴巴概念;数据中心(AIDC);数据要素;区块链;AI智能体;智慧城市;液冷服务器;物联网;数字孪生;数字经济;华为概念;DeepSeek概念;人工智能;职业教育;智能医疗;军工;食品安全;PPP概念;国企改革;上海国企改革;沪股通;融资融券
002654.SZ,34,002654,33,存储芯片;芯片概念;AI手机;消费电子概念;5G;MiniLED;汽车电子;智能穿戴;传感器;小米概念;军工;智慧灯杆;比亚迪概念;华为概念;新能源汽车;粤港澳大湾区;ETC;安防;智能家居;机器人概念;风电;智慧城市;抖音概念(字节概念);阿里巴巴概念;独角兽概念;快手概念;人工智能;小红书概念;一带一路;数字经济;国企改革;文化传媒概念;深股通;融资融券
603931.SH,4,603931,17,光刻胶;OLED;芯片概念;沪股通
002655.SZ,19,002655,33,无线充电;苹果概念;汽车电子;消费电子概念;毫米波雷达;智能音箱;智能穿戴;无线耳机;新型烟草(电子烟);传感器;小米概念;芯片概念;新能源汽车;无人机;华为概念;智能家居;元宇宙;一带一路;深股通
688323.SH,18,688323,17,先进封装;PCB概念;柔性屏(折叠屏);芯片概念;固态电池;消费电子概念;钙钛矿电池;6G概念;专精特新;5G;光伏概念;华为概念;卫星导航;商业航天;储能;军工;风电;融资融券
300143.SZ,17,300143,33,高压氧舱;民营医院;医美概念;养老概念;医疗器械概念;脑机接口;智能医疗;创投;AI应用;人工智能;DeepSeek概念;AI智能体;物联网;机器人概念;华为概念;融资融券;深股通
300537.SZ,17,300537,33,光刻胶;OLED;PCB概念;芯片概念;5G;富士康概念;消费电子概念;智能穿戴;华为手机;华为概念;光伏概念;比亚迪概念;新能源汽车;BC电池;石墨烯;海工装备;深股通
603985.SH,13,603985,17,算力租赁;英伟达概念;东数西算(算力);智谱AI;核电;海工装备;DeepSeek概念;风电;高端装备;国企改革;2026中报预增;融资融券;沪股通
301322.SZ,7,301322,33,中芯国际概念;先进封装;芯片概念;新能源汽车;人民币贬值受益;动力电池回收;融资融券
688035.SH,33,688035,17,存储芯片;国家大基金持股;先进封装;芯片概念;PCB概念;柔性屏(折叠屏);苹果概念;消费电子概念;有机硅概念;液冷服务器;HJT电池;智能穿戴;无线耳机;MR(混合现实);TOPCON电池;小米概念;光伏概念;数据中心(AIDC);专精特新;华为概念;石墨烯;固态电池;锂电池概念;宁德时代概念;新能源汽车;高端装备;储能;机器人概念;人形机器人;高铁;玻璃基板;沪股通;融资融券
300333.SZ,11,300333,33,芯片概念;数字货币;网络安全;信创;数据安全;移动支付;鸿蒙概念;数字经济;数据要素;互联网金融;融资融券
920045.BJ,11,920045,151,英伟达概念;一带一路;铜缆高速连接;数据中心(AIDC);粤港澳大湾区;无人驾驶;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益
603738.SH,29,603738,17,光刻机;共封装光学(CPO);6G概念;WiFi 6;华为海思概念股;芯片概念;汽车芯片;5G;MCU芯片;卫星导航;AI眼镜;消费电子概念;宁德时代概念;汽车电子;无人机;军工;专精特新;比亚迪概念;智能穿戴;人形机器人;数据中心(AIDC);智能座舱;无人驾驶;华为概念;机器人概念;创投;2026中报预增;融资融券;沪股通
300227.SZ,23,300227,33,光纤概念;苹果概念;富士康概念;5G;PCB概念;量子科技;3D打印;军工;无人机;比亚迪概念;成飞概念;华为概念;机器视觉;新能源汽车;大飞机;新型工业化;低空经济;宁德时代概念;军民融合;粤港澳大湾区;医美概念;深股通;股权转让(并购重组)
920475.BJ,10,920475,151,一带一路;虚拟现实;数字孪生;金属铜;智能物流;无人驾驶;机器人概念;融资融券;AIGC概念;专精特新
600889.SH,9,600889,22,人形机器人;机器人概念;商业航天;工业母机;参股券商;国企改革;ST板块;光刻机;股权转让(并购重组)
300931.SZ,3,300931,33,智慧城市;物联网;融资融券
603979.SH,8,603979,17,黄金概念;金属铜;同花顺出海50;一带一路;人民币贬值受益;磷化工;沪股通;融资融券
300865.SZ,9,300865,33,建筑节能;新型城镇化;水利;一带一路;低空经济;无人机;固废处理;西部大开发;融资融券
002062.SZ,12,002062,33,新型城镇化;水利;地下管网;PPP概念;雅下水电概念;储能;人形机器人;光伏概念;锂电池概念;绿色电力;深股通;融资融券
300314.SZ,7,300314,33,医疗器械概念;三胎概念;智能医疗;细胞免疫治疗;共同富裕示范区;DeepSeek概念;血氧仪
605090.SH,13,605090,17,俄乌冲突概念;煤化工概念;天然气;新疆振兴;航运概念;氢能源;商业航天;粤港澳大湾区;智能物流;绿色电力;芯片概念;融资融券;沪股通
600176.SH,15,600176,17,PCB概念;2026一季报预增;光伏概念;PEEK材料;风电;沪股通;融资融券;长三角一体化;央企国企改革;一带一路;DeepSeek概念;国企改革;同花顺中特估100;2026中报预增;中字头股票
688167.SH,20,688167,17,光纤概念;共封装光学(CPO);光刻机;存储芯片;先进封装;OLED;MicroLED概念;芯片概念;消费电子概念;可控核聚变;3D打印;MR(混合现实);智能座舱;无人驾驶;机器视觉;虚拟现实;医美概念;西部大开发;沪股通;融资融券
688401.SH,11,688401,17,先进封装;第三代半导体;OLED;PCB概念;MiniLED;芯片概念;消费电子概念;专精特新;光刻机;沪股通;融资融券
002235.SZ,18,002235,33,Web3.0;知识产权保护;NFT概念;文化传媒概念;数据确权;数据要素;区块链;体育产业;独角兽概念;物业管理;网络安全;蚂蚁集团概念;福建自贸区;海峡两岸;比亚迪概念;深股通;股权转让(并购重组);融资融券
600126.SH,15,600126,17,算力租赁;国资云;东数西算(算力);阿里巴巴概念;数据中心(AIDC);智慧城市;DeepSeek概念;数字经济;特钢概念;绿色电力;汽车拆解概念;比亚迪概念;国企改革;沪股通;融资融券
688458.SH,15,688458,17,汽车芯片;MCU芯片;芯片概念;消费电子概念;AI眼镜;无线充电;传感器;AI手机;专精特新;汽车电子;小米概念;机器人概念;人形机器人;特斯拉概念;融资融券
600768.SH,4,600768,17,共同富裕示范区;2026一季报预增;2026中报预增;股权转让(并购重组)
002486.SZ,4,002486,33,露营经济;体育产业;医疗器械概念;人民币贬值受益
688668.SH,14,688668,17,铜缆高速连接;光纤概念;液冷服务器;5G;英伟达概念;商业航天;机器视觉;比亚迪概念;新能源汽车;长安汽车概念;2026中报预增;共封装光学(CPO);融资融券;沪股通
300322.SZ,34,300322,33,WiFi 6;6G概念;先进封装;无线充电;毫米波雷达;汽车电子;5G;AI眼镜;消费电子概念;液冷服务器;芯片概念;智能穿戴;太赫兹;卫星导航;传感器;商业航天;小米概念;无人机;比亚迪概念;虚拟现实;特斯拉概念;无人驾驶;华为概念;新能源汽车;汽车热管理;物联网;机器人概念;车联网(车路协同);粤港澳大湾区;海峡两岸;储能;元宇宙;深股通;融资融券
002467.SZ,28,002467,33,云办公;Web3.0;云计算;网络安全;智慧政务;信创;语音技术;腾讯概念;AIGC概念;区块链;阿里巴巴概念;虚拟数字人;元宇宙;鸿蒙概念;在线教育;AI智能体;数字经济;数据中心(AIDC);虚拟现实;人工智能;物联网;DeepSeek概念;低空经济;小米概念;网红经济;一带一路;融资融券;深股通
600673.SH,17,600673,17,算力租赁;东数西算(算力);数据中心(AIDC);液冷服务器;芯片概念;超级电容;华为概念;AI应用;储能;人形机器人;锂电池概念;PVDF概念;氟化工概念;消毒剂;沪股通;融资融券;煤炭概念
688488.SH,6,688488,17,创新药;医药电商;DeepSeek概念;专精特新;沪股通;融资融券
600180.SH,11,600180,22,大豆;煤化工概念;煤炭概念;粮食概念;航运概念;ST板块;统一大市场;一带一路;互联网金融;数据要素;工业互联网
301511.SZ,21,301511,33,PET铜箔;PCB概念;共封装光学(CPO);存储芯片;固态电池;柔性屏(折叠屏);5G;MiniLED;华为数字能源;宁德时代概念;消费电子概念;锂电池概念;储能;专精特新;比亚迪概念;华为概念;军工;新能源汽车;无人机;深股通;融资融券
603002.SH,10,603002,17,PCB概念;先进封装;芯片概念;5G;英伟达概念;海峡两岸;比亚迪概念;3D打印;2026中报预增;沪股通
603876.SH,10,603876,17,钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;一带一路;比亚迪概念;2026中报预增;沪股通;融资融券
301326.SZ,14,301326,33,苹果概念;消费电子概念;富士康概念;芯片概念;液冷服务器;3D打印;比亚迪概念;无人机;宁德时代概念;锂电池概念;人民币贬值受益;固态电池;深股通;融资融券
003013.SZ,21,003013,33,地下管网;PPP概念;装配式建筑;新型城镇化;雄安新区;乡村振兴;国企改革;水利;数字孪生;一带一路;数字经济;人工智能;智慧城市;腾讯概念;粤港澳大湾区;时空大数据;物联网;低空经济;无人机;数据中心(AIDC);深股通
688237.SH,7,688237,17,成飞概念;军工;专精特新;汽车热管理;新能源汽车;工业母机;融资融券
688183.SH,10,688183,17,PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;华为概念;工业互联网;2026中报预增;沪股通;融资融券
688181.SH,14,688181,17,光刻胶;先进封装;OLED;柔性屏(折叠屏);消费电子概念;AI眼镜;液冷服务器;染料;氟化工概念;专精特新;云计算;京津冀一体化;创新药;融资融券
603663.SH,13,603663,17,稀土永磁;芯片概念;固态电池;小金属概念;宁德时代概念;专精特新;一体化压铸;核电;海峡两岸;氢能源;2026中报预增;沪股通;融资融券
003032.SZ,11,003032,33,机器人概念;人形机器人;华为概念;职业教育;鸿蒙概念;在线教育;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏;摘帽
300331.SZ,22,300331,33,光刻机;中芯国际概念;OLED;芯片概念;柔性屏(折叠屏);3D打印;电子纸;智能穿戴;专精特新;光伏概念;小米概念;烟草;华为概念;AI PC;虚拟现实;元宇宙;人工智能;IP经济(谷子经济);体育产业;2026中报预增;深股通;融资融券
603496.SH,32,603496,17,算力租赁;云计算;华为昇腾;国产操作系统;数据安全;华为鲲鹏;网络安全;信创;东数西算(算力);鸿蒙概念;智慧城市;数据中心(AIDC);AI应用;数字孪生;DeepSeek概念;液冷服务器;人工智能;物联网;华为概念;智能医疗;智能电网;军民融合;军工;工业互联网;专精特新;5G;机器人概念;新型工业化;创投;光伏概念;融资融券;沪股通
688083.SH,10,688083,17,数字孪生;信创;鸿蒙概念;新型工业化;AI应用;职业教育;人工智能;智能电网;沪股通;融资融券
688575.SH,10,688575,17,肝炎概念;猴痘概念;辅助生殖;基因测序;智能医疗;医疗器械概念;DeepSeek概念;脑机接口;沪股通;融资融券
002517.SZ,18,002517,33,电子竞技;手机游戏;网络游戏;NFT概念;IP经济(谷子经济);AIGC概念;AI应用;元宇宙;区块链;人工智能;腾讯概念;数字经济;鸿蒙概念;虚拟现实;华为概念;AI眼镜;深股通;融资融券
688387.SH,20,688387,17,6G概念;卫星导航;商业航天;5G;芯片概念;东数西算(算力);专精特新;低空经济;机器视觉;网络安全;物联网;车联网(车路协同);工业互联网;人工智能;DeepSeek概念;AI应用;央企国企改革;国企改革;沪股通;融资融券
002980.SZ,23,002980,33,共封装光学(CPO);AI眼镜;智能穿戴;血氧仪;PM2.5;光伏概念;核污染防治;新能源汽车;物联网;充电桩;食品安全;储能;核电;人民币贬值受益;医疗器械概念;华为鲲鹏;鸿蒙概念;AI智能体;DeepSeek概念;智能医疗;流感;2026中报预增;深股通
