code,所属概念,所属概念数量,股票代码,market_code
605151,智能物流;比亚迪概念;新能源汽车;创投;统一大市场,5,605151.SH,17
002888,跨境电商;粤港澳大湾区;智能家居;物联网;横琴新区;华为概念;2025年报预增;星闪概念;智能音箱;消费电子概念;汽车电子;无线耳机;绿色电力,13,002888.SZ,33
301221,财税数字化;智慧政务;数据安全;AI智能体;鸿蒙概念;国产操作系统;百度概念;AI应用;车联网(车路协同);智慧城市;人工智能;DeepSeek概念;华为概念;时空大数据;无人驾驶;华为汽车;小米汽车;机器人概念;长安汽车概念;机器视觉;小米概念;智能座舱;汽车电子;卫星导航;新能源汽车;2025年报预增;融资融券,27,301221.SZ,33
300118,TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏建筑一体化;光伏概念;储能;商业航天;绿色电力;华为概念;共同富裕示范区;乡村振兴;深股通;融资融券,14,300118.SZ,33
600307,特钢概念;金属铜;雅下水电概念;超导概念;国企改革;氢能源;回购增持再贷款概念;西部大开发;核电;可控核聚变;华为概念;新能源汽车;商业航天;融资融券;沪股通,15,600307.SH,17
600278,统一大市场;上海国企改革;自由贸易港;医疗器械概念;上海自贸区;创投;人民币贬值受益;参股券商;一带一路;国企改革;航运概念;沪股通;融资融券,13,600278.SH,17
300462,液冷服务器;独角兽概念;ETC;人脸识别;车联网(车路协同);汽车热管理;移动支付;储能;智慧城市;充电桩;ST板块,11,300462.SZ,33
300166,MLOps概念;算力租赁;华为昇腾;数字水印;华为欧拉;云计算;AI语料;东数西算(算力);华为鲲鹏;互联网保险;数据安全;多模态AI;ChatGPT概念;信创;Web3.0;智慧政务;电子身份证;AIGC概念;数据中心;AI手机;虚拟数字人;AI智能体;时空大数据;数据要素;鸿蒙概念;数字乡村;AI应用;区块链;元宇宙;5G;华为概念;互联网金融;DeepSeek概念;数字孪生;智慧城市;虚拟现实;数字经济;物联网;机器视觉;人工智能;工业互联网;虚拟电厂;人形机器人;职业教育;新型工业化;京津冀一体化;海工装备;碳中和;乡村振兴;深股通;融资融券,51,300166.SZ,33
001215,三胎概念;预制菜;海峡两岸;回购增持再贷款概念,4,001215.SZ,33
001390,参股银行;注册制次新股;专精特新;深股通;新股与次新股;融资融券,6,001390.SZ,33
603207,毛发医疗;医药电商;仿制药一致性评价;创新药;沪股通;融资融券,6,603207.SH,17
920856,参股银行;融资融券;物联网;机器人概念;无人驾驶;无人机;专精特新;一带一路,8,920856.BJ,151
000570,乡村振兴;农机;海峡两岸;参股银行;华为概念;国企改革;2025年报预增;无人机;锂电池概念;2026一季报预增;固态电池,11,000570.SZ,33
920058,融资融券;体育产业;人民币贬值受益;中俄贸易概念;两轮车,5,920058.BJ,151
603159,特斯拉概念;汽车电子,2,603159.SH,17
300180,数字货币;跨境支付(CIPS);移动支付;互联网金融;蚂蚁集团概念;区块链;华为鲲鹏;数据要素;参股券商;信创;工业互联网;创投;腾讯概念;长安汽车概念;华为汽车;华为概念;一带一路;低空经济;比亚迪概念;深股通;融资融券,21,300180.SZ,33
002658,核电;航空发动机;PM2.5;商业航天;雄安新区;氢能源;固废处理;碳中和;碳交易;京津冀一体化;专精特新;物联网;数字经济;芯片概念;数据要素;DeepSeek概念;AI智能体;中芯国际概念;深股通,19,002658.SZ,33
301305,固废处理;垃圾分类;碳交易;可降解塑料;碳中和;生物质能发电;绿色电力;PPP概念;粤港澳大湾区;人工智能;三胎概念;合成生物;创新药;深股通;融资融券,15,301305.SZ,33
688579,数据确权;智慧政务;信创;DRG/DIP;数据要素;AI智能体;AI应用;区块链;虚拟数字人;DeepSeek概念;人工智能;虚拟现实;华为概念;智能医疗;量子科技;智能电网;虚拟电厂;国企改革;融资融券,19,688579.SH,17
002425,手机游戏;文化传媒概念;IP经济(谷子经济);网络游戏;NFT概念;云游戏;元宇宙;AIGC概念;AI应用;虚拟现实;腾讯概念;抖音概念(字节概念);人工智能;阿里巴巴概念;创投;快手概念;华为概念;摘帽,18,002425.SZ,33
600671,眼科医疗;医疗器械概念;国企改革;摘帽,4,600671.SH,17
002900,流感;仿制药一致性评价;维生素;创新药;医美概念;宠物经济;医疗器械概念;消毒剂;黑龙江自贸区,9,002900.SZ,33
603326,智能家居;工业互联网,2,603326.SH,17
605050,统一大市场;回购增持再贷款概念;一体化压铸;新能源汽车;机器人概念;沪股通,6,605050.SH,17
301211,肝炎概念;流感;仿制药一致性评价;维生素;CRO概念;深股通;融资融券,7,301211.SZ,33
301329,新能源汽车;消费电子概念;5G;商业航天;卫星导航;海峡两岸;储能;光伏概念;光纤概念;融资融券,10,301329.SZ,33
300177,卫星导航;时空大数据;无人机;虚拟现实;车联网(车路协同);芯片概念;低空经济;3D打印;5G;数字孪生;专精特新;无人驾驶;智慧城市;汽车电子;机器人概念;华为概念;人形机器人;DeepSeek概念;百度概念;海工装备;飞行汽车(eVTOL);高铁;创投;粤港澳大湾区;农机;智能物流;水利;一带一路;旅游概念;深股通;融资融券,31,300177.SZ,33
300654,AI语料;ChatGPT概念;在线教育;AIGC概念;文化传媒概念;AI应用;AI智能体;职业教育;人工智能;三胎概念,10,300654.SZ,33
600158,赛马概念;足球概念;冰雪产业;体育产业;文化传媒概念;职业教育;旅游概念;NFT概念;京津冀一体化;在线教育;数字经济;国企改革;数据中心;沪股通;融资融券;中字头股票,16,600158.SH,17
603926,新能源汽车;机器人概念;长安汽车概念;农机;燃料电池,5,603926.SH,17
301330,电子身份证;空间计算;无人零售;数据安全;人脸识别;信创;AI智能体;多模态AI;鸿蒙概念;AIGC概念;车联网(车路协同);智能医疗;脑机接口;人工智能;物联网;安防;DeepSeek概念;华为概念;数字经济;机器视觉;粤港澳大湾区;养老概念;机器人概念;芯片概念;跨境电商;辅助生殖;人民币贬值受益;充电桩;深股通;融资融券,30,301330.SZ,33
603613,ERP概念;ChatGPT概念;数据要素;虚拟数字人;DeepSeek概念;数字经济;抖音概念(字节概念);人工智能;跨境电商;算力租赁;华为概念;物联网;工业互联网;东数西算(算力);统一大市场;农村电商;新疆振兴;融资融券;沪股通,19,603613.SH,17
301386,智能电网;光伏概念;高铁;物联网;专精特新;无人驾驶;融资融券,7,301386.SZ,33
600830,烟草;共同富裕示范区;化债概念(AMC概念);互联网金融;国企改革;融资融券;股权转让(并购重组),7,600830.SH,17
920701,智能穿戴;融资融券;消费电子概念;华为概念;小米概念,5,920701.BJ,151
300519,流感;辅助生殖;肝炎概念;互联网金融,4,300519.SZ,33
603006,冷链物流;新能源汽车;特斯拉概念,3,603006.SH,17
002917,一带一路;新型工业化;工业互联网;机器人概念;雅下水电概念;民爆概念;粤港澳大湾区;人工智能;空气能热泵;军工;机器视觉;军民融合;虚拟现实;芯片概念;新疆振兴,15,002917.SZ,33
920027,专精特新;新股与次新股;融资融券;高铁;西部大开发,5,920027.BJ,151
603059,跨境电商;三胎概念;人民币贬值受益;参股银行,4,603059.SH,17
301555,MicroLED概念;MiniLED;碳纤维;比亚迪概念;PCB概念;新能源汽车;机器人概念;海峡两岸;2025年报预增;低空经济;无人机;风电;融资融券,13,301555.SZ,33
002679,特色小镇;碳中和;国企改革;海峡两岸;碳交易;互联网金融;人工智能,7,002679.SZ,33
603881,算力租赁;云计算;东数西算(算力);国资云;腾讯概念;中国AI 50;阿里巴巴概念;百度概念;数据中心;液冷服务器;蚂蚁集团概念;国企改革;沪股通;融资融券,14,603881.SH,17
605003,人民币贬值受益;共同富裕示范区,2,605003.SH,17
688322,人形机器人;同花顺新质50;MLOps概念;智能座舱;英伟达概念;新型工业化;机器视觉;传感器;芯片概念;无人驾驶;消费电子概念;虚拟现实;机器人概念;3D打印;人脸识别;华为概念;东数西算(算力);专精特新;新能源汽车;移动支付;阿里巴巴概念;元宇宙;数字孪生;人工智能;空间计算;虚拟数字人;蚂蚁集团概念;粤港澳大湾区;在线教育;智能物流;沪股通;融资融券,32,688322.SH,17
000899,抽水蓄能;超超临界发电;绿色电力;储能;核电;国企改革;融资融券;深股通,8,000899.SZ,33
002645,稀土永磁;金属钴;金属铜;金属回收;汽车拆解概念;消费电子概念;机器人概念;新能源汽车;高端装备;垃圾分类;固废处理;深股通;融资融券,13,002645.SZ,33
002362,人脸识别;在线教育;AI应用;语音技术;智慧政务;ChatGPT概念;数据要素;虚拟数字人;信创;电子身份证;鸿蒙概念;AI智能体;华为鲲鹏;安防;人工智能;AI语料;数字经济;智慧城市;多模态AI;DeepSeek概念;云计算;机器视觉;智能医疗;华为概念;机器人概念;跨境电商;IP经济(谷子经济);京津冀一体化;电子纸;比亚迪概念;医疗器械概念;芯片概念;消费电子概念;PM2.5;基因测序;融资融券;深股通,37,002362.SZ,33
301219,金属钴;金属镍;小金属概念;金属铜;金属回收;动力电池回收;固态电池;锂电池概念;宁德时代概念;2025年报预增;2026一季报预增;专精特新;人民币贬值受益;一带一路;深股通;融资融券,16,301219.SZ,33
300699,大飞机;碳纤维;军民融合;商业航天;军工;卫星导航;PEEK材料;高铁;低空经济;无人机;风电;光伏概念;新能源汽车;消费电子概念;氢能源;体育产业;深股通;融资融券,18,300699.SZ,33
002051,冰雪产业;水利;同花顺中特估100;固废处理;央企国企改革;新型城镇化;一带一路;污水处理;新疆振兴;乡村振兴;雄安新区;国企改革;人民币贬值受益;华为概念;东数西算(算力);深股通;融资融券;中字头股票,18,002051.SZ,33
000519,培育钻石;军民融合;军工;商业航天;无人机;央企国企改革;芯片概念;新能源汽车;国企改革;冷链物流;同花顺中特估100;中字头股票;深股通;融资融券,14,000519.SZ,33
688296,净水概念;人工智能;数字孪生;物联网;数据要素;专精特新;水利;DeepSeek概念;华为概念;污水处理;地下管网;数据中心;回购增持再贷款概念;融资融券,14,688296.SH,17
000822,钒电池;国企改革;氢能源;污水处理;深股通;固态电池;融资融券,7,000822.SZ,33
601996,土地流转;乡村振兴;碳中和;创投;农业种植;西部大开发;融资融券,7,601996.SH,17
688099,汽车芯片;智能音箱;芯片概念;WiFi 6;小米概念;汽车电子;智能座舱;共封装光学(CPO);机器视觉;东数西算(算力);机器人概念;智能家居;人民币贬值受益;上海自贸区;人工智能;沪股通;融资融券,17,688099.SH,17
002598,污水处理;ST板块;碳交易;国企改革;物联网;机器人概念;碳纤维;高端装备;储能;锂电池概念;传感器;军民融合;核电;军工;无人机;固态电池;钠离子电池;数据中心;芯片概念,19,002598.SZ,33
002160,金属回收;国企改革;锂电池概念;固态电池;宁德时代概念;工业母机;比亚迪概念;新能源汽车;医疗器械概念;特斯拉概念;汽车热管理;融资融券,12,002160.SZ,33
300549,家用电器;医疗器械概念;长安汽车概念;机器人概念;比亚迪概念;减速器;海峡两岸;新能源汽车;特斯拉概念,9,300549.SZ,33
600179,航运概念;自由贸易港;统一大市场;中俄贸易概念;一带一路;海峡两岸;2025年报预增;宁德时代概念;区块链;沪股通;融资融券,11,600179.SH,17
300167,股权转让(并购重组);ST板块;安防;智慧城市;氢能源;智能物流;数据中心;横琴新区;东数西算(算力);华为概念;军工;在线教育;智慧政务;信创;AI智能体;算力租赁;虚拟数字人,17,300167.SZ,33
002690,牙科医疗;工业互联网;机器人概念;食品安全;智能医疗;人工智能;农机;鸿蒙概念;医疗器械概念;机器视觉;高股息精选;深股通;融资融券,13,002690.SZ,33
000821,钙钛矿电池;HJT电池;TOPCON电池;光伏概念;高端装备;特斯拉概念;新能源汽车;ST板块;机器人概念;无人机;储能;智能物流;人工智能;独角兽概念;锂电池概念;回购增持再贷款概念,16,000821.SZ,33
002175,股权转让(并购重组);物业管理;ST板块;西部大开发;智能物流;工业互联网;物联网;新能源汽车;高端装备;芯片概念,10,002175.SZ,33
300333,数字货币;互联网金融;移动支付;鸿蒙概念;数据要素;信创;数字经济;网络安全;数据安全;芯片概念;融资融券,11,300333.SZ,33
000504,ST板块;细胞免疫治疗;CRO概念;污水处理;国企改革;动力电池回收;智慧灯杆;锂电池概念;股权转让(并购重组),9,000504.SZ,33
301166,猴痘概念;基因测序;医疗器械概念;细胞免疫治疗;跨境电商;重组蛋白;合成生物;医药电商;减肥药;海峡两岸;融资融券,11,301166.SZ,33
605333,华为汽车;人形机器人;新能源汽车;特斯拉概念;无人机;沪股通,6,605333.SH,17
002765,长安汽车概念;华为汽车;智能座舱;减速器;机器人概念;虚拟现实;汽车电子;新能源汽车;低空经济;比亚迪概念;消费电子概念;富士康概念;军工;西部大开发;国企改革;股权转让(并购重组);深股通;融资融券,18,002765.SZ,33
920057,中俄贸易概念;海峡两岸;装配式建筑;光伏建筑一体化;融资融券;专精特新,6,920057.BJ,151
603033,可降解塑料;新能源汽车;高铁;沪股通;融资融券,5,603033.SH,17
600676,上海国企改革;冷链物流;汽车拆解概念;自由贸易港;上海自贸区;统一大市场;国企改革;比亚迪概念;融资融券;股权转让(并购重组);沪股通,11,600676.SH,17
605266,医药电商;家庭医生;西部大开发;回购增持再贷款概念;职业教育,5,605266.SH,17
300958,新型城镇化;净水概念;土壤修复;污水处理;乡村振兴;固废处理;生态农业;碳中和;核污染防治;京津冀一体化;人工智能;国企改革;AI智能体;AI应用;无人机;磷化工;融资融券,17,300958.SZ,33
300971,新型工业化;专精特新;工业母机;机器视觉;新能源汽车;2025年报预增;高端装备;军工;商业航天;军民融合;人工智能;军工信息化;中俄贸易概念;海工装备;融资融券,15,300971.SZ,33
