market_code,股票代码,所属概念,code,所属概念数量
33,300895.SZ,算力租赁;云计算;抖音概念(字节概念);国资云;数据安全;东数西算(算力);阿里巴巴概念;网络安全;数据确权;数据要素;量子科技;DeepSeek概念;数据中心;数字孪生;数字经济;华为概念;电力物联网;物联网;京津冀一体化;核电;国企改革;深股通;融资融券,300895,23
17,605183.SH,专精特新;一带一路;沪股通,605183,3
17,603929.SH,中芯国际概念;OLED;芯片概念;富士康概念;柔性屏(折叠屏);华为概念;海峡两岸;长三角一体化;沪股通,603929,9
33,002933.SZ,军民融合;军工;无人机;高端装备;海工装备;机器人概念;人形机器人;专精特新;京津冀一体化;国企改革;2025年报预增,002933,11
17,688549.SH,存储芯片;国家大基金持股;中芯国际概念;先进封装;芯片概念;氟化工概念;沪股通;融资融券,688549,8
17,603000.SH,AI语料;知识产权保护;AI应用;AIGC概念;文化传媒概念;数据确权;智谱AI;云办公;AI智能体;百度概念;数据要素;国资云;数据安全;区块链;鸿蒙概念;蚂蚁集团概念;网络安全;算力租赁;DeepSeek概念;人工智能;独角兽概念;东数西算(算力);华为概念;体育产业;京津冀一体化;数据中心;创投;国企改革;沪股通;融资融券;证金持股,603000,31
17,688337.SH,量子科技;芯片概念;DeepSeek概念;跨境电商;沪股通;融资融券,688337,6
17,603197.SH,华为汽车;飞行汽车(eVTOL);无人驾驶;小米汽车;车联网(车路协同);传感器;低空经济;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;汽车电子;毫米波雷达;小米概念;人工智能;回购增持再贷款概念;融资融券;沪股通,603197,18
33,301293.SZ,脑机接口;智能医疗;民营医院;深股通;融资融券,301293,5
33,001203.SZ,固态电池;小金属概念;金属铅;金属锌;锂电池概念;金属回收;储能;绿色电力;回购增持再贷款概念;参股银行;西部大开发;职业教育;创投;乡村振兴;旅游概念;深股通,001203,16
33,300707.SZ,特斯拉概念;新型工业化;新能源汽车;储能;锂电池概念;2025年报预增,300707,6
17,688433.SH,商业航天;3D打印;低空经济;飞行汽车(eVTOL);机器人概念;高端装备;专精特新;沪股通;融资融券,688433,9
33,001309.SZ,存储芯片;中芯国际概念;AI PC;共封装光学(CPO);2025年报预增;芯片概念;汽车电子;智能穿戴;专精特新;数据中心;人民币贬值受益;粤港澳大湾区;人工智能;融资融券;深股通,001309,15
17,688172.SH,国家大基金持股;MCU芯片;第三代半导体;芯片概念;传感器;国企改革;沪股通;融资融券,688172,8
33,300878.SZ,民营医院;创新药;肝炎概念;医药电商;流感;融资融券,300878,6
33,300659.SZ,华为鲲鹏;智慧政务;网络安全;华为昇腾;数据安全;信创;军工信息化;数据确权;鸿蒙概念;AI智能体;数字经济;车联网(车路协同);人工智能;DeepSeek概念;低空经济;军工;芯片概念;AI应用,300659,18
33,002808.SZ,ST板块;医疗器械概念;燃料电池;安防;光伏概念;数字经济;网络安全;数据安全;信创;区块链;NFT概念,002808,11
17,688229.SH,华为鲲鹏;信创;数据安全;云计算;数据要素;鸿蒙概念;抖音概念(字节概念);百度概念;互联网金融;阿里巴巴概念;腾讯概念;数字经济;东数西算(算力);DeepSeek概念;人工智能;华为概念;工业互联网;数据中心;AI应用;融资融券,688229,20
17,688141.SH,汽车芯片;消费电子概念;芯片概念;汽车电子;智能座舱;小米概念;新能源汽车;专精特新;储能;无人驾驶;华为概念;沪股通;融资融券,688141,13
17,688027.SH,量子科技;商业航天;军工;芯片概念;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,688027,10
17,603306.SH,共封装光学(CPO);光刻胶;芯片概念;特斯拉概念;比亚迪概念;新能源汽车;数据中心;机器人概念;回购增持再贷款概念;海峡两岸;沪股通;福建自贸区;融资融券,603306,13
33,000779.SZ,新型城镇化;土壤修复;房屋检测;建筑节能;乡村振兴;水利;新疆振兴;国企改革;西部大开发;数字孪生;一带一路;低空经济;数字经济;光伏概念;DeepSeek概念;数据中心;抽水蓄能;算力租赁;数据要素;国资云,000779,20
33,300528.SZ,短剧游戏;文化传媒概念;国企改革;深股通,300528,4
33,300461.SZ,新型烟草(电子烟);长三角一体化;新型工业化;无线充电;苹果概念;比亚迪概念;无线耳机;消费电子概念;汽车电子,300461,9
33,300831.SZ,柔性直流输电;特高压;芯片概念;国企改革;西部大开发,300831,5
33,002163.SZ,海南自贸区;免税店;光伏建筑一体化;国企改革;回购增持再贷款概念;宠物经济;融资融券;深股通,002163,8
33,301308.SZ,存储芯片;国家大基金持股;先进封装;AI PC;AI手机;EDR概念;芯片概念;AI眼镜;2025年报预增;消费电子概念;智能穿戴;智能座舱;小米概念;专精特新;小米汽车;数据中心;华为概念;人民币贬值受益;机器人概念;数据安全;信创;华为鲲鹏;深股通;融资融券,301308,24
17,688458.SH,MCU芯片;汽车芯片;AI手机;AI眼镜;消费电子概念;汽车电子;芯片概念;小米概念;传感器;专精特新;无线充电;特斯拉概念;机器人概念;华为概念;融资融券,688458,15
17,688548.SH,芯片概念;专精特新;华为概念;商业航天;氢能源;数字孪生;粤港澳大湾区;国企改革;沪股通;融资融券,688548,10
17,688610.SH,光伏概念;芯片概念;MiniLED;2025年报预增;机器人概念;AI眼镜;机器视觉;锂电池概念;PCB概念;基因测序;融资融券,688610,11
33,302132.SZ,成飞概念;军民融合;大飞机;军工;无人机;低空经济;商业航天;机器人概念;人形机器人;传感器;央企国企改革;专精特新;DeepSeek概念;西部大开发;国企改革;融资融券;股权转让(并购重组);深股通;中字头股票,302132,19
22,603828.SH,ST板块;新型城镇化;PPP概念;装配式建筑;建筑节能;光伏建筑一体化,603828,6
33,300846.SZ,智谱AI;华为昇腾;云游戏;算力租赁;云计算;东数西算(算力);数据安全;快手概念;信创;智慧政务;国产操作系统;AI智能体;数据中心;小红书概念;百度概念;AIGC概念;商业航天;虚拟数字人;数据要素;在线教育;华为概念;车联网(车路协同);芯片概念;DeepSeek概念;人工智能;无人驾驶;专精特新;京津冀一体化;创投;一带一路;融资融券;深股通,300846,32
33,001331.SZ,天然气;股权转让(并购重组),001331,2
33,002638.SZ,智慧灯杆;车联网(车路协同);智慧城市;储能;华为概念;5G;人民币贬值受益,002638,7
33,301611.SZ,存储芯片;光刻机;OLED;第三代半导体;芯片概念;专精特新;燃料电池;锂电池概念;医疗器械概念;深股通;融资融券,301611,11
33,300079.SZ,知识产权保护;文化传媒概念;短剧游戏;数据确权;NFT概念;Sora概念(文生视频);AI语料;元宇宙;数字水印;AIGC概念;IP经济(谷子经济);区块链;数据安全;AI智能体;网络安全;云计算;数字货币;移动支付;跨境支付(CIPS);人工智能;DeepSeek概念;车联网(车路协同);ETC;互联网金融;安防;华为概念;星闪概念;无人机;WiFi 6;商业航天;5G;华为海思概念股;芯片概念;光纤概念;AI应用;融资融券;深股通,300079,37
151,920247.BJ,飞行汽车(eVTOL);高铁;长安汽车概念;融资融券;航空发动机;海工装备;比亚迪概念;机器人概念;有机硅概念;无人驾驶;新能源汽车;成飞概念;大飞机;军工;人形机器人;低空经济;专精特新;京津冀一体化;PEEK材料,920247,19
33,300264.SZ,空间计算;云游戏;在线教育;文化传媒概念;国产操作系统;元宇宙;MR(混合现实);人工智能;虚拟现实;虚拟数字人;AIGC概念;Web3.0;百度概念;华为概念;专精特新;股权转让(并购重组),300264,16
33,301360.SZ,钙钛矿电池;固态电池;宁德时代概念;机器视觉;锂电池概念;专精特新;MR(混合现实);富士康概念;华为手机;华为概念;苹果概念;无线充电;人工智能;消费电子概念;智能穿戴;东数西算(算力);芯片概念;腾讯概念;AI眼镜;融资融券,301360,20
33,301326.SZ,富士康概念;液冷服务器;苹果概念;消费电子概念;芯片概念;宁德时代概念;比亚迪概念;固态电池;锂电池概念;3D打印;人民币贬值受益;无人机;深股通;融资融券,301326,14
33,300131.SZ,共封装光学(CPO);第三代半导体;存储芯片;OLED;AI眼镜;汽车芯片;芯片概念;汽车电子;智能座舱;小米概念;数据中心;传感器;无人驾驶;新能源汽车;物联网;机器人概念;车联网(车路协同);长安汽车概念;粤港澳大湾区;智能家居;ERP概念;阿里巴巴概念;智慧城市;腾讯概念;深股通;融资融券,300131,26
33,300311.SZ,ST板块;数字经济;人脸识别;区块链;人工智能;电子身份证;粤港澳大湾区;创投;工业互联网;网络安全;DeepSeek概念;智慧政务;华为鲲鹏;数据安全;车联网(车路协同);网络游戏;数据中心,300311,17
17,688244.SH,军工信息化;商业航天;网络安全;军工;数据安全;财税数字化;华为鲲鹏;信创;智谱AI;数据要素;云计算;职业教育;华为概念;人工智能;抖音概念(字节概念);DeepSeek概念;专精特新;AI应用;融资融券,688244,19
33,300648.SZ,福建自贸区;海峡两岸;消费电子概念;华为概念;两轮车;高压快充;专精特新;宁德时代概念;人工智能;比亚迪概念;固态电池;鸿蒙概念;小米汽车;燃料电池;储能;华为汽车;充电桩;新能源汽车;锂电池概念;虚拟电厂;人形机器人;海工装备;深股通;融资融券,300648,24
33,301488.SZ,长安汽车概念;无人驾驶;智能座舱;华为汽车;传感器;机器视觉;人形机器人;比亚迪概念;汽车电子;毫米波雷达;机器人概念;新能源汽车;充电桩;专精特新;英伟达概念;汽车芯片;华为概念;粤港澳大湾区;人工智能;回购增持再贷款概念;百度概念;深股通;融资融券,301488,23
33,000559.SZ,人形机器人;无人机;低空经济;军工;机器人概念;小米汽车;小米概念;汽车电子;比亚迪概念;新能源汽车;工业互联网;MCU芯片;储能;固态电池;锂电池概念;绿色电力;深股通;融资融券;股权转让(并购重组),000559,19
151,920593.BJ,融资融券;医疗器械概念;机器人概念;减速器;人形机器人;专精特新;3D打印,920593,7
33,002134.SZ,PCB概念;新能源汽车;专精特新;大飞机;军工;天津自贸区;京津冀一体化;深股通,002134,8
17,603284.SH,注册制次新股;专精特新;乡村振兴;参股银行;新股与次新股;融资融券,603284,6
33,300739.SZ,共封装光学(CPO);PCB概念;5G;MiniLED;芯片概念;6G概念;新能源汽车;无人机;储能;粤港澳大湾区;2025年报预增;人民币贬值受益;深股通;融资融券,300739,14
17,603738.SH,无人机;5G;军工;WiFi 6;华为概念;数据中心;华为海思概念股;人形机器人;卫星导航;机器人概念;汽车电子;无人驾驶;芯片概念;智能穿戴;专精特新;共封装光学(CPO);比亚迪概念;消费电子概念;智能座舱;创投;光刻机;AI眼镜;汽车芯片;MCU芯片;宁德时代概念;融资融券;沪股通,603738,27
33,300753.SZ,脑机接口;血氧仪;医美概念;养老概念;人工智能;医疗器械概念;三胎概念;机器人概念;专精特新;医药电商;流感,300753,11
33,300473.SZ,新能源汽车;比亚迪概念;汽车热管理;锂电池概念;固态电池;燃料电池;长安汽车概念;传感器;华为汽车;人民币贬值受益;汽车电子;氢能源;华为概念;2025年报预增;股权转让(并购重组),300473,15
17,600730.SH,化债概念(AMC概念);信创;职业教育;人工智能;参股券商;国企改革;DeepSeek概念;创投;物业管理;在线教育;融资融券;AI应用;沪股通;股权转让(并购重组),600730,14
33,300260.SZ,光刻机;光刻胶;中芯国际概念;OLED;芯片概念;数据中心;食品安全;海峡两岸;融资融券;深股通,300260,10
17,601595.SH,文化传媒概念;手机游戏;网络游戏;抖音概念(字节概念);IP经济(谷子经济);乡村振兴;上海国企改革;国企改革;沪股通,601595,9
33,301192.SZ,新能源汽车;专精特新;融资融券,301192,3
17,603922.SH,新能源汽车;动力电池回收,603922,2
17,600391.SH,国产航母;航空发动机;大飞机;军工;高端装备;央企国企改革;国企改革;西部大开发;沪股通;融资融券,600391,10
33,002768.SZ,PEEK材料;碳纤维;富士康概念;人形机器人;华为汽车;新能源汽车;小米概念;比亚迪概念;机器人概念;丙烯酸;充电桩;可降解塑料;储能;华为概念;风电;锂电池概念;足球概念;人造肉;环氧丙烷;体育产业;医美概念;融资融券;深股通,002768,23
33,300868.SZ,消费电子概念;智能穿戴;AI眼镜;华为概念;跨境电商;东数西算(算力);股权转让(并购重组);融资融券,300868,8
33,002283.SZ,高端装备;减速器;新能源汽车;比亚迪概念;机器人概念;工业互联网;回购增持再贷款概念;绿色电力;深股通;融资融券,002283,10
17,688282.SH,商业航天;卫星导航;军民融合;军工;无人机;无人驾驶;专精特新;融资融券;摘帽,688282,9
33,002837.SZ,液冷服务器;英伟达概念;中国AI 50;数据中心;比亚迪概念;新能源汽车;东数西算(算力);储能;充电桩;华为概念;高铁;军工;阿里巴巴概念;粤港澳大湾区;家用电器;腾讯概念;抖音概念(字节概念);冷链物流;融资融券;深股通,002837,20
17,688017.SH,减速器;人形机器人;同花顺新质50;新型工业化;机器人概念;专精特新;中国AI 50;2025年报预增;沪股通;融资融券,688017,10
33,300830.SZ,智谱AI;多模态AI;ChatGPT概念;华为鲲鹏;AI智能体;百度概念;智慧政务;数据要素;信创;鸿蒙概念;军工信息化;区块链;DeepSeek概念;职业教育;人工智能;数字经济;人脸识别;互联网金融;车联网(车路协同);华为概念;军工;工业互联网;电力物联网;新型工业化;核电;换电概念;智能电网;碳交易;风电;充电桩;特高压;超超临界发电;AI应用,300830,33
17,600673.SH,液冷服务器;算力租赁;东数西算(算力);数据中心;华为概念;AI应用;芯片概念;超级电容;人形机器人;储能;2025三季报预增;PVDF概念;锂电池概念;回购增持再贷款概念;氟化工概念;消毒剂;煤炭概念;沪股通;融资融券,600673,19
33,300788.SZ,知识产权保护;文化传媒概念;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);元宇宙;AI智能体;百度概念;数据要素;职业教育;DeepSeek概念;人工智能;三胎概念;国企改革;深股通;中字头股票,300788,16
33,301595.SZ,商业航天;专精特新;智能家居;注册制次新股;露营经济;跨境电商;新股与次新股;融资融券,301595,8
17,688288.SH,EDR概念;车联网(车路协同);星闪概念;人工智能;智慧城市;数据要素;智能座舱;腾讯概念;物联网;专精特新;无人驾驶;汽车电子;汽车热管理;融资融券,688288,14
