所属概念数量,market_code,code,股票代码,所属概念
6,17,601881,601881.SH,证金持股;同花顺中特估100;沪股通;融资融券;国企改革;中字头股票
6,17,600638,600638.SH,租售同权;信托概念;物业管理;期货概念;互联网金融;国企改革
13,33,002480,002480.SZ,高铁;西部大开发;光热发电;机器人概念;一带一路;国企改革;绿色电力;数据中心;燃料电池;钒电池;超级电容;股权转让(并购重组);深股通
11,33,002312,002312.SZ,磷化工;化肥;农村电商;小金属概念;锂电池概念;乡村振兴;西部大开发;国企改革;数字乡村;融资融券;深股通
6,17,688501,688501.SH,2025年报预增;储能;碳中和;超超临界发电;氢能源;融资融券
4,17,688366,688366.SH,眼科医疗;医美概念;沪股通;融资融券
9,17,688558,688558.SH,工业母机;人形机器人;专精特新;新型工业化;航空发动机;商业航天;机器人概念;高端装备;融资融券
4,33,002098,002098.SZ,跨境电商;网红经济;海峡两岸;跨境支付(CIPS)
4,33,000897,000897.SZ,天津自贸区;国企改革;雄安新区;京津冀一体化
6,33,000718,000718.SZ,民营医院;医美概念;文化传媒概念;牙科医疗;深股通;融资融券
18,17,603158,603158.SH,液冷服务器;数据中心;汽车电子;无线充电;智能座舱;华为概念;汽车热管理;传感器;比亚迪概念;空气能热泵;特斯拉概念;新能源汽车;长安汽车概念;华为汽车;专精特新;储能;燃料电池;氢能源
3,33,001201,001201.SZ,猪肉;绿色电力;粤港澳大湾区
4,33,301355,301355.SZ,食品安全;海峡两岸;一带一路;融资融券
15,33,300812,300812.SZ,共封装光学(CPO);先进封装;MicroLED概念;第三代半导体;柔性屏(折叠屏);MR(混合现实);OLED;工业母机;MiniLED;芯片概念;消费电子概念;商业航天;专精特新;华为概念;医疗器械概念
13,17,600479,600479.SH,医药电商;流感;仿制药一致性评价;肝炎概念;创新药;农业种植;三胎概念;高股息精选;国企改革;数字经济;人工智能;DeepSeek概念;工业互联网
9,33,300485,300485.SZ,创新药;流感;重组蛋白;肝炎概念;生物疫苗;辅助生殖;医疗器械概念;创投;深股通
12,33,300399,300399.SZ,互联网保险;互联网金融;数据要素;AI应用;ChatGPT概念;百度概念;信创;阿里巴巴概念;创投;5G;国企改革;深股通
4,151,920946,920946.BJ,锂电池概念;融资融券;国企改革;专精特新
9,33,301008,301008.SZ,减速器;人形机器人;机器人概念;家用电器;传感器;专精特新;新能源汽车;智能家居;融资融券
9,17,688552,688552.SH,军工信息化;军民融合;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券
14,17,601858,601858.SH,知识产权保护;文化传媒概念;国资云;在线教育;中字头股票;数据要素;DeepSeek概念;数字经济;国企改革;智能医疗;芯片概念;同花顺中特估100;沪股通;融资融券
18,33,000582,000582.SZ,机器人概念;一带一路;华为概念;国企改革;西部大开发;安防;人工智能;DeepSeek概念;乡村振兴;统一大市场;星闪概念;回购增持再贷款概念;自由贸易港;区块链;航运概念;冷链物流;深股通;融资融券
8,33,301370,301370.SZ,医疗器械概念;智能物流;国企改革;DRG/DIP;数据要素;财税数字化;深股通;融资融券
12,17,600332,600332.SH,青蒿素;医药电商;白酒概念;流感;仿制药一致性评价;生物疫苗;创新药;国企改革;医疗器械概念;沪股通;融资融券;阿里巴巴概念
5,33,000517,000517.SZ,物业管理;建筑节能;长三角一体化;深股通;融资融券
6,17,605011,605011.SH,绿色电力;碳中和;煤炭概念;国企改革;融资融券;沪股通
5,17,688393,688393.SH,人工智能;腾讯概念;肝炎概念;华为概念;融资融券
7,17,600830,600830.SH,烟草;共同富裕示范区;互联网金融;化债概念(AMC概念);国企改革;融资融券;股权转让(并购重组)
10,33,000532,000532.SZ,横琴新区;创投;独角兽概念;参股券商;粤港澳大湾区;污水处理;国企改革;锂电池概念;石墨烯;深股通
23,33,300003,300003.SZ,脑机接口;猴痘概念;牙科医疗;医疗器械概念;减肥药;医美概念;肝炎概念;智能医疗;养老概念;血氧仪;创新药;流感;仿制药一致性评价;人工智能;2025年报预增;民营医院;AIGC概念;医药电商;智能穿戴;京津冀一体化;参股保险;深股通;融资融券
6,17,600569,600569.SH,特钢概念;国企改革;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券
8,33,300439,300439.SZ,猴痘概念;幽门螺杆菌概念;基因测序;肝炎概念;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念
8,17,605179,605179.SH,乳业;三胎概念;冷链物流;共同富裕示范区;乡村振兴;长三角一体化;2025年报预增;沪股通
3,33,301097,301097.SZ,三胎概念;医疗器械概念;融资融券
14,33,300909,300909.SZ,MiniLED;3D打印;消费电子概念;小米概念;智能座舱;富士康概念;华为概念;专精特新;智能家居;新能源汽车;创投;储能;深股通;融资融券
10,33,300194,300194.SZ,仿制药一致性评价;流感;肝炎概念;创新药;幽门螺杆菌概念;猴痘概念;参股银行;西部大开发;深股通;融资融券
5,17,601377,601377.SH,国企改革;福建自贸区;沪股通;融资融券;海峡两岸
21,17,600629,600629.SH,房屋检测;低空经济;装配式建筑;上海国企改革;数字孪生;建筑节能;人工智能;新型城镇化;一带一路;创投;水利;乡村振兴;数字经济;PPP概念;雄安新区;地下管网;碳中和;国企改革;参股券商;融资融券;沪股通
9,17,603600,603600.SH,跨境电商;养老概念;智能家居;人民币贬值受益;可降解塑料;一带一路;工业互联网;鸿蒙概念;高股息精选
4,33,300610,300610.SZ,有机硅概念;磷化工;专精特新;风电
12,33,002678,002678.SZ,特色小镇;三胎概念;旅游概念;职业教育;在线教育;文化传媒概念;IP经济(谷子经济);数字经济;粤港澳大湾区;人工智能;国企改革;深股通
28,33,300083,300083.SZ,工业母机;新型工业化;一体化压铸;人形机器人;苹果概念;消费电子概念;智能穿戴;无线充电;高端装备;小米概念;军工;5G;比亚迪概念;机器人概念;飞行汽车(eVTOL);无人机;新能源汽车;低空经济;液冷服务器;华为概念;工业互联网;人工智能;粤港澳大湾区;储能;创投;回购增持再贷款概念;深股通;融资融券
11,17,605218,605218.SH,MiniLED;OLED;虚拟现实;智能座舱;汽车电子;元宇宙;消费电子概念;长安汽车概念;比亚迪概念;特斯拉概念;智能家居
6,17,600785,600785.SH,智能物流;抖音概念(字节概念);西部大开发;IP经济(谷子经济);统一大市场;粮食概念
14,33,002466,002466.SZ,盐湖提锂;固态电池;动力电池回收;小金属概念;锂电池概念;化肥;2026一季报预增;特斯拉概念;新能源汽车;西部大开发;同花顺漂亮100;深股通;融资融券;证金持股
4,17,600918,600918.SH,期货概念;国企改革;沪股通;融资融券
8,17,600197,600197.SH,白酒概念;旅游概念;新疆振兴;国企改革;西部大开发;文化传媒概念;沪股通;融资融券
2,33,002817,002817.SZ,医疗器械概念;专精特新
8,17,601211,601211.SH,期货概念;证金持股;同花顺中特估100;沪股通;融资融券;国企改革;2025年报预增;股权转让(并购重组)
14,33,301301,301301.SZ,肝炎概念;维生素;合成生物;土地流转;农业种植;粮食概念;玉米;乡村振兴;西部大开发;智能医疗;新疆振兴;人工智能;深股通;融资融券
14,33,300539,300539.SZ,PEEK材料;减速器;专精特新;比亚迪概念;小米概念;智能座舱;无人机;机器人概念;华为概念;华为汽车;新能源汽车;家用电器;智能家居;深股通
14,17,603836,603836.SH,中韩自贸区;航运概念;统一大市场;中俄贸易概念;冷链物流;跨境电商;智能物流;一带一路;拼多多概念;数字经济;数据要素;小米概念;AI智能体;无人驾驶
5,17,605266,605266.SH,医药电商;家庭医生;西部大开发;回购增持再贷款概念;职业教育
5,17,603879,603879.SH,农机;海峡两岸;机器人概念;低空经济;无人机
9,33,301377,301377.SZ,PCB概念;工业母机;机器视觉;2025年报预增;机器人概念;高端装备;粤港澳大湾区;深股通;融资融券
17,17,603611,603611.SH,无人驾驶;新型工业化;人民币贬值受益;车联网(车路协同);机器人概念;智能物流;物联网;工业互联网;人形机器人;一带一路;互联网金融;冷链物流;统一大市场;宁德时代概念;锂电池概念;高股息精选;沪股通
5,17,603122,603122.SH,猴痘概念;智能医疗;海峡两岸;长三角一体化;人工智能
10,17,601366,601366.SH,预制菜;统一大市场;冷链物流;跨境电商;乡村振兴;智能物流;回购增持再贷款概念;腾讯概念;抖音概念(字节概念);华为概念
5,17,600199,600199.SH,白酒概念;啤酒概念;国企改革;融资融券;沪股通
10,33,301261,301261.SZ,减速器;创投;工业母机;机器人概念;专精特新;京津冀一体化;人形机器人;高端装备;深股通;融资融券
11,17,603967,603967.SH,中韩自贸区;航运概念;自由贸易港;统一大市场;冷链物流;中俄贸易概念;高股息精选;智能物流;俄乌冲突概念;一带一路;核电
17,151,920564,920564.BJ,商业航天;西部大开发;融资融券;空间计算;智慧城市;时空大数据;旅游概念;数据要素;数字孪生;数字乡村;多模态AI;华为鲲鹏;华为昇腾;人工智能;云计算;乡村振兴;DeepSeek概念
9,33,002144,002144.SZ,医疗器械概念;共同富裕示范区;长三角一体化;碳纤维;2025年报预增;新能源汽车;互联网金融;机器人概念;比亚迪概念
4,33,003003,003003.SZ,跨境电商;可降解塑料;冷链物流;工业互联网
7,33,002267,002267.SZ,天然气;证金持股;地下管网;国企改革;西部大开发;深股通;融资融券
6,17,600327,600327.SH,预制菜;民营医院;三胎概念;参股银行;信托概念;IP经济(谷子经济)
6,17,601788,601788.SH,期货概念;证金持股;国企改革;央企国企改革;沪股通;融资融券
25,17,600831,600831.SH,文化传媒概念;知识产权保护;数据确权;短剧游戏;数字乡村;互联网金融;腾讯概念;智慧政务;智慧城市;国资云;DeepSeek概念;人工智能;百度概念;PPP概念;智能家居;算力租赁;乡村振兴;华为概念;东数西算(算力);数据中心;西部大开发;国企改革;5G;农村电商;摘帽
9,33,002086,002086.SZ,预制菜;猴痘概念;基因测序;食品安全;幽门螺杆菌概念;医疗器械概念;CRO概念;人民币贬值受益;深股通
10,17,600177,600177.SH,高股息精选;证金持股;参股保险;参股银行;冰雪产业;三胎概念;养老概念;沪股通;融资融券;互联网金融
20,17,603882,603882.SH,智能医疗;AI应用;AI智能体;AIGC概念;数据要素;人工智能;DeepSeek概念;基因测序;医疗器械概念;腾讯概念;食品安全;细胞免疫治疗;华为概念;机器人概念;幽门螺杆菌概念;肝炎概念;冷链物流;回购增持再贷款概念;融资融券;沪股通
28,17,603738,603738.SH,共封装光学(CPO);光刻机;6G概念;WiFi 6;华为海思概念股;5G;卫星导航;芯片概念;军工;汽车电子;消费电子概念;智能穿戴;AI眼镜;人形机器人;无人机;数据中心;宁德时代概念;汽车芯片;比亚迪概念;华为概念;智能座舱;专精特新;无人驾驶;机器人概念;MCU芯片;创投;融资融券;沪股通
15,151,920873,920873.BJ,AI应用;西部大开发;装配式建筑;融资融券;污水处理;智慧城市;水利;新型城镇化;数字孪生;房屋检测;净水概念;人工智能;云计算;一带一路;PPP概念
4,17,600455,600455.SH,职业教育;鸿蒙概念;西部大开发;国企改革
8,17,600674,600674.SH,证金持股;绿色电力;国企改革;沪股通;融资融券;西部大开发;回购增持再贷款概念;光纤概念
12,17,603211,603211.SH,卫星导航;毫米波雷达;人形机器人;特斯拉概念;比亚迪概念;专精特新;机器人概念;无人驾驶;新能源汽车;智能家居;长三角一体化;沪股通
9,33,002900,002900.SZ,流感;仿制药一致性评价;维生素;创新药;医美概念;宠物经济;医疗器械概念;黑龙江自贸区;消毒剂
3,33,001256,001256.SZ,长三角一体化;专精特新;共同富裕示范区
22,33,002324,002324.SZ,6G概念;商业航天;PEEK材料;军工;卫星导航;碳纤维;低空经济;毫米波雷达;2025年报预增;脑机接口;专精特新;光刻胶;机器人概念;新能源汽车;长三角一体化;储能;消费电子概念;锂电池概念;固态电池;钠离子电池;深股通;融资融券
12,17,688691,688691.SH,汽车芯片;存储芯片;MCU芯片;中芯国际概念;芯片概念;小米概念;5G;卫星导航;专精特新;上海自贸区;沪股通;融资融券
8,17,605167,605167.SH,海工装备;核电;新型工业化;氢能源;一带一路;固废处理;中俄贸易概念;天然气
9,33,002493,002493.SZ,煤化工概念;POE胶膜;同花顺中特估100;回购增持再贷款概念;同花顺漂亮100;一带一路;深股通;融资融券;光伏概念
11,17,601033,601033.SH,生物质能发电;绿色电力;医疗废物处理;PPP概念;固废处理;垃圾分类;国企改革;储能;粤港澳大湾区;沪股通;融资融券
9,33,002811,002811.SZ,装配式建筑;一带一路;IP经济(谷子经济);芯片概念;人工智能;数字经济;DeepSeek概念;AIGC概念;云计算
16,17,603989,603989.SH,5G;液冷服务器;比亚迪概念;数据中心;新能源汽车;华为概念;机器人概念;军工;高压快充;低空经济;充电桩;储能;固态电池;新疆振兴;沪股通;融资融券
15,17,603108,603108.SH,华为盘古;AIGC概念;AI应用;AI智能体;智能医疗;人工智能;DeepSeek概念;华为概念;创投;医疗器械概念;猴痘概念;国企改革;幽门螺杆菌概念;沪股通;融资融券
5,17,601162,601162.SH,期货概念;物业管理;国企改革;沪股通;融资融券
6,17,601059,601059.SH,期货概念;国企改革;京津冀一体化;央企国企改革;沪股通;融资融券
2,33,300636,300636.SZ,仿制药一致性评价;人民币贬值受益
17,33,002092,002092.SZ,煤化工概念;煤炭概念;水泥概念;消毒剂;可降解塑料;新疆振兴;碳交易;石墨烯;国企改革;碳中和;西部大开发;一带一路;深股通;风电;跨境电商;职业教育;摘帽
6,33,002500,002500.SZ,证金持股;国企改革;互联网金融;创投;深股通;融资融券
4,17,688578,688578.SH,创新药;2025年报预增;沪股通;融资融券
16,33,002302,002302.SZ,水泥概念;装配式建筑;雄安新区;国企改革;新疆振兴;一带一路;西部大开发;同花顺中特估100;数字经济;数据要素;央企国企改革;核电;风电;3D打印;深股通;融资融券
