所属概念数量,股票代码,所属概念,market_code,code
44,002268.SZ,国产操作系统;华为鲲鹏;数据安全;财税数字化;网络安全;智慧政务;移动支付;信创;区块链;鸿蒙概念;数字货币;数据要素;互联网金融;国资云;云办公;智慧城市;跨境支付(CIPS);数字孪生;数字经济;腾讯概念;车联网(车路协同);人工智能;数字水印;物联网;工业互联网;量子科技;低空经济;水利;华为概念;EDR概念;乡村振兴;军工;卫星导航;雅下水电概念;商业航天;西部大开发;国企改革;5G;汽车电子;消费电子概念;芯片概念;汽车芯片;深股通;融资融券,33,002268
27,000636.SZ,超级电容;共封装光学(CPO);AI眼镜;5G;液冷服务器;汽车电子;智能穿戴;高压快充;数据中心(AIDC);光伏概念;传感器;东数西算(算力);华为概念;商业航天;深股通;卫星导航;储能;比亚迪概念;粤港澳大湾区;小金属概念;锂电池概念;无人机;机器人概念;创投;低空经济;国企改革;融资融券,33,000636
11,603778.SH,硅能源;PPP概念;新型城镇化;TOPCON电池;HJT电池;固态电池;钙钛矿电池;虚拟电厂;光伏概念;储能;沪股通,17,603778
8,688809.SH,存储芯片;科创次新股;芯片概念;2026一季报预增;注册制次新股;华为概念;新股与次新股;融资融券,17,688809
6,600882.SH,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券,17,600882
8,688347.SH,国家大基金持股;存储芯片;芯片概念;消费电子概念;国企改革;上海国企改革;沪股通;融资融券,17,688347
28,603203.SH,先进封装;中芯国际概念;第三代半导体;OLED;存储芯片;共封装光学(CPO);PCB概念;富士康概念;苹果概念;芯片概念;消费电子概念;AI眼镜;汽车电子;液冷服务器;无线耳机;智能穿戴;机器视觉;专精特新;新型工业化;比亚迪概念;新能源汽车;机器人概念;华为概念;高端装备;宁德时代概念;工业互联网;人工智能;沪股通,17,603203
9,688498.SH,共封装光学(CPO);光纤概念;汽车芯片;芯片概念;5G;数据中心(AIDC);西部大开发;沪股通;融资融券,17,688498
8,688200.SH,第三代半导体;芯片概念;专精特新;高端装备;华为概念;京津冀一体化;沪股通;融资融券,17,688200
14,002745.SZ,MicroLED概念;MiniLED;PCB概念;光伏概念;小米概念;储能;粤港澳大湾区;智能家居;机器人概念;人民币贬值受益;人工智能;DeepSeek概念;深股通;融资融券,33,002745
22,002733.SZ,固态电池;钠离子电池;动力电池回收;石墨烯;锂电池概念;5G;新能源汽车;储能;燃料电池;数据中心(AIDC);无人机;粤港澳大湾区;专精特新;氢能源;军工;东数西算(算力);人民币贬值受益;一带一路;阿里巴巴概念;百度概念;深股通;融资融券,33,002733
14,002428.SZ,光纤概念;第三代半导体;芯片概念;小金属概念;卫星导航;商业航天;光伏概念;军工;金属回收;华为概念;氟化工概念;深股通;融资融券;西部大开发,33,002428
5,920252.BJ,锂电池概念;两轮车;专精特新;融资融券;储能,151,920252
20,600283.SH,地下管网;PPP概念;新疆振兴;生物质能发电;新型城镇化;绿色电力;水利;固废处理;污水处理;净水概念;数据确权;创投;DeepSeek概念;数字经济;数字孪生;数据要素;AI智能体;人工智能;智慧城市;沪股通,17,600283
1,603937.SH,锂电池概念,17,603937
9,601199.SH,PPP概念;水利;污水处理;绿色电力;参股银行;国企改革;智慧城市;沪股通;融资融券,17,601199
6,688795.SH,科创次新股;芯片概念;注册制次新股;人工智能;新股与次新股;融资融券,17,688795
13,688146.SH,光刻机;中芯国际概念;国家大基金持股;中船系;氟化工概念;芯片概念;固态电池;锂电池概念;央企国企改革;国企改革;沪股通;融资融券;中字头股票,17,688146
16,688103.SH,芯片概念;高压快充;可控核聚变;商业航天;宁德时代概念;新能源汽车;军工;华为概念;特高压;大飞机;柔性直流输电;低空经济;飞行汽车(eVTOL);培育钻石;沪股通;融资融券,17,688103
4,003026.SZ,芯片概念;硅能源;汽车电子;传感器,33,003026
10,002791.SZ,雄安新区;光伏建筑一体化;垃圾分类;智能家居;海峡两岸;粤港澳大湾区;充电桩;光伏概念;融资融券;深股通,33,002791
11,688811.SH,科创次新股;注册制次新股;卫星导航;商业航天;军工;核电;智能电网;央企国企改革;国企改革;新股与次新股;融资融券,17,688811
6,688335.SH,污水处理;碳交易;专精特新;氢能源;绿色电力;融资融券,17,688335
30,301013.SZ,PCB概念;存储芯片;共封装光学(CPO);OLED;富士康概念;柔性屏(折叠屏);芯片概念;消费电子概念;液冷服务器;5G;无线耳机;智能座舱;比亚迪概念;数据中心(AIDC);专精特新;人形机器人;机器视觉;新能源汽车;华为概念;华为数字能源;华为汽车;新型工业化;华为昇腾;机器人概念;储能;充电桩;高端装备;医疗器械概念;深股通;融资融券,33,301013
24,300563.SZ,WiFi 6;卫星导航;军工信息化;无人机;军工;铜缆高速连接;商业航天;5G;虚拟现实;华为概念;新能源汽车;专精特新;消费电子概念;汽车电子;光伏概念;EDR概念;数字经济;苹果概念;AI PC;医疗器械概念;钙钛矿电池;芯片概念;深股通;融资融券,33,300563
3,920802.BJ,医疗器械概念;PM2.5;融资融券,151,920802
16,003022.SZ,环氧丙烷;POE胶膜;煤化工概念;钠离子电池;可降解塑料;光刻胶;固态电池;锂电池概念;HJT电池;光伏概念;芯片概念;PEEK材料;先进封装;2026中报预增;融资融券;深股通,33,003022
16,002812.SZ,钠离子电池;固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;烟草;西部大开发;储能;比亚迪概念;充电桩;人工智能;专精特新;新能源汽车;深股通;消费电子概念;融资融券,33,002812
30,300021.SZ,地下管网;乡村振兴;生态农业;农业种植;PPP概念;新型城镇化;土地流转;粮食概念;新疆振兴;水利;污水处理;土壤修复;西部大开发;京津冀一体化;雅下水电概念;一带一路;光伏建筑一体化;数字乡村;数字经济;DeepSeek概念;人工智能;智慧城市;AI应用;数字孪生;鸿蒙概念;物联网;数据安全;云计算;机器人概念;华为概念,33,300021
30,300523.SZ,财税数字化;时空大数据;云计算;ChatGPT概念;网络安全;国资云;AI智能体;智慧城市;核污染防治;物联网;腾讯概念;人工智能;地下管网;DeepSeek概念;安防;水利;华为概念;低空经济;京津冀一体化;传感器;机器人概念;无人机;高端装备;一带一路;天然气;国企改革;央企国企改革;芯片概念;股权转让(并购重组);深股通,33,300523
8,300236.SZ,中芯国际概念;光刻胶;存储芯片;先进封装;芯片概念;专精特新;深股通;融资融券,33,300236
14,688779.SH,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;储能;低空经济;国企改革;飞行汽车(eVTOL);高压快充;央企国企改革;无人机;融资融券;沪股通,17,688779
7,002752.SZ,IP经济(谷子经济);福建自贸区;海峡两岸;抖音概念(字节概念);储能;新能源汽车;深股通,33,002752
6,920857.BJ,安防;机器人概念;小米概念;西部大开发;消费电子概念;融资融券,151,920857
20,002803.SZ,抖音概念(字节概念);华为盘古;云计算;数据要素;ChatGPT概念;AIGC概念;AI应用;人工智能;华为概念;海峡两岸;福建自贸区;跨境电商;一带一路;专精特新;人民币贬值受益;宠物经济;新型烟草(电子烟);白酒概念;融资融券;深股通,33,002803
3,002830.SZ,物业管理;粤港澳大湾区;华为概念,33,002830
24,600203.SH,智能音箱;智能穿戴;无线耳机;华为手机;柔性屏(折叠屏);汽车电子;消费电子概念;小米概念;智能家居;MiniLED;智能座舱;5G;卫星导航;华为概念;海峡两岸;智慧灯杆;机器人概念;无人机;福建自贸区;抖音概念(字节概念);国企改革;芯片概念;融资融券;沪股通,17,600203
9,301000.SZ,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券,33,301000
8,920128.BJ,新能源汽车;特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券,151,920128
8,003036.SZ,固态电池;锂电池概念;新型工业化;机器人概念;高端装备;共同富裕示范区;参股银行;深股通,33,003036
29,603679.SH,智慧灯杆;东数西算(算力);数据中心(AIDC);华为概念;华为数字能源;锂电池概念;换电概念;数字孪生;新能源汽车;物联网;储能;充电桩;无人驾驶;卫星导航;智慧城市;腾讯概念;车联网(车路协同);智能家居;低空经济;AI智能体;智慧政务;人工智能;数据要素;DeepSeek概念;虚拟电厂;创投;虚拟数字人;AI应用;西部大开发,17,603679
8,688361.SH,国家大基金持股;中芯国际概念;存储芯片;先进封装;芯片概念;同花顺新质50;沪股通;融资融券,17,688361
4,920002.BJ,融资融券;机器人概念;人形机器人;专精特新,151,920002
24,688772.SH,钠离子电池;固态电池;飞行汽车(eVTOL);锂电池概念;低空经济;DeepSeek概念;机器人概念;无人机;人形机器人;人民币贬值受益;储能;粤港澳大湾区;新能源汽车;家用电器;华为概念;华为手机;小米概念;数据中心(AIDC);苹果概念;同花顺果指数;消费电子概念;智能穿戴;融资融券;沪股通,17,688772
6,001296.SZ,西部大开发;长安汽车概念;军工;固废处理;页岩气;3D打印,33,001296
13,001270.SZ,6G概念;卫星导航;商业航天;第三代半导体;军工信息化;军民融合;5G;芯片概念;军工;专精特新;共同富裕示范区;深股通;摘帽,33,001270
12,603306.SH,共封装光学(CPO);光刻胶;芯片概念;数据中心(AIDC);比亚迪概念;新能源汽车;特斯拉概念;机器人概念;海峡两岸;福建自贸区;沪股通;融资融券,17,603306
10,603698.SH,军民融合;军工;高端装备;核电;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,17,603698
4,920526.BJ,融资融券;专精特新;芯片概念;PCB概念,151,920526
15,300316.SZ,第三代半导体;BC电池;存储芯片;先进封装;芯片概念;TOPCON电池;AI眼镜;消费电子概念;光伏概念;培育钻石;新型工业化;数字经济;深股通;智能物流;融资融券,33,300316
13,000425.SZ,同花顺出海50;雅下水电概念;农机;工业互联网;高端装备;一带一路;机器人概念;无人驾驶;国企改革;深股通;融资融券;氢能源;军工,33,000425
10,601038.SH,乡村振兴;国企改革;央企国企改革;中俄贸易概念;农机;工业互联网;高端装备;沪股通;融资融券;无人驾驶,17,601038
9,300692.SZ,燃料电池;新型城镇化;污水处理;固废处理;PPP概念;CRO概念;绿色电力;合成生物;股权转让(并购重组),33,300692
10,688019.SH,中芯国际概念;存储芯片;光刻胶;先进封装;第三代半导体;芯片概念;专精特新;上海自贸区;沪股通;融资融券,17,688019
27,002079.SZ,BC电池;HJT电池;TOPCON电池;钙钛矿电池;汽车芯片;第三代半导体;先进封装;芯片概念;光伏概念;消费电子概念;无线耳机;智能穿戴;苹果概念;汽车电子;小米概念;5G;比亚迪概念;传感器;储能;虚拟现实;华为概念;人形机器人;物联网;机器人概念;深股通;融资融券;股权转让(并购重组),33,002079
3,603922.SH,新能源汽车;ST板块;动力电池回收,22,603922
19,600579.SH,跨境电商;核污染防治;人民币贬值受益;新型工业化;机器人概念;新能源汽车;高端装备;低空经济;氢能源;飞行汽车(eVTOL);碳纤维;储能;国企改革;化肥;光热发电;央企国企改革;煤化工概念;中字头股票;股权转让(并购重组),17,600579
14,301613.SZ,新能源汽车;无人机;宁德时代概念;比亚迪概念;机器人概念;储能;锂电池概念;固态电池;西部大开发;消费电子概念;富士康概念;股权转让(并购重组);深股通;融资融券,33,301613
32,300418.SZ,AI视频;AI语料;ChatGPT概念;多模态AI;短剧游戏;算力租赁;AIGC概念;Web3.0;虚拟数字人;阿里巴巴概念;AI智能体;AI应用;东数西算(算力);元宇宙;区块链;在线教育;DeepSeek概念;手机游戏;人工智能;独角兽概念;网络游戏;虚拟现实;华为概念;同花顺新质50;京津冀一体化;网红经济;无人驾驶;创投;人民币贬值受益;芯片概念;深股通;融资融券,33,300418
5,688130.SH,芯片概念;智能家居;血氧仪;储能;融资融券,17,688130
8,603444.SH,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;沪股通;2026一季报预增;融资融券,17,603444
10,002828.SZ,俄乌冲突概念;页岩气;天然气;煤化工概念;新疆振兴;参股银行;西部大开发;碳中和;一带一路;股权转让(并购重组),33,002828
4,300385.SZ,固废处理;专精特新;ST板块;国企改革,33,300385
4,920181.BJ,芯片概念;专精特新;新股与次新股;融资融券,151,920181
6,000695.SZ,石墨电极;固态电池;锂电池概念;储能;光伏概念;绿色电力,33,000695
16,600388.SH,PPP概念;固废处理;国企改革;土壤修复;污水处理;绿色电力;海峡两岸;机器人概念;风电;储能;氢能源;华为概念;专精特新;钠离子电池;融资融券;沪股通,17,600388
8,920237.BJ,智能穿戴;融资融券;安防;锂电池概念;固态电池;专精特新;人民币贬值受益;AI PC,151,920237
9,002141.SZ,动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区;消费电子概念,33,002141
7,603269.SH,液冷服务器;数据中心(AIDC);核电;海峡两岸;氢能源;超超临界发电;一带一路,17,603269
15,300820.SZ,第三代半导体;芯片概念;TOPCON电池;可控核聚变;专精特新;光伏概念;商业航天;新能源汽车;核电;充电桩;储能;氢能源;西部大开发;深股通;融资融券,33,300820
19,688107.SH,国家大基金持股;汽车芯片;芯片概念;智能座舱;数据中心(AIDC);汽车电子;5G;人形机器人;量子科技;专精特新;商业航天;机器人概念;无人驾驶;无人机;F5G概念;机器视觉;3D打印;沪股通;融资融券,17,688107
17,002741.SZ,PET铜箔;PCB概念;先进封装;共封装光学(CPO);芯片概念;富士康概念;5G;固态电池;宁德时代概念;锂电池概念;钠离子电池;比亚迪概念;氟化工概念;动力电池回收;消毒剂;融资融券;深股通,33,002741
11,688610.SH,PCB概念;MiniLED;芯片概念;AI眼镜;机器视觉;光伏概念;机器人概念;锂电池概念;基因测序;沪股通;融资融券,17,688610
11,001317.SZ,拼多多概念;长安汽车概念;跨境电商;智能物流;无人驾驶;传感器;统一大市场;低空经济;一带一路;新疆振兴;西部大开发,33,001317
11,600977.SH,IP经济(谷子经济);文化传媒概念;短剧游戏;国企改革;AIGC概念;人工智能;腾讯概念;同花顺中特估100;中字头股票;沪股通;融资融券,17,600977
6,688398.SH,专精特新;新能源汽车;家用电器;福建自贸区;冷链物流;融资融券,17,688398
7,000010.SZ,ST板块;新型城镇化;PPP概念;水利;煤炭概念;抽水蓄能;东数西算(算力),33,000010
6,002192.SZ,锂电池概念;储能;粤港澳大湾区;比亚迪概念;深股通;融资融券,33,002192
29,301366.SZ,共封装光学(CPO);华为海思概念股;PCB概念;英伟达概念;苹果概念;芯片概念;汽车电子;智能座舱;5G;商业航天;无人驾驶;无人机;人形机器人;比亚迪概念;数据中心(AIDC);东数西算(算力);华为概念;专精特新;机器人概念;飞行汽车(eVTOL);车联网(车路协同);低空经济;脑机接口;腾讯概念;阿里巴巴概念;人工智能;百度概念;深股通;融资融券,33,301366
5,002636.SZ,PCB概念;消毒剂;医疗器械概念;深股通;融资融券,33,002636
32,300041.SZ,先进封装;芯片概念;华为海思概念股;有机硅概念;BC电池;消费电子概念;钙钛矿电池;小米概念;光伏概念;比亚迪概念;固态电池;宁德时代概念;新能源汽车;PVDF概念;锂电池概念;特斯拉概念;华为概念;大飞机;军工;华为汽车;低空经济;小米汽车;高铁;风电;建筑节能;人工智能;光伏建筑一体化;创投;雄安新区;PCB概念;深股通;融资融券,33,300041
44,002354.SZ,AI视频;虚拟数字人;AI语料;Web3.0;小红书概念;在线教育;快手概念;手机游戏;短剧游戏;ChatGPT概念;文化传媒概念;AIGC概念;网络游戏;电子竞技;元宇宙;多模态AI;数据确权;数字孪生;AI应用;IP经济(谷子经济);云计算;数据要素;抖音概念(字节概念);AI智能体;百度概念;信创;腾讯概念;数字经济;DeepSeek概念;人工智能;算力租赁;跨境电商;智能医疗;虚拟现实;机器视觉;MR(混合现实);乡村振兴;人形机器人;机器人概念;东数西算(算力);虚拟电厂;芯片概念;深股通;融资融券,33,002354
19,300233.SZ,眼科医疗;工业大麻;创新药;维生素;合成生物;医药电商;仿制药一致性评价;肝炎概念;流感;辅助生殖;转基因;医疗器械概念;智能医疗;专精特新;新型烟草(电子烟);2026一季报预增;2026中报预增;融资融券;深股通,33,300233
