所属概念数量,market_code,股票代码,所属概念,code
7,33,003036.SZ,新型工业化;机器人概念;共同富裕示范区;高端装备;参股银行;锂电池概念;固态电池,003036
33,33,000811.SZ,液冷服务器;可控核聚变;超导概念;3D打印;海工装备;核电;数据中心;军工;新能源汽车;海峡两岸;中芯国际概念;储能;空气能热泵;燃料电池;机器人概念;雅下水电概念;氢能源;固态电池;中俄贸易概念;水利;回购增持再贷款概念;碳中和;智能物流;创投;人工智能;国企改革;冷链物流;天然气;融资融券;体育产业;冰雪产业;宠物经济;深股通,000811
11,17,601872.SH,天然气;俄乌冲突概念;航运概念;上海自贸区;央企国企改革;一带一路;融资融券;回购增持再贷款概念;国企改革;海峡两岸;沪股通,601872
9,33,300670.SZ,电力物联网;智能电网;风电;光伏建筑一体化;储能;绿色电力;海工装备;工业互联网;碳纤维,300670
12,33,301107.SZ,农机;新能源汽车;传感器;汽车电子;机器人概念;专精特新;乡村振兴;减速器;无人机;氢能源;西部大开发;融资融券,301107
11,33,300192.SZ,AI应用;ChatGPT概念;在线教育;Sora概念(文生视频);职业教育;人工智能;DeepSeek概念;东数西算(算力);芯片概念;股权转让(并购重组);深股通,300192
12,33,300952.SZ,人形机器人;比亚迪概念;机器人概念;商业航天;人民币贬值受益;军工;安防;石墨烯;体育产业;海工装备;深股通;融资融券,300952
19,33,300349.SZ,AI智能体;数据要素;云计算;鸿蒙概念;量子科技;人工智能;DeepSeek概念;星闪概念;智慧城市;华为概念;物联网;传感器;芯片概念;AI应用;储能;氢能源;绿色电力;深股通;融资融券,300349
6,33,300967.SZ,养鸡;乡村振兴;西部大开发;绿色电力;2025年报预增;融资融券,300967
22,17,603257.SH,金属铜;黄金概念;金属钴;金属回收;稀土永磁;盐湖提锂;固废处理;宁德时代概念;一带一路;参股保险;土壤修复;污水处理;注册制次新股;乡村振兴;工业互联网;数字孪生;DeepSeek概念;新型城镇化;AI智能体;文化传媒概念;新股与次新股;融资融券,603257
6,17,688501.SH,储能;2025年报预增;氢能源;碳中和;超超临界发电;融资融券,688501
6,33,301062.SZ,食品安全;高压快充;光伏概念;DeepSeek概念;商业航天;融资融券,301062
10,33,300343.SZ,氟化工概念;PVDF概念;钠离子电池;消毒剂;ST板块;锂电池概念;固态电池;宁德时代概念;建筑节能;比亚迪概念,300343
19,151,920247.BJ,飞行汽车(eVTOL);高铁;长安汽车概念;融资融券;航空发动机;海工装备;比亚迪概念;机器人概念;有机硅概念;无人驾驶;新能源汽车;成飞概念;大飞机;军工;人形机器人;低空经济;专精特新;京津冀一体化;PEEK材料,920247
11,33,002725.SZ,碳纤维;新能源汽车;燃料电池;5G;中俄贸易概念;芯片概念;共同富裕示范区;人民币贬值受益;回购增持再贷款概念;一带一路;股权转让(并购重组),002725
15,17,600770.SH,汽车芯片;芯片概念;语音技术;数据安全;碳纤维;人工智能;2025年报预增;创投;网络游戏;跨境电商;手机游戏;绿色电力;融资融券;股权转让(并购重组);沪股通,600770
13,17,688063.SH,钠离子电池;固态电池;绿色电力;锂电池概念;储能;两轮车;数据中心;专精特新;2025年报预增;低空经济;人民币贬值受益;沪股通;融资融券,688063
9,17,600916.SH,黄金概念;培育钻石;央企国企改革;同花顺中特估100;回购增持再贷款概念;国企改革;中字头股票;沪股通;融资融券,600916
11,33,300772.SZ,风电;储能;绿色电力;海工装备;氢能源;碳中和;云计算;国企改革;DeepSeek概念;融资融券;深股通,300772
10,17,600273.SH,消毒剂;回购增持再贷款概念;长三角一体化;碳中和;氢能源;燃料电池;光伏概念;沪股通;融资融券;储能,600273
14,33,300572.SZ,军工;机器人概念;PM2.5;人工智能;换电概念;粤港澳大湾区;比亚迪概念;新能源汽车;充电桩;一体化压铸;创投;新疆振兴;深股通;股权转让(并购重组),300572
43,33,300353.SZ,军工信息化;卫星导航;军民融合;大飞机;人工智能;AI智能体;商业航天;信创;网络安全;军工;DeepSeek概念;智慧城市;无人机;国产操作系统;物联网;华为概念;工业互联网;新型工业化;华为欧拉;车联网(车路协同);数据中心;机器视觉;核电;5G;机器人概念;高铁;智能电网;工业母机;人形机器人;芯片概念;汽车芯片;汽车电子;智能物流;风电;虚拟电厂;储能;雄安新区;2025年报预增;绿色电力;深股通;页岩气;股权转让(并购重组);融资融券,300353
21,33,300010.SZ,Sora概念(文生视频);AIGC概念;智谱AI;在线教育;财税数字化;AI智能体;智慧政务;百度概念;腾讯概念;信创;DeepSeek概念;人工智能;语音技术;托育服务;京津冀一体化;旅游概念;AI应用;机器人概念;PPP概念;融资融券;深股通,300010
8,17,603979.SH,金属铜;黄金概念;磷化工;同花顺出海50;一带一路;人民币贬值受益;沪股通;融资融券,603979
23,17,688038.SH,华为欧拉;华为鲲鹏;多模态AI;智慧政务;ERP概念;AI应用;数据要素;数据安全;AI智能体;人脸识别;信创;人工智能;语音技术;DeepSeek概念;数字经济;智慧城市;数字孪生;车联网(车路协同);安防;华为概念;机器视觉;股权转让(并购重组);融资融券,688038
11,17,600490.SH,金属锌;黄金概念;金属铜;小金属概念;金属钴;金属镍;俄乌冲突概念;锂电池概念;一带一路;沪股通;融资融券,600490
16,33,300953.SZ,人形机器人;小米汽车;比亚迪概念;新能源汽车;小米概念;机器人概念;宁德时代概念;飞行汽车(eVTOL);储能;锂电池概念;低空经济;2025年报预增;2025三季报预增;一带一路;深股通;融资融券,300953
9,33,000878.SZ,黄金概念;金属铜;小金属概念;央企国企改革;期货概念;西部大开发;国企改革;深股通;融资融券,000878
6,33,300763.SZ,绿色电力;光伏概念;储能;芯片概念;融资融券;深股通,300763
13,17,688516.SH,BC电池;钙钛矿电池;TOPCON电池;光伏概念;芯片概念;固态电池;高端装备;机器视觉;锂电池概念;共封装光学(CPO);储能;沪股通;融资融券,688516
9,33,000951.SZ,新能源汽车;无人驾驶;燃料电池;氢能源;减速器;国企改革;冷链物流;深股通;融资融券,000951
15,33,300719.SZ,成飞概念;大飞机;军民融合;军工信息化;商业航天;军工;无人机;低空经济;碳纤维;飞行汽车(eVTOL);高端装备;信创;专精特新;京津冀一体化;虚拟现实,300719
12,17,600635.SH,天然气;沪股通;融资融券;绿色电力;互联网金融;创投;污水处理;独角兽概念;充电桩;新能源汽车;高压快充;2025年报预增,600635
7,33,002756.SZ,锂电池概念;特钢概念;核电;军工;互联网金融;融资融券;深股通,002756
10,151,920223.BJ,海峡两岸;融资融券;航空发动机;液冷服务器;消费电子概念;比亚迪概念;新能源汽车;富士康概念;储能;专精特新,920223
9,151,920152.BJ,钙钛矿电池;风电;超级电容;西部大开发;融资融券;数据中心;动力电池回收;储能;专精特新,920152
16,33,000837.SZ,减速器;工业母机;人形机器人;新型工业化;新能源汽车;比亚迪概念;机器人概念;传感器;高端装备;工业互联网;军工;航空发动机;国企改革;西部大开发;深股通;融资融券,000837
15,33,300380.SZ,互联网金融;信创;鸿蒙概念;数据要素;百度概念;AI智能体;数字经济;AIGC概念;腾讯概念;DeepSeek概念;人工智能;华为概念;2025年报预增;AI应用;深股通,300380
9,17,600058.SH,小金属概念;央企国企改革;一带一路;国企改革;乡村振兴;统一大市场;融资融券;股权转让(并购重组);沪股通,600058
10,33,002608.SZ,超超临界发电;碳交易;国企改革;虚拟电厂;参股保险;信托概念;储能;工业互联网;深股通;融资融券,002608
29,17,601609.SH,稀土永磁;金属铜;金属回收;铜缆高速连接;可控核聚变;芯片概念;苹果概念;海工装备;核电;液冷服务器;PEEK材料;回购增持再贷款概念;光伏概念;2025年报预增;特斯拉概念;新能源汽车;比亚迪概念;高铁;人形机器人;无人机;小米汽车;机器人概念;特高压;低空经济;高压快充;东数西算(算力);人工智能;数字经济;沪股通,601609
24,17,688559.SH,BC电池;富士康概念;钙钛矿电池;TOPCON电池;第三代半导体;MicroLED概念;PCB概念;苹果概念;3D打印;电子纸;比亚迪概念;固态电池;宁德时代概念;光伏概念;飞行汽车(eVTOL);特斯拉概念;新型工业化;华为概念;新能源汽车;锂电池概念;医疗器械概念;医美概念;沪股通;融资融券,688559
8,17,688543.SH,军民融合;商业航天;军工;无人机;人工智能;国企改革;沪股通;融资融券,688543
3,33,000659.SZ,横琴新区;粤港澳大湾区;啤酒概念,000659
13,33,000700.SZ,人形机器人;华为汽车;特斯拉概念;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;智能医疗;参股银行;民营医院;融资融券;深股通,000700
15,17,600654.SH,鸿蒙概念;信创;智慧城市;安防;人工智能;网络安全;华为概念;东数西算(算力);智能医疗;养老概念;数据中心;传感器;比亚迪概念;物业管理;沪股通,600654
11,17,600316.SH,大飞机;军民融合;军工;央企国企改革;无人机;高端装备;低空经济;国企改革;乡村振兴;融资融券;沪股通,600316
29,33,002171.SZ,商业航天;卫星导航;可控核聚变;军工;大飞机;军民融合;碳纤维;3D打印;第三代半导体;人形机器人;机器人概念;专精特新;培育钻石;新能源汽车;燃料电池;PCB概念;风电;MiniLED;2025三季报预增;锂电池概念;充电桩;回购增持再贷款概念;固态电池;动力电池回收;钒电池;2025年报预增;金属铜;深股通;融资融券,002171
12,17,601698.SH,商业航天;6G概念;同花顺新质50;军工;低空经济;央企国企改革;中字头股票;一带一路;国企改革;同花顺中特估100;沪股通;融资融券,601698
4,33,301076.SZ,PEEK材料;专精特新;深股通;融资融券,301076
6,17,688277.SH,智能医疗;医疗器械概念;专精特新;机器人概念;沪股通;融资融券,688277
6,33,002616.SZ,生物质能发电;绿色电力;固废处理;农业种植;粤港澳大湾区;2025三季报预增,002616
4,33,002379.SZ,股权转让(并购重组);金属回收;深股通;融资融券,002379
8,17,688679.SH,土壤修复;净水概念;污水处理;碳中和;液冷服务器;固废处理;绿色电力;融资融券,688679
11,33,002128.SZ,煤炭概念;央企国企改革;绿色电力;风电;西部大开发;国企改革;深股通;融资融券;储能;数据要素;股权转让(并购重组),002128
4,17,603816.SH,跨境电商;智能家居;沪股通;融资融券,603816
38,33,300079.SZ,知识产权保护;数据确权;短剧游戏;文化传媒概念;Sora概念(文生视频);NFT概念;AI语料;元宇宙;AIGC概念;数字水印;数据安全;区块链;网络安全;IP经济(谷子经济);AI智能体;云计算;数字货币;移动支付;跨境支付(CIPS);ETC;DeepSeek概念;人工智能;互联网金融;车联网(车路协同);安防;星闪概念;华为概念;WiFi 6;无人机;AI手机;华为海思概念股;商业航天;5G;AI应用;芯片概念;光纤概念;融资融券;深股通,300079
14,17,600730.SH,信创;人工智能;职业教育;DeepSeek概念;化债概念(AMC概念);物业管理;创投;参股券商;在线教育;国企改革;融资融券;AI应用;沪股通;股权转让(并购重组),600730
19,33,300516.SZ,军工信息化;卫星导航;商业航天;军民融合;中船系;军工;量子科技;低空经济;无人机;无人驾驶;海工装备;数字经济;光纤概念;传感器;芯片概念;央企国企改革;专精特新;国企改革;深股通,300516
10,33,301261.SZ,减速器;人形机器人;工业母机;机器人概念;高端装备;专精特新;创投;京津冀一体化;深股通;融资融券,301261
17,33,002178.SZ,家庭医生;智慧城市;智慧政务;数据要素;安防;鸿蒙概念;AI智能体;人工智能;物联网;DeepSeek概念;养老概念;智能医疗;华为概念;数据中心;碳中和;医疗器械概念;AI应用,002178
13,33,300323.SZ,MicroLED概念;MiniLED;AI眼镜;华为概念;智能穿戴;汽车电子;虚拟现实;第三代半导体;消费电子概念;芯片概念;国企改革;深股通;融资融券,300323
22,33,002055.SZ,粤港澳大湾区;高压快充;比亚迪概念;数据中心;特斯拉概念;新能源汽车;5G;汽车电子;小米概念;宁德时代概念;EDR概念;消费电子概念;ST板块;华为概念;铜缆高速连接;无线充电;无人驾驶;MiniLED;车联网(车路协同);数据要素;OLED;存储芯片,002055
9,17,688318.SH,鸿蒙概念;互联网金融;ChatGPT概念;腾讯概念;人工智能;数字经济;AI应用;沪股通;融资融券,688318
10,17,688401.SH,先进封装;OLED;第三代半导体;PCB概念;MiniLED;芯片概念;消费电子概念;专精特新;沪股通;融资融券,688401
7,151,920061.BJ,锂电池概念;融资融券;稀土永磁;机器人概念;宁德时代概念;固态电池;专精特新,920061
21,33,300005.SZ,足球概念;京津冀一体化;体育产业;商业航天;三胎概念;露营经济;冰雪产业;机器人概念;跨境电商;智能穿戴;芯片概念;消费电子概念;MiniLED;柔性屏(折叠屏);汽车芯片;MCU芯片;OLED;融资融券;MicroLED概念;AI眼镜;深股通,300005
24,17,688396.SH,国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;MCU芯片;芯片概念;汽车电子;消费电子概念;小米概念;传感器;宁德时代概念;比亚迪概念;新能源汽车;机器人概念;储能;数据中心;充电桩;工业互联网;智能电网;国企改革;央企国企改革;沪股通;融资融券,688396
8,17,688403.SH,存储芯片;先进封装;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,688403
8,17,688172.SH,国家大基金持股;MCU芯片;第三代半导体;芯片概念;传感器;国企改革;沪股通;融资融券,688172
4,17,688712.SH,科创次新股;注册制次新股;新股与次新股;融资融券,688712
9,17,688368.SH,MCU芯片;汽车芯片;芯片概念;英伟达概念;无线充电;小米概念;专精特新;沪股通;融资融券,688368
14,17,688135.SH,存储芯片;汽车芯片;先进封装;芯片概念;传感器;5G;专精特新;比亚迪概念;无人驾驶;东数西算(算力);卫星导航;阿里巴巴概念;沪股通;融资融券,688135
30,33,300975.SZ,抖音概念(字节概念);百度概念;MCU芯片;汽车芯片;东数西算(算力);存储芯片;物联网;毫米波雷达;消费电子概念;芯片概念;低空经济;数据中心;AI眼镜;汽车电子;跨境电商;无人机;机器人概念;飞行汽车(eVTOL);创投;智能物流;2025年报预增;海峡两岸;比亚迪概念;液冷服务器;新能源汽车;一带一路;宁德时代概念;统一大市场;深股通;融资融券,300975
3,33,300910.SZ,人民币贬值受益;深股通;融资融券,300910
11,33,300408.SZ,光纤概念;共封装光学(CPO);5G;消费电子概念;燃料电池;小米概念;数据中心;华为概念;深股通;证金持股;融资融券,300408
7,33,300854.SZ,土壤修复;粤港澳大湾区;固废处理;碳中和;生物质能发电;绿色电力;融资融券,300854
20,17,600855.SH,军工信息化;商业航天;军民融合;军工;无人机;低空经济;车联网(车路协同);ETC;安防;信创;智慧城市;物联网;央企国企改革;人工智能;数据中心;医疗器械概念;储能;国企改革;融资融券;沪股通,600855
17,151,920190.BJ,智能穿戴;跨境电商;融资融券;电子竞技;消费电子概念;星闪概念;无线耳机;多模态AI;信创;人工智能;WiFi 6;IP经济(谷子经济);DeepSeek概念;AI眼镜;AI智能体;AIGC概念;AI PC,920190
14,17,688435.SH,华为欧拉;数据安全;云计算;华为鲲鹏;信创;阿里巴巴概念;腾讯概念;数据要素;DeepSeek概念;数字经济;华为概念;互联网金融;专精特新;融资融券,688435
11,33,001288.SZ,雅下水电概念;一带一路;机器人概念;华为概念;人民币贬值受益;减速器;中俄贸易概念;西部大开发;DeepSeek概念;人工智能;深股通,001288
28,33,002334.SZ,光伏概念;风电;充电桩;储能;燃料电池;换电概念;光伏建筑一体化;新能源汽车;新型工业化;核电;工业母机;海工装备;比亚迪概念;氢能源;机器人概念;人形机器人;工业互联网;数据中心;液冷服务器;低空经济;锂电池概念;粤港澳大湾区;物联网;芯片概念;百度概念;稀土永磁;深股通;融资融券,002334
26,17,600143.SH,人形机器人;PEEK材料;特斯拉概念;机器人概念;新能源汽车;无人机;碳纤维;低空经济;5G;商业航天;数据中心;粤港澳大湾区;创投;充电桩;数字经济;储能;光伏概念;锂电池概念;氢能源;可降解塑料;固态电池;医疗器械概念;碳中和;合成生物;沪股通;融资融券,600143
3,17,605169.SH,天然气;新疆振兴;西部大开发,605169
9,17,603129.SH,同花顺出海50;两轮车;人民币贬值受益;共同富裕示范区;体育产业;工业互联网;车联网(车路协同);融资融券;沪股通,603129
18,17,600446.SH,互联网金融;互联网保险;区块链;华为鲲鹏;信创;数据要素;数字经济;AI智能体;智慧城市;DeepSeek概念;人工智能;独角兽概念;腾讯概念;虚拟数字人;华为概念;AI应用;沪股通;融资融券,600446
22,33,300503.SZ,减速器;商业航天;人形机器人;工业母机;新型工业化;高端装备;机器人概念;传感器;比亚迪概念;富士康概念;新能源汽车;芯片概念;专精特新;燃料电池;人工智能;光伏概念;海峡两岸;粤港澳大湾区;PCB概念;氢能源;2025年报预增;深股通,300503
14,151,920225.BJ,高端装备;食品安全;页岩气;白酒概念;融资融券;液冷服务器;海工装备;数据中心;核电;地下管网;军工;人民币贬值受益;中俄贸易概念;专精特新,920225
4,17,605099.SH,足球概念;体育产业;人民币贬值受益;沪股通,605099
4,33,301053.SZ,新型工业化;专精特新;一带一路;融资融券,301053
22,17,603598.SH,快手概念;短剧游戏;小红书概念;AI应用;AIGC概念;文化传媒概念;多模态AI;抖音概念(字节概念);虚拟数字人;拼多多概念;腾讯概念;AI智能体;阿里巴巴概念;百度概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化,603598
6,33,002258.SZ,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券,002258
15,17,688507.SH,商业航天;低空经济;军工;AI智能体;人工智能;数字孪生;传感器;在线教育;机器人概念;人形机器人;海工装备;AI应用;股权转让(并购重组);沪股通;融资融券,688507
13,33,002480.SZ,光热发电;绿色电力;高铁;燃料电池;一带一路;数据中心;机器人概念;西部大开发;国企改革;超级电容;钒电池;股权转让(并购重组);深股通,002480
10,151,920010.BJ,锂电池概念;西部大开发;融资融券;算力租赁;数据中心;氢能源;换电概念;天然气;储能;东数西算(算力),920010
12,33,300389.SZ,MicroLED概念;MiniLED;柔性屏(折叠屏);足球概念;虚拟现实;华为概念;2025年报预增;人民币贬值受益;储能;创投;数字经济;深股通,300389
29,17,600588.SH,AI应用;ChatGPT概念;AIGC概念;ERP概念;AI智能体;华为鲲鹏;财税数字化;云计算;智慧政务;阿里巴巴概念;信创;鸿蒙概念;区块链;网络安全;智能医疗;DeepSeek概念;中国AI 50;数字经济;人工智能;互联网金融;华为概念;工业互联网;机器人概念;参股保险;参股银行;同花顺漂亮100;证金持股;沪股通;融资融券,600588
7,151,920227.BJ,AI应用;阿里巴巴概念;融资融券;拼多多概念;抖音概念(字节概念);小红书概念;ERP概念,920227
30,33,002544.SZ,商业航天;卫星导航;军民融合;军工;6G概念;低空经济;网络安全;智慧城市;数字乡村;数字孪生;数据要素;物联网;东数西算(算力);机器人概念;华为概念;5G;水利;农机;数据中心;横琴新区;粤港澳大湾区;储能;2025年报预增;一带一路;国企改革;雄安新区;乡村振兴;PCB概念;深股通;融资融券,002544
7,33,002606.SZ,特高压;虚拟电厂;绿色电力;储能;一带一路;专精特新;融资融券,002606
6,33,301322.SZ,新能源汽车;芯片概念;人民币贬值受益;中芯国际概念;动力电池回收;融资融券,301322
13,17,688041.SH,中国AI 50;东数西算(算力);芯片概念;阿里巴巴概念;腾讯概念;抖音概念(字节概念);信创;百度概念;人工智能;DeepSeek概念;同花顺中特估100;沪股通;融资融券,688041
17,33,002006.SZ,碳纤维;3D打印;人形机器人;新型工业化;机器人概念;低空经济;专精特新;高端装备;商业航天;光伏概念;建筑节能;充电桩;智能物流;数据中心;共同富裕示范区;深股通;融资融券,002006
18,17,600459.SH,黄金概念;小金属概念;金属回收;俄乌冲突概念;西部大开发;固废处理;国企改革;氢能源;芯片概念;军工;脑机接口;燃料电池;华为概念;PM2.5;专精特新;新能源汽车;沪股通;融资融券,600459
12,17,600328.SH,小金属概念;锂电池概念;国企改革;回购增持再贷款概念;央企国企改革;西部大开发;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券,600328
12,33,002095.SZ,AI智能体;虚拟数字人;数据要素;区块链;DeepSeek概念;人工智能;互联网金融;AI应用;跨境电商;统一大市场;深股通;融资融券,002095
4,33,300615.SZ,5G;充电桩;新能源汽车;工业母机,300615
4,22,603377.SH,ST板块;虚拟现实;职业教育;人工智能,603377
12,33,300600.SZ,国产航母;军民融合;军工;商业航天;海工装备;机器人概念;核电;专精特新;国企改革;风电;储能;摘帽,300600
20,17,600629.SH,房屋检测;新型城镇化;装配式建筑;上海国企改革;建筑节能;地下管网;PPP概念;低空经济;水利;乡村振兴;雄安新区;数字孪生;碳中和;创投;国企改革;一带一路;人工智能;数字经济;参股券商;沪股通,600629
16,17,603712.SH,军工信息化;军民融合;卫星导航;商业航天;大飞机;军工;6G概念;无人机;京津冀一体化;DeepSeek概念;高铁;一带一路;国企改革;回购增持再贷款概念;融资融券;沪股通,603712
16,17,600158.SH,赛马概念;足球概念;冰雪产业;体育产业;旅游概念;职业教育;数字经济;京津冀一体化;国企改革;文化传媒概念;在线教育;NFT概念;数据中心;沪股通;融资融券;中字头股票,600158
17,17,600366.SH,稀土永磁;小金属概念;超导概念;特斯拉概念;苹果概念;人形机器人;比亚迪概念;低空经济;消费电子概念;新能源汽车;机器人概念;无线耳机;创投;2025年报预增;共同富裕示范区;沪股通;融资融券,600366
17,17,600372.SH,国产航母;大飞机;军民融合;军工信息化;商业航天;卫星导航;军工;无人机;低空经济;飞行汽车(eVTOL);央企国企改革;传感器;芯片概念;国企改革;沪股通;融资融券;中字头股票,600372
18,33,300853.SZ,新型工业化;机器人概念;传感器;人形机器人;机器视觉;无人机;电力物联网;语音技术;专精特新;人工智能;智能电网;智能穿戴;东数西算(算力);储能;DeepSeek概念;AI眼镜;海工装备;一带一路,300853
4,17,603216.SH,智能家居;参股银行;工业互联网;芯片概念,603216
10,17,688348.SH,光伏概念;绿色电力;储能;人工智能;专精特新;芯片概念;共同富裕示范区;人民币贬值受益;沪股通;融资融券,688348
27,33,300252.SZ,6G概念;商业航天;卫星导航;F5G概念;铜缆高速连接;WiFi 6;光纤概念;军民融合;国产航母;军工;毫米波雷达;5G;共封装光学(CPO);芯片概念;PCB概念;富士康概念;汽车电子;数据中心;东数西算(算力);华为概念;车联网(车路协同);无线耳机;物联网;新能源汽车;人工智能;粤港澳大湾区;深股通,300252
14,33,000909.SZ,国企改革;ST板块;物业管理;换电概念;充电桩;共同富裕示范区;智慧城市;车联网(车路协同);消费电子概念;无人驾驶;智慧政务;元宇宙;云办公;5G,000909
14,17,600151.SH,军民融合;军工;TOPCON电池;央企国企改革;光伏概念;汽车热管理;比亚迪概念;新能源汽车;上海自贸区;国企改革;人民币贬值受益;绿色电力;融资融券;沪股通,600151
44,33,002642.SZ,智慧政务;区块链;数据安全;云计算;华为鲲鹏;网络安全;国资云;信创;百度概念;数据要素;华为昇腾;阿里巴巴概念;腾讯概念;AI智能体;数字乡村;ChatGPT概念;数字经济;多模态AI;智慧城市;互联网金融;DeepSeek概念;东数西算(算力);人工智能;数字孪生;车联网(车路协同);物联网;独角兽概念;虚拟现实;华为概念;智能医疗;星闪概念;京津冀一体化;工业互联网;数据中心;电力物联网;乡村振兴;新型工业化;5G;碳中和;基因测序;华为数字能源;国企改革;AI应用;深股通,002642
8,17,603103.SH,短剧游戏;文化传媒概念;IP经济(谷子经济);AI应用;虚拟现实;共同富裕示范区;沪股通;融资融券,603103
5,33,002066.SZ,核电;央企国企改革;国企改革;碳中和;证金持股,002066
7,151,920075.BJ,AI应用;融资融券;多模态AI;文化传媒概念;IP经济(谷子经济);人工智能;AIGC概念,920075
17,33,300056.SZ,PVDF概念;福建自贸区;海峡两岸;钙钛矿电池;垃圾分类;算力租赁;固废处理;燃料电池;东数西算(算力);污水处理;PPP概念;锂电池概念;金属回收;金属铜;黄金概念;深股通;股权转让(并购重组),300056
12,33,002053.SZ,天然气;页岩气;超超临界发电;绿色电力;西部大开发;国企改革;风电;钠离子电池;储能;证金持股;深股通;融资融券,002053
17,17,603271.SH,钠离子电池;固态电池;宁德时代概念;绿色电力;家用电器;消费电子概念;储能;锂电池概念;高铁;新能源汽车;比亚迪概念;华为概念;PCB概念;数据中心;低空经济;5G;融资融券,603271
7,17,603331.SH,家用电器;共同富裕示范区;人形机器人;新能源汽车;机器人概念;TOPCON电池;光伏概念,603331
4,17,601001.SH,煤炭概念;国企改革;沪股通;融资融券,601001
8,33,301626.SZ,液冷服务器;宁德时代概念;汽车热管理;消费电子概念;汽车电子;华为概念;深股通;融资融券,301626
7,17,600191.SH,2025年报预增;代糖概念;西部大开发;粮食概念;参股银行;参股券商;股权转让(并购重组),600191
16,33,002169.SZ,特高压;宁德时代概念;芯片概念;智能电网;充电桩;数据中心;电力物联网;储能;光伏概念;工业互联网;虚拟电厂;绿色电力;钒电池;碳中和;深股通;融资融券,002169
11,17,605376.SH,金属镍;小金属概念;硅能源;光伏概念;3D打印;锂电池概念;2025年报预增;人民币贬值受益;专精特新;融资融券;沪股通,605376
13,17,603131.SH,卫星导航;商业航天;军工;海工装备;高端装备;新型工业化;工业母机;机器人概念;专精特新;新能源汽车;长三角一体化;人民币贬值受益;沪股通,603131
6,33,002875.SZ,三胎概念;广东自贸区;跨境电商;粤港澳大湾区;IP经济(谷子经济);股权转让(并购重组),002875
12,17,688563.SH,航空发动机;大飞机;军民融合;商业航天;军工;无人机;机器人概念;核电;央企国企改革;国企改革;沪股通;融资融券,688563
8,17,603980.SH,染料;有机硅概念;阿尔茨海默概念;家用电器;仿制药一致性评价;医疗器械概念;创新药;股权转让(并购重组),603980
3,33,002394.SZ,数字经济;创投;一带一路,002394
13,33,001386.SZ,旅游概念;乡村振兴;参股银行;生物质能发电;固废处理;AIGC概念;人工智能;绿色电力;粤港澳大湾区;注册制次新股;深股通;新股与次新股;融资融券,001386
17,17,688227.SH,东数西算(算力);芯片概念;算力租赁;华为欧拉;云计算;信创;华为概念;军工;智慧政务;AI智能体;人工智能;数据要素;区块链;DeepSeek概念;数字经济;互联网金融;融资融券,688227
14,17,600563.SH,超级电容;高压快充;新能源汽车;储能;光伏概念;特高压;人形机器人;军工;柔性直流输电;海峡两岸;福建自贸区;沪股通;融资融券;证金持股,600563
18,33,301031.SZ,2025年报预增;小米概念;数据中心;特斯拉概念;宁德时代概念;小米汽车;新能源汽车;高压快充;专精特新;华为汽车;储能;华为概念;光伏概念;充电桩;风电;西部大开发;深股通;融资融券,301031
9,33,002876.SZ,柔性屏(折叠屏);OLED;消费电子概念;小米概念;智能穿戴;虚拟现实;专精特新;融资融券;深股通,002876
22,17,688292.SH,华为昇腾;华为欧拉;数据安全;华为鲲鹏;网络安全;多模态AI;AI智能体;AIGC概念;数据要素;同花顺新质50;AI应用;车联网(车路协同);商业航天;DeepSeek概念;人工智能;低空经济;5G;互联网金融;无人驾驶;东数西算(算力);6G概念;融资融券,688292
27,33,000016.SZ,星闪概念;无线耳机;存储芯片;网约车;智能穿戴;智能家居;芯片概念;鸿蒙概念;消费电子概念;MiniLED;家用电器;MicroLED概念;人工智能;腾讯概念;工业互联网;5G;DeepSeek概念;创投;PCB概念;海峡两岸;PPP概念;污水处理;国企改革;央企国企改革;深股通;股权转让(并购重组);融资融券,000016
10,17,688166.SH,细胞免疫治疗;减肥药;重组蛋白;创新药;仿制药一致性评价;合成生物;流感;创投;沪股通;融资融券,688166
6,22,605081.SH,雄安新区;污水处理;ST板块;东数西算(算力);乡村振兴;股权转让(并购重组),605081
4,33,002832.SZ,网红经济;体育产业;融资融券;深股通,002832
1,17,603020.SH,烟草,603020
5,33,000037.SZ,固废处理;储能;粤港澳大湾区;核电;2025年报预增,000037
23,33,001266.SZ,新型工业化;物联网;传感器;车联网(车路协同);卫星导航;工业互联网;机器人概念;换电概念;商业航天;农机;汽车电子;智能座舱;无人驾驶;新能源汽车;充电桩;AI智能体;数据中心;人工智能;专精特新;储能;风电;PCB概念;回购增持再贷款概念,001266
19,17,601899.SH,金属锌;黄金概念;金属铅;金属铜;小金属概念;金属钴;盐湖提锂;同花顺出海50;同花顺中特估100;锂电池概念;2025年报预增;同花顺漂亮100;沪股通;融资融券;氢能源;一带一路;国企改革;证金持股;福建自贸区,601899
