所属概念数量,market_code,股票代码,所属概念,code
9,33,000923.SZ,金属铜;回购增持再贷款概念;同花顺中特估100;国企改革;人民币贬值受益;京津冀一体化;雄安新区;融资融券;深股通,000923
14,17,601919.SH,航运概念;俄乌冲突概念;中字头股票;同花顺中特估100;高股息精选;证金持股;沪股通;融资融券;同花顺漂亮100;国企改革;央企国企改革;一带一路;回购增持再贷款概念;人民币贬值受益,601919
15,17,603111.SH,一带一路;新能源汽车;高铁;医疗器械概念;机器人概念;高端装备;新型工业化;无人驾驶;比亚迪概念;充电桩;工业互联网;养老概念;工业母机;智能医疗;沪股通,603111
9,33,002644.SZ,流感;医药电商;肝炎概念;三胎概念;医疗器械概念;农业种植;国企改革;西部大开发;消毒剂,002644
13,33,002441.SZ,智能电网;风电;充电桩;核电;新能源汽车;机器人概念;宁德时代概念;数据中心;物联网;数字经济;职业教育;深股通;融资融券,002441
11,17,600575.SH,煤炭概念;超超临界发电;绿色电力;天然气;国企改革;虚拟电厂;DeepSeek概念;融资融券;机器人概念;股权转让(并购重组);沪股通,600575
14,17,600789.SH,流感;肝炎概念;仿制药一致性评价;创新药;毛发医疗;阿尔茨海默概念;合成生物;宠物经济;消毒剂;国企改革;DeepSeek概念;工业互联网;融资融券;沪股通,600789
9,17,600737.SH,农业种植;新疆振兴;乡村振兴;西部大开发;国企改革;央企国企改革;沪股通;融资融券;中字头股票,600737
15,17,600499.SH,盐湖提锂;宁德时代概念;锂电池概念;人民币贬值受益;新型工业化;光伏建筑一体化;高端装备;机器人概念;同花顺出海50;储能;海工装备;一带一路;充电桩;沪股通;融资融券,600499
15,33,002992.SZ,MiniLED;AI眼镜;消费电子概念;智能座舱;小米概念;智能穿戴;比亚迪概念;无人机;PET铜箔;新能源汽车;固态电池;虚拟现实;华为概念;锂电池概念;深股通,002992
7,33,000056.SZ,租售同权;物业管理;智能物流;物联网;固态电池;芯片概念;融资融券,000056
24,33,300691.SZ,MicroLED概念;汽车电子;智能座舱;智能穿戴;AI眼镜;无人驾驶;虚拟现实;安防;消费电子概念;机器视觉;车联网(车路协同);物联网;毫米波雷达;智能物流;比亚迪概念;华为概念;机器人概念;新能源汽车;智慧城市;无人机;元宇宙;人工智能;深股通;融资融券,300691
3,17,603125.SH,风电;沪股通;融资融券,603125
25,33,002156.SZ,国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;芯片概念;华为海思概念股;共封装光学(CPO);AI PC;消费电子概念;汽车电子;智能座舱;传感器;2025年报预增;智能穿戴;毫米波雷达;比亚迪概念;特斯拉概念;同花顺新质50;人民币贬值受益;物联网;海峡两岸;创投;深股通;融资融券,002156
22,17,600523.SH,成飞概念;军民融合;航空发动机;军工;低空经济;高端装备;汽车热管理;华为汽车;传感器;长安汽车概念;小米汽车;新能源汽车;比亚迪概念;央企国企改革;小米概念;华为概念;国企改革;储能;西部大开发;华为数字能源;融资融券;沪股通,600523
19,17,603666.SH,脑机接口;人形机器人;传感器;医疗器械概念;新型工业化;机器人概念;机器视觉;专精特新;人工智能;华为概念;智能电网;低空经济;无人机;充电桩;腾讯概念;ChatGPT概念;多模态AI;AIGC概念;沪股通,603666
9,17,688247.SH,创新药;流感;仿制药一致性评价;CRO概念;维生素;上海国企改革;国企改革;沪股通;融资融券,688247
16,33,002615.SZ,露营经济;共同富裕示范区;智能家居;一带一路;人民币贬值受益;跨境电商;回购增持再贷款概念;体育产业;星闪概念;华为概念;三胎概念;网红经济;数字经济;IP经济(谷子经济);鸿蒙概念;NFT概念,002615
12,17,601061.SH,金属铜;金属锌;小金属概念;黄金概念;金属镍;超导概念;一带一路;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券,601061
6,33,300150.SZ,安防;水利;京津冀一体化;AIGC概念;高铁;专精特新,300150
4,33,000518.SZ,ST板块;肝炎概念;新型城镇化;医疗器械概念,000518
6,33,002501.SZ,光伏概念;军工;新能源汽车;深股通;融资融券;股权转让(并购重组),002501
13,17,603306.SH,共封装光学(CPO);光刻胶;芯片概念;特斯拉概念;新能源汽车;比亚迪概念;数据中心;机器人概念;回购增持再贷款概念;海峡两岸;沪股通;福建自贸区;融资融券,603306
14,17,600031.SH,同花顺出海50;雅下水电概念;人民币贬值受益;高端装备;无人驾驶;农机;机器人概念;工业互联网;一带一路;同花顺漂亮100;证金持股;沪股通;融资融券;新疆振兴,600031
11,33,002337.SZ,高端装备;机器人概念;智能物流;专精特新;工业互联网;大飞机;京津冀一体化;数字孪生;医疗器械概念;天津自贸区;互联网金融,002337
20,33,002580.SZ,钠离子电池;储能;固态电池;锂电池概念;动力电池回收;雄安新区;高铁;创投;数据中心;华为概念;国企改革;东数西算(算力);军工;液冷服务器;鸿蒙概念;新疆振兴;抖音概念(字节概念);快手概念;深股通;融资融券,002580
9,17,600698.SH,兵装重组概念;高铁;央企国企改革;汽车热管理;新能源汽车;长安汽车概念;国企改革;融资融券;沪股通,600698
13,33,300091.SZ,无人机;军工;高端装备;核电;光热发电;储能;燃料电池;ST板块;污水处理;碳中和;乡村振兴;氢能源;超超临界发电,300091
8,33,000159.SZ,新疆振兴;金属铜;西部大开发;一带一路;光伏概念;乡村振兴;特高压;融资融券,000159
9,33,003038.SZ,金属回收;光伏概念;绿色电力;风电;飞行汽车(eVTOL);低空经济;新能源汽车;人形机器人;专精特新,003038
8,17,605303.SH,存储芯片;新型城镇化;芯片概念;PPP概念;雄安新区;旅游概念;乡村振兴;共同富裕示范区,605303
7,17,603291.SH,人工智能;创投;净水概念;PPP概念;污水处理;一带一路;沪股通,603291
4,151,920970.BJ,融资融券;食品安全;猪肉;专精特新,920970
9,17,603955.SH,宠物经济;雄安新区;PPP概念;新型城镇化;碳中和;旅游概念;特色小镇;机器人概念;股权转让(并购重组),603955
14,33,300477.SZ,金属钴;智能电网;电力物联网;ST板块;锂电池概念;光伏概念;金属镍;小金属概念;储能;充电桩;金属铜;比亚迪概念;新能源汽车;区块链,300477
7,17,600917.SH,天然气;碳交易;沪股通;西部大开发;国企改革;央企国企改革;融资融券,600917
7,151,920035.BJ,云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,920035
12,17,601866.SH,航运概念;同花顺中特估100;参股银行;国企改革;沪股通;融资融券;上海自贸区;回购增持再贷款概念;央企国企改革;储能;数字经济;中字头股票,601866
9,17,603258.SH,手机游戏;电子竞技;网络游戏;AIGC概念;短剧游戏;AI智能体;虚拟现实;创投;沪股通,603258
8,17,688303.SH,硅能源;光伏概念;有机硅概念;新疆振兴;西部大开发;芯片概念;沪股通;融资融券,688303
6,22,603828.SH,ST板块;新型城镇化;PPP概念;建筑节能;装配式建筑;光伏建筑一体化,603828
57,33,002236.SZ,星闪概念;智能座舱;安防;机器视觉;虚拟现实;车联网(车路协同);物联网;人脸识别;智能家居;无人驾驶;鸿蒙概念;传感器;机器人概念;汽车电子;东数西算(算力);人工智能;智慧城市;智慧灯杆;工业互联网;信创;毫米波雷达;新型工业化;网络安全;5G;DeepSeek概念;数字孪生;低空经济;数据安全;数字经济;华为昇腾;数据要素;无人机;数据中心;AI智能体;时空大数据;华为鲲鹏;云计算;多模态AI;智能物流;人民币贬值受益;MiniLED;OLED;MicroLED概念;卫星导航;充电桩;网约车;水利;存储芯片;养老概念;海工装备;智能电网;PPP概念;乡村振兴;AI应用;证金持股;深股通;融资融券,002236
8,17,603567.SH,医药电商;智能医疗;仿制药一致性评价;创新药;流感;黑龙江自贸区;沪股通;融资融券,603567
16,17,688380.SH,MCU芯片;存储芯片;汽车芯片;芯片概念;2025年报预增;消费电子概念;汽车电子;传感器;小米概念;专精特新;人形机器人;机器人概念;长安汽车概念;华为汽车;沪股通;融资融券,688380
8,33,301359.SZ,家用电器;共同富裕示范区;中俄贸易概念;新能源汽车;专精特新;比亚迪概念;汽车电子;融资融券,301359
20,33,002841.SZ,星闪概念;车联网(车路协同);智能座舱;智能家居;人工智能;DeepSeek概念;智能穿戴;机器人概念;小米概念;家用电器;智慧政务;在线教育;AI眼镜;AIGC概念;汽车电子;云办公;物业管理;AI应用;深股通;融资融券,002841
4,22,603838.SH,ST板块;小金属概念;智能家居;人民币贬值受益,603838
19,33,002140.SZ,煤化工概念;光热发电;钛白粉概念;POE胶膜;固废处理;医疗废物处理;氢能源;盐湖提锂;石墨烯;国企改革;可降解塑料;土壤修复;一带一路;PPP概念;污水处理;锂电池概念;融资融券;股权转让(并购重组);深股通,002140
8,17,600371.SH,转基因;玉米;粮食概念;农业种植;化肥;乡村振兴;黑龙江自贸区;回购增持再贷款概念,600371
9,17,600763.SH,牙科医疗;民营医院;医美概念;辅助生殖;智能医疗;DeepSeek概念;AI应用;沪股通;融资融券,600763
9,17,688433.SH,3D打印;商业航天;飞行汽车(eVTOL);低空经济;高端装备;专精特新;机器人概念;沪股通;融资融券,688433
8,17,603729.SH,文化传媒概念;抖音概念(字节概念);小红书概念;网红经济;数据要素;旅游概念;华为概念;上海自贸区,603729
14,33,002343.SZ,短剧游戏;文化传媒概念;手机游戏;IP经济(谷子经济);AI语料;AIGC概念;元宇宙;腾讯概念;旅游概念;虚拟现实;AI应用;京津冀一体化;创投;国企改革,002343
9,17,688605.SH,中芯国际概念;光刻机;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券,688605
7,17,603338.SH,人民币贬值受益;高端装备;机器人概念;一带一路;军民融合;沪股通;融资融券,603338
14,33,301348.SZ,存储芯片;先进封装;第三代半导体;芯片概念;消费电子概念;新能源汽车;锂电池概念;粤港澳大湾区;华为概念;数据中心;无人机;东数西算(算力);深股通;融资融券,301348
10,151,920425.BJ,2025年报预增;西部大开发;融资融券;苹果概念;机器视觉;消费电子概念;机器人概念;专精特新;MiniLED;AI眼镜,920425
7,17,603299.SH,NMN概念;天然气;国企改革;钠离子电池;储能;沪股通;融资融券,603299
8,151,920665.BJ,核污染防治;海峡两岸;高铁;融资融券;商业航天;光伏概念;专精特新;PCB概念,920665
14,33,300623.SZ,汽车芯片;中芯国际概念;第三代半导体;芯片概念;汽车电子;5G;专精特新;新能源汽车;高压快充;充电桩;柔性直流输电;深股通;股权转让(并购重组);融资融券,300623
19,33,000528.SZ,雅下水电概念;回购增持再贷款概念;海工装备;农机;高端装备;一带一路;国企改革;中俄贸易概念;无人驾驶;核电;机器人概念;水利;西部大开发;新型城镇化;风电;DeepSeek概念;新疆振兴;深股通;融资融券,000528
23,33,000021.SZ,存储芯片;先进封装;第三代半导体;芯片概念;共封装光学(CPO);汽车电子;超级电容;新能源汽车;无人机;机器人概念;物联网;人民币贬值受益;智能电网;储能;智能物流;医疗器械概念;虚拟电厂;央企国企改革;区块链;数字经济;国企改革;深股通;融资融券,000021
7,33,300701.SZ,传感器;小米概念;机器视觉;智能家居;物联网;安防;股权转让(并购重组),300701
14,33,002659.SZ,智谱AI;在线教育;百度概念;职业教育;腾讯概念;人工智能;数字经济;京津冀一体化;华为概念;足球概念;体育产业;冰雪产业;国企改革;股权转让(并购重组),002659
25,17,600967.SH,军民融合;军工;无人机;核电;高端装备;央企国企改革;高铁;农机;数字孪生;人工智能;减速器;无人驾驶;机器人概念;风电;西部大开发;中俄贸易概念;工业互联网;物联网;人形机器人;新能源汽车;氢能源;储能;国企改革;沪股通;融资融券,600967
6,17,688553.SH,CRO概念;重组蛋白;创新药;仿制药一致性评价;西部大开发;融资融券,688553
5,33,002234.SZ,养鸡;生态农业;预制菜;生物质能发电;融资融券,002234
15,33,300656.SZ,汽车芯片;电子身份证;芯片概念;第三代半导体;传感器;机器视觉;华为概念;人工智能;无人机;海峡两岸;比亚迪概念;粤港澳大湾区;光伏概念;储能;特高压,300656
8,33,300573.SZ,2025年报预增;创新药;眼科医疗;民营医院;医药电商;智能医疗;融资融券;深股通,300573
8,33,002054.SZ,专精特新;2025年报预增;创投;有机硅概念;参股银行;合成生物;参股券商;融资融券,002054
3,33,000430.SZ,ST板块;旅游概念;国企改革,000430
9,17,603085.SH,飞行汽车(eVTOL);新能源汽车;比亚迪概念;碳纤维;低空经济;大飞机;商业航天;三胎概念;融资融券,603085
4,33,002674.SZ,海峡两岸;华为汽车;PPP概念;固废处理,002674
16,17,600481.SH,硅能源;光热发电;光伏概念;数据中心;核电;工业互联网;高端装备;DeepSeek概念;储能;超超临界发电;液冷服务器;专精特新;氢能源;碳中和;融资融券;沪股通,600481
11,33,301039.SZ,高端装备;氢能源;新能源汽车;冷链物流;人民币贬值受益;无人驾驶;智能物流;华为概念;统一大市场;融资融券;深股通,301039
28,17,688088.SH,多模态AI;Sora概念(文生视频);AIGC概念;抖音概念(字节概念);虚拟数字人;元宇宙;人脸识别;同花顺新质50;虚拟现实;空间计算;人工智能;安防;MR(混合现实);华为概念;智慧城市;智能座舱;机器视觉;智能穿戴;AI眼镜;小米概念;无人驾驶;芯片概念;机器人概念;消费电子概念;长安汽车概念;AI应用;沪股通;融资融券,688088
9,33,002835.SZ,人脸识别;物联网;智慧城市;安防;人工智能;数字经济;数据安全;网络安全;人民币贬值受益,002835
10,17,600390.SH,信托概念;期货概念;参股保险;参股券商;国企改革;央企国企改革;乡村振兴;创投;沪股通;融资融券,600390
4,17,603356.SH,光伏概念;风电;海工装备;股权转让(并购重组),603356
7,33,300142.SZ,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,300142
