股票代码,所属概念,market_code,code,所属概念数量
002612.SZ,中韩自贸区;毛发医疗;三胎概念;IP经济(谷子经济);网红经济;医美概念;民营医院;C2M概念;医疗器械概念;虚拟数字人;牙科医疗;融资融券;深股通,33,002612,13
301039.SZ,统一大市场;冷链物流;氢能源;智能物流;人民币贬值受益;高端装备;新能源汽车;无人驾驶;华为概念;融资融券;深股通,33,301039,11
920005.BJ,智能穿戴;AI眼镜;海峡两岸;专精特新;消费电子概念;汽车热管理;新股与次新股;融资融券;新能源汽车,151,920005,9
688252.SH,芯片概念;消费电子概念;智能穿戴;智能音箱;电子纸;高压快充;海峡两岸;抖音概念(字节概念);人民币贬值受益;沪股通;融资融券,17,688252,11
603458.SH,卫星导航;充电桩;无人驾驶;ETC;换电概念;水利;一带一路;西部大开发;新型城镇化;智慧城市,17,603458,10
300207.SZ,钠离子电池;动力电池回收;两轮车;盐湖提锂;固态电池;锂电池概念;虚拟电厂;储能;换电概念;高压快充;金属回收;石墨烯;新型烟草(电子烟);粤港澳大湾区;低空经济;DeepSeek概念;一带一路;创投;数字经济;数据中心(AIDC);无人机;无线充电;工业互联网;智能家居;人工智能;无线耳机;新能源汽车;小米概念;智能音箱;华为概念;星闪概念;机器人概念;数字孪生;深股通;虚拟现实;华为手机;智能穿戴;消费电子概念;AI眼镜;汽车电子;苹果概念;融资融券,33,300207,42
000029.SZ,深圳国企改革;粤港澳大湾区;物业管理;国企改革;深股通;融资融券,33,000029,6
601567.SH,电力物联网;AI应用;高压氧舱;智能电网;脑机接口;人工智能;智能医疗;充电桩;工业互联网;数据中心(AIDC);风电;储能;养老概念;一带一路;参股银行;三胎概念;光伏概念;民营医院;沪股通;融资融券,17,601567,20
603317.SH,高股息精选;西部大开发;2026中报预增;融资融券;沪股通,17,603317,5
002458.SZ,养鸡;猪肉;乳业;深股通;2026中报预增;融资融券,33,002458,6
603699.SH,核电;可控核聚变;氢能源;一带一路;人民币贬值受益;风电;高股息精选;页岩气;沪股通;融资融券,17,603699,10
600550.SH,柔性直流输电;抽水蓄能;智能电网;虚拟电厂;特高压;超超临界发电;核电;可控核聚变;雄安新区;央企国企改革;京津冀一体化;海峡两岸;国企改革;乡村振兴;2026中报预增;股权转让(并购重组);沪股通;融资融券,17,600550,18
002244.SZ,租售同权;物业管理;特色小镇;证金持股;养老概念;乡村振兴;共同富裕示范区;海峡两岸;深股通;融资融券;固态电池,33,002244,11
920125.BJ,2026中报预增;专精特新;消费电子概念;PCB概念;芯片概念;新能源汽车;先进封装;储能;新股与次新股;融资融券,151,920125,10
002606.SZ,虚拟电厂;特高压;绿色电力;储能;一带一路;专精特新;2026中报预增;深股通;融资融券,33,002606,9
688772.SH,钠离子电池;固态电池;飞行汽车(eVTOL);锂电池概念;低空经济;DeepSeek概念;机器人概念;无人机;人形机器人;人民币贬值受益;储能;粤港澳大湾区;新能源汽车;家用电器;华为概念;华为手机;小米概念;数据中心(AIDC);苹果概念;同花顺果指数;消费电子概念;智能穿戴;融资融券;沪股通,17,688772,24
601666.SH,煤炭概念;煤化工概念;证金持股;国企改革;沪股通;融资融券,17,601666,6
001382.SZ,特高压;智能电网;风电;核电;储能;光伏概念;机器人概念;深股通;融资融券,33,001382,9
600801.SH,水泥概念;雅下水电概念;一带一路;2026一季报预增;沪股通;融资融券;2026中报预增,17,600801,7
002379.SZ,股权转让(并购重组);金属回收;深股通;融资融券,33,002379,4
603843.SH,赛马概念;特色小镇;ST板块;盐湖提锂;地下管网;西部大开发;PPP概念;新型城镇化;乡村振兴;固废处理;旅游概念;雅下水电概念;一带一路;小金属概念;水利;金属铜;金属锌;充电桩;光伏概念;智慧政务;算力租赁;东数西算(算力),22,603843,22
300661.SZ,存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;消费电子概念;汽车电子;无线耳机;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通,33,300661,14
002130.SZ,海峡两岸;智能电网;互联网金融;风电;核电;大飞机;充电桩;军工;数据中心(AIDC);华为概念;绿色电力;高压快充;粤港澳大湾区;超导概念;工业互联网;3D打印;同花顺新质50;比亚迪概念;医疗器械概念;新能源汽车;机器人概念;华为海思概念股;消费电子概念;铜缆高速连接;锂电池概念;人形机器人;深股通;融资融券,33,002130,28
002572.SZ,高股息精选;参股券商;养老概念;智能家居;虚拟现实;深股通;融资融券,33,002572,7
300209.SZ,算力租赁;柔性屏(折叠屏);物联网;人民币贬值受益;跨境电商;2026中报预增;深股通,33,300209,8
600352.SH,染料;参股银行;创投;人工智能;沪股通;融资融券,17,600352,6
300167.SZ,股权转让(并购重组);横琴新区;ST板块;氢能源;虚拟数字人;在线教育;智慧城市;智能物流;智慧政务;AI智能体;安防;信创;华为概念;东数西算(算力);数据中心(AIDC);算力租赁;军工,33,300167,17
301025.SZ,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,33,301025,6
000567.SZ,化债概念(AMC概念);海南自贸区;钒电池;2026中报预增;融资融券;深股通,33,000567,6
000632.SZ,ST板块;特色小镇;物业管理;国企改革;露营经济;旅游概念;跨境电商;创投;福建自贸区;海峡两岸,33,000632,10
920239.BJ,智能穿戴;专精特新;锂电池概念;融资融券;人形机器人;钠离子电池;无人机;固态电池;西部大开发;国企改革;储能,151,920239,12
300951.SZ,苹果概念;富士康概念;汽车电子;消费电子概念;智能穿戴;智能座舱;虚拟现实;专精特新;新能源汽车;新型烟草(电子烟);低空经济;锂电池概念;深股通;融资融券,33,300951,14
603059.SH,三胎概念;跨境电商;参股银行;人民币贬值受益,17,603059,4
605376.SH,3D打印;专精特新;光伏概念;锂电池概念;硅能源;金属镍;人民币贬值受益;小金属概念;融资融券;沪股通,17,605376,10
301536.SZ,汽车芯片;芯片概念;消费电子概念;AI眼镜;卫星导航;智能穿戴;汽车电子;传感器;毫米波雷达;东数西算(算力);无人机;小米概念;星闪概念;专精特新;虚拟现实;网络安全;低空经济;机器视觉;海峡两岸;腾讯概念;安防;数据安全;无人驾驶;多模态AI;车联网(车路协同);移动支付;人脸识别;福建自贸区;新能源汽车;人工智能;机器人概念;智能家居;2026中报预增;融资融券;深股通,33,301536,35
301155.SZ,风电;绿色电力;海工装备;深股通;融资融券,33,301155,5
300043.SZ,NFT概念;手机游戏;电子竞技;网络游戏;IP经济(谷子经济);文化传媒概念;云游戏;元宇宙;AI应用;跨境电商;抖音概念(字节概念);鸿蒙概念;三胎概念;腾讯概念;人工智能;数字货币;横琴新区;粤港澳大湾区;人民币贬值受益;华为概念;深股通,33,300043,21
600243.SH,股权转让(并购重组);减速器;ST板块;新型工业化;工业母机;天然气;西部大开发;医疗器械概念,22,600243,8
603037.SH,华为汽车;长安汽车概念;同花顺新质50;小米汽车;特斯拉概念;机器人概念;无人驾驶;新能源汽车;比亚迪概念;专精特新;小米概念;氢能源;储能;股权转让(并购重组),17,603037,14
300444.SZ,柔性直流输电;智能电网;电力物联网;特高压;虚拟电厂;华为数字能源;风电;东数西算(算力);充电桩;数据中心(AIDC);换电概念;高压快充;光伏建筑一体化;海工装备;储能;钒电池;绿色电力;数字孪生;华为概念;光伏概念;人工智能;数字经济;碳中和;工业互联网;新疆振兴;京津冀一体化;高端装备;一带一路;机器人概念;长安汽车概念;比亚迪概念;新能源汽车;锂电池概念;固态电池;股权转让(并购重组);深股通,33,300444,36
600882.SH,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券,17,600882,6
688169.SH,家用电器;机器人概念;人工智能;DeepSeek概念;智能家居;人民币贬值受益;小米概念;同花顺出海50;沪股通;融资融券,17,688169,10
920008.BJ,光纤概念;人工智能;虚拟现实;军工信息化;融资融券;专精特新;军工;西部大开发,151,920008,8
002203.SZ,PET铜箔;小金属概念;金属镍;金属铜;PCB概念;固态电池;锂电池概念;液冷服务器;钒电池;特斯拉概念;华为概念;绿色电力;参股银行;深股通;融资融券,33,002203,15
600418.SH,DeepSeek概念;车联网(车路协同);百度概念;换电概念;工业互联网;华为汽车;低空经济;国企改革;飞行汽车(eVTOL);无人驾驶;华为概念;智能座舱;新能源汽车;沪股通;融资融券,17,600418,15
605196.SH,一带一路;中俄贸易概念;人民币贬值受益;工业互联网;海工装备;智能电网;光伏概念;沪股通,17,605196,8
301205.SZ,共封装光学(CPO);5G;芯片概念;数据中心(AIDC);人民币贬值受益;深股通;融资融券,33,301205,7
920037.BJ,无人机;特高压;智能电网;军工;专精特新;融资融券;中俄贸易概念,151,920037,7
000415.SZ,参股保险;人民币贬值受益;雄安新区;西部大开发;低空经济;飞行汽车(eVTOL);新疆振兴;深股通;融资融券,33,000415,9
920274.BJ,海峡两岸;融资融券;国企改革;锂电池概念;专精特新,151,920274,5
603027.SH,西部大开发;融资融券;沪股通,17,603027,3
920371.BJ,预制菜;融资融券,151,920371,2
301270.SZ,数字水印;AI视频;鸿蒙概念;AIGC概念;数据要素;抖音概念(字节概念);云计算;腾讯概念;AI应用;阿里巴巴概念;知识产权保护;DeepSeek概念;人工智能;华为概念;小米概念;华为汽车;IP经济(谷子经济);融资融券,33,301270,18
000739.SZ,流感;创新药;仿制药一致性评价;减肥药;CRO概念;合成生物;宠物经济;医美概念;养老概念;共同富裕示范区;AIGC概念;AI智能体;工业互联网;深股通;融资融券,33,000739,15
301052.SZ,AIGC概念;AI应用;数据要素;文化传媒概念;元宇宙;数字经济;人工智能;IP经济(谷子经济);网红经济;三胎概念;融资融券,33,301052,11
300347.SZ,CRO概念;生物疫苗;创新药;医疗器械概念;智能医疗;AIGC概念;深股通;融资融券,33,300347,8
300621.SZ,装配式建筑;建筑节能;新型城镇化;雄安新区;横琴新区;粤港澳大湾区;光伏建筑一体化;国企改革;华为概念;风电;芯片概念,33,300621,11
000839.SZ,网络安全;智慧政务;AI语料;数据要素;AI智能体;AI应用;虚拟数字人;人工智能;文化传媒概念;DeepSeek概念;互联网金融;创投;京津冀一体化;物业管理;乡村振兴;国企改革;深股通;多模态AI,33,000839,18
600298.SH,人造肉;NMN概念;维生素;合成生物;国企改革;沪股通;融资融券,17,600298,7
600686.SH,国企改革;福建自贸区;智能物流;氢能源;海峡两岸;燃料电池;长安汽车概念;车联网(车路协同);安防;百度概念;无人驾驶;新能源汽车;华为概念;融资融券;2026中报预增;沪股通,17,600686,16
300417.SZ,物联网;专精特新;碳中和;股权转让(并购重组),33,300417,4
301595.SZ,商业航天;智能家居;露营经济;专精特新;跨境电商;深股通;融资融券,33,301595,7
600985.SH,煤炭概念;煤化工概念;超超临界发电;绿色电力;国企改革;民爆概念;华为概念;融资融券;沪股通,17,600985,9
603393.SH,俄乌冲突概念;天然气;页岩气;煤炭概念;新疆振兴;西部大开发;融资融券;沪股通,17,603393,8
300085.SZ,华为鲲鹏;数字货币;语音技术;互联网金融;数据确权;信创;百度概念;数据要素;区块链;AI应用;人工智能;华为概念;碳中和;跨境电商;粤港澳大湾区;参股券商;机器人概念;5G;深股通;股权转让(并购重组);融资融券,33,300085,21
600710.SH,航运概念;土壤修复;央企国企改革;阿里巴巴概念;污水处理;创投;光伏建筑一体化;固废处理;乡村振兴;国企改革;工业互联网;人民币贬值受益;机器人概念;数据中心(AIDC);华为数字能源;新能源汽车;可降解塑料;高股息精选;储能;光伏概念;沪股通;融资融券,17,600710,23
920976.BJ,智能家居;物联网;人脸识别;融资融券;跨境电商;安防;智能医疗;数据安全;网络安全,151,920976,9
605077.SH,合成生物;玉米;高股息精选;代糖概念;沪股通,17,605077,5
605089.SH,预制菜;冷链物流,17,605089,2
920419.BJ,一带一路;融资融券;宠物经济;IP经济(谷子经济);人民币贬值受益,151,920419,5
605499.SH,数字经济;粤港澳大湾区;融资融券;沪股通,17,605499,4
300783.SZ,预制菜;网红经济;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,33,300783,9
603087.SH,创新药;减肥药;眼科医疗;医疗器械概念;智能医疗;虚拟数字人;沪股通;融资融券,17,603087,8
300533.SZ,手机游戏;网络游戏;IP经济(谷子经济);创投;阿里巴巴概念;人民币贬值受益;粤港澳大湾区;新能源汽车;深股通,33,300533,9
001301.SZ,石墨电极;锂电池概念;宁德时代概念;储能;京津冀一体化;专精特新;融资融券;深股通,33,001301,8
603988.SH,新能源汽车;储能;风电;股权转让(并购重组);沪股通,17,603988,5
603711.SH,互联网金融;共同富裕示范区;创投;沪股通,17,603711,4
000951.SZ,高股息精选;减速器;深股通;绿色电力;冷链物流;无人驾驶;燃料电池;国企改革;新能源汽车;氢能源;融资融券,33,000951,11
688208.SH,人形机器人;传感器;机器人概念;无人驾驶;汽车电子;毫米波雷达;高压快充;新能源汽车;专精特新;华为概念;无人机;充电桩;AI智能体;人民币贬值受益;AI应用;储能;人工智能;DeepSeek概念;跨境电商;沪股通;融资融券,17,688208,21
601101.SH,煤炭概念;煤化工概念;高股息精选;国企改革;融资融券;2026中报预增;沪股通,17,601101,7
301552.SZ,军民融合;军工;血氧仪;低空经济;专精特新;比亚迪概念;新能源汽车;小米汽车;特斯拉概念;医疗器械概念;华为概念;小米概念;融资融券,33,301552,13
001283.SZ,钠离子电池;固态电池;动力电池回收;两轮车;锂电池概念;新型烟草(电子烟);储能;人形机器人;比亚迪概念;小米概念;新能源汽车;人民币贬值受益;AI眼镜;机器人概念;AI PC;智能穿戴;消费电子概念;粤港澳大湾区;数据中心(AIDC);人工智能;深股通,33,001283,21
600123.SH,煤炭概念;煤化工概念;化肥;国企改革;沪股通;融资融券,17,600123,6
002611.SZ,人形机器人;新型工业化;无人机;机器人概念;军工;3D打印;多模态AI;高端装备;工业互联网;智能物流;物联网;人工智能;数字经济;华为概念;水利;一带一路;毫米波雷达;核电;人民币贬值受益;粤港澳大湾区;可控核聚变;英伟达概念;牙科医疗;深股通;2026中报预增;融资融券,33,002611,26
689009.SH,两轮车;跨境电商;DeepSeek概念;人工智能;机器人概念;国产操作系统;车联网(车路协同);储能;小米概念;英伟达概念;融资融券,17,689009,11
