股票代码,所属概念,market_code,code,所属概念数量
301168.SZ,锂电池概念;固态电池;专精特新;光伏概念;比亚迪概念;绿色电力;深股通;融资融券,33,301168,8
301096.SZ,创新药;幽门螺杆菌概念;CRO概念;仿制药一致性评价;流感;眼科医疗;毛发医疗;医美概念;医疗器械概念;智能医疗;宠物经济;人工智能;AI应用;深股通;融资融券,33,301096,15
002785.SZ,盐湖提锂;小金属概念;锂电池概念;海峡两岸;福建自贸区;中俄贸易概念;一带一路;核电;俄乌冲突概念;深股通,33,002785,10
002745.SZ,MicroLED概念;MiniLED;PCB概念;光伏概念;小米概念;储能;粤港澳大湾区;智能家居;机器人概念;人民币贬值受益;人工智能;DeepSeek概念;深股通;2026中报预增;融资融券,33,002745,15
300749.SZ,人工智能;智能家居;海工装备;家用电器;商业航天,33,300749,5
688096.SH,云计算;东数西算(算力);人工智能;算力租赁;超导概念;DeepSeek概念;污水处理;融资融券,17,688096,8
603150.SH,PCB概念;毫米波雷达;稀土永磁;汽车电子;传感器;无人驾驶;比亚迪概念;新能源汽车;军工;家用电器;可降解塑料;创投;一带一路;冷链物流,17,603150,14
300225.SZ,消费电子概念;创投;摘帽,33,300225,3
688117.SH,CRO概念;创新药;减肥药;辅助生殖;三胎概念;西部大开发;中俄贸易概念;沪股通;融资融券,17,688117,9
688609.SH,WiFi 6;星闪概念;智能音箱;物联网;智慧灯杆;量子科技;传感器;网络安全;5G;虚拟现实;华为昇腾;数字孪生;数据安全;东数西算(算力);人脸识别;华为概念;消费电子概念;信创;安防;数据中心(AIDC);智慧政务;智慧城市;华为盘古;智能家居;鸿蒙概念;元宇宙;机器人概念;人工智能;粤港澳大湾区;移动支付;ChatGPT概念;工业互联网;充电桩;智能电网;低空经济;无人机;无人驾驶;军工;DeepSeek概念;储能;水利;智能医疗;共封装光学(CPO);虚拟电厂;养老概念;锂电池概念;两轮车;碳交易;光纤概念;融资融券;沪股通,17,688609,51
603378.SH,ST板块;建筑节能;AI智能体;长三角一体化,22,603378,4
603929.SH,中芯国际概念;柔性屏(折叠屏);OLED;芯片概念;富士康概念;2026一季报预增;华为概念;海峡两岸;沪股通;2026中报预增,17,603929,10
603198.SH,白酒概念;沪股通;融资融券,17,603198,3
688709.SH,存储芯片;MCU芯片;汽车芯片;芯片概念;商业航天;量子科技;东数西算(算力);军工;无人驾驶;脑机接口;机器人概念;人工智能;人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券,17,688709,18
301217.SZ,PET铜箔;PCB概念;固态电池;宁德时代概念;5G;锂电池概念;比亚迪概念;储能;国企改革;2026中报预增;深股通;融资融券,33,301217,12
601319.SH,同花顺中特估100;中字头股票;蚂蚁集团概念;国企改革;融资融券;沪股通,17,601319,6
001270.SZ,6G概念;卫星导航;商业航天;第三代半导体;军工信息化;军民融合;5G;芯片概念;军工;专精特新;共同富裕示范区;融资融券;深股通;摘帽,33,001270,14
300801.SZ,氟化工概念;光刻胶;丙烯酸;固态电池;磷化工;钠离子电池;PEEK材料;消毒剂;锂电池概念;化肥;净水概念;芯片概念;PCB概念;脑机接口;储能;人民币贬值受益;合成生物;工业互联网;2026中报预增;深股通,33,300801,20
000656.SZ,托育服务;三胎概念;物业管理;西部大开发;新型城镇化;电子竞技;摘帽;股权转让(并购重组),33,000656,8
603757.SH,液冷服务器;数据中心(AIDC);空气能热泵;专精特新;储能;商业航天;新能源汽车;高端装备;核电;海工装备;燃料电池;氢能源;水利;沪股通,17,603757,14
920394.BJ,长安汽车概念;华为汽车;体育产业;比亚迪概念;风电;高铁;特高压;融资融券;大飞机;新能源汽车;低空经济;无人机;国企改革;专精特新,151,920394,14
002725.SZ,5G;芯片概念;新能源汽车;碳纤维;人民币贬值受益;燃料电池;中俄贸易概念;一带一路;共同富裕示范区;股权转让(并购重组),33,002725,10
301428.SZ,云计算;数据安全;网络安全;快手概念;抖音概念(字节概念);多模态AI;腾讯概念;华为概念;数据确权;ETC;AI智能体;物联网;数据要素;车联网(车路协同);鸿蒙概念;移动支付;智慧城市;AIGC概念;数字货币;无人驾驶;AI应用;新能源汽车;DeepSeek概念;人工智能;数字经济;互联网金融;网约车;乡村振兴;西部大开发;新疆振兴;宠物经济;机器人概念;融资融券,33,301428,33
301590.SZ,高压快充;数据中心(AIDC);小米概念;换电概念;新能源汽车;充电桩;储能;粤港澳大湾区;深股通;融资融券,33,301590,10
002871.SZ,液冷服务器;数据中心(AIDC);军工;人工智能;军民融合;水利;人民币贬值受益;地下管网;一带一路;俄乌冲突概念,33,002871,10
600165.SH,合成生物;参股银行;ST板块;西部大开发,22,600165,4
603466.SH,AI视频;手机游戏;ChatGPT概念;空间计算;虚拟数字人;AIGC概念;NFT概念;数字孪生;文化传媒概念;数据要素;IP经济(谷子经济);百度概念;元宇宙;数字经济;抖音概念(字节概念);DeepSeek概念;旅游概念;网红经济;人形机器人;乡村振兴;机器人概念;虚拟现实;华为概念;MR(混合现实);商业航天;2026中报预增;融资融券;沪股通,17,603466,28
300943.SZ,芯片概念;传感器;卫星导航;商业航天;汽车热管理;无人机;军工;新能源汽车;核电;智慧城市;军民融合;燃料电池;氢能源;天然气;深股通;股权转让(并购重组);融资融券,33,300943,17
600745.SH,ST板块;同花顺漂亮100;车联网(车路协同);人民币贬值受益;虚拟现实;AI PC;华为概念;无线耳机;智能座舱;小米概念;智能穿戴;数据中心(AIDC);汽车电子;英伟达概念;消费电子概念;同花顺果指数;苹果概念;5G;AI手机;液冷服务器;芯片概念;汽车芯片;先进封装;第三代半导体;股权转让(并购重组),22,600745,25
002865.SZ,钙钛矿电池;TOPCON电池;BC电池;商业航天;光伏概念;海南自贸区;融资融券;深股通,33,002865,8
601100.SH,高端装备;无人驾驶;中国AI 50;同花顺漂亮100;沪股通;融资融券,17,601100,6
920161.BJ,专精特新;新股与次新股;融资融券,151,920161,3
600379.SH,光热发电;氢能源;燃料电池;虚拟电厂;西部大开发;高铁;智能电网;国企改革;风电;储能;央企国企改革;特高压;军工;芯片概念;融资融券,17,600379,15
301107.SZ,农机;乡村振兴;无人机;机器人概念;西部大开发;专精特新;新能源汽车;氢能源;传感器;减速器;汽车电子;融资融券,33,301107,12
300715.SZ,OLED;芯片概念;光伏概念;专精特新;长三角一体化;光伏建筑一体化;核电;深股通,33,300715,8
300486.SZ,统一大市场;新型工业化;智能物流;数据要素;数字经济;工业互联网;DeepSeek概念;机器视觉;专精特新;数字孪生;人工智能;新能源汽车;机器人概念;物联网;比亚迪概念;宁德时代概念;深股通;股权转让(并购重组),33,300486,18
000700.SZ,人形机器人;华为汽车;特斯拉概念;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;融资融券;智能医疗;参股银行;民营医院;深股通,33,000700,13
688500.SH,小红书概念;算力租赁;AI语料;智慧政务;抖音概念(字节概念);虚拟数字人;AIGC概念;烟草;阿里巴巴概念;AI智能体;东数西算(算力);数据要素;AI应用;华为概念;数字乡村;数据中心(AIDC);智慧城市;人形机器人;数字经济;人工智能;DeepSeek概念;机器人概念;乡村振兴;融资融券,17,688500,24
300166.SZ,算力租赁;MLOps概念;华为昇腾;数字水印;东数西算(算力);云计算;华为欧拉;数据安全;华为鲲鹏;信创;多模态AI;智慧政务;电子身份证;Web3.0;数据中心(AIDC);AI手机;时空大数据;AI语料;ChatGPT概念;互联网保险;鸿蒙概念;数据要素;AIGC概念;AI智能体;区块链;5G;虚拟数字人;数字乡村;元宇宙;华为概念;智慧城市;AI应用;物联网;数字孪生;虚拟现实;虚拟电厂;数字经济;DeepSeek概念;机器视觉;互联网金融;人工智能;工业互联网;新型工业化;职业教育;人形机器人;海工装备;京津冀一体化;碳中和;乡村振兴;深股通;融资融券,33,300166,51
603213.SH,消毒剂;国企改革;共同富裕示范区;石墨烯;氢能源;工业互联网;沪股通;股权转让(并购重组),17,603213,8
002025.SZ,共封装光学(CPO);铜缆高速连接;光纤概念;液冷服务器;5G;卫星导航;商业航天;小米概念;数据中心(AIDC);同花顺新质50;比亚迪概念;机器视觉;军工;华为概念;大飞机;新能源汽车;低空经济;核电;智能物流;西部大开发;央企国企改革;国企改革;深股通;融资融券;东数西算(算力),33,002025,25
002700.SZ,天然气;新疆振兴;西部大开发,33,002700,3
002890.SZ,农机;乡村振兴;专精特新,33,002890,3
301041.SZ,PCB概念;富士康概念;5G;毫米波雷达;数据中心(AIDC);6G概念;专精特新;华为概念;汽车电子;特高压;腾讯概念;粤港澳大湾区;信创;无人机;商业航天;军工;比亚迪概念;百度概念;机器人概念;新型工业化;工业互联网;柔性直流输电;职业教育;创投;中俄贸易概念;智能医疗;虚拟电厂;共封装光学(CPO);融资融券,33,301041,29
300093.SZ,HJT电池;建筑节能;光伏建筑一体化;钙钛矿电池;西部大开发;算力租赁;光伏概念;深股通;风电;绿色电力;摘帽,33,300093,11
600753.SH,ST板块;煤化工概念;换电概念;充电桩;2026中报预增,22,600753,5
920152.BJ,数据中心(AIDC);钙钛矿电池;储能;专精特新;西部大开发;超级电容;风电;动力电池回收;融资融券,151,920152,9
603158.SH,无线充电;智能座舱;汽车电子;液冷服务器;数据中心(AIDC);传感器;汽车热管理;特斯拉概念;华为概念;华为汽车;比亚迪概念;新能源汽车;长安汽车概念;专精特新;储能;空气能热泵;燃料电池;氢能源;沪股通,17,603158,19
600460.SH,国家大基金持股;汽车芯片;第三代半导体;MCU芯片;先进封装;OLED;芯片概念;MiniLED;消费电子概念;汽车电子;智能穿戴;传感器;小米概念;光伏概念;数据中心(AIDC);比亚迪概念;华为概念;新能源汽车;储能;风电;家用电器;长三角一体化;沪股通;融资融券;共同富裕示范区;2026中报预增,17,600460,26
688068.SH,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;京津冀一体化;人工智能;沪股通;融资融券,17,688068,13
600367.SH,固态电池;锂电池概念;钠离子电池;小金属概念;国企改革;西部大开发;玻璃基板;沪股通;融资融券,17,600367,9
688786.SH,柔性屏(折叠屏);消费电子概念;专精特新;3D打印;军工;动力电池回收;特钢概念;新能源汽车;融资融券,17,688786,9
601088.SH,煤炭概念;煤化工概念;高股息精选;中字头股票;同花顺中特估100;证金持股;同花顺漂亮100;国企改革;绿色电力;央企国企改革;沪股通;融资融券,17,601088,12
920096.BJ,机器人概念;专精特新;新股与次新股;融资融券,151,920096,4
300065.SZ,军工信息化;商业航天;军工;国产航母;高端装备;传感器;专精特新;海工装备;云计算;机器人概念;腾讯概念;东数西算(算力);数据要素;数据中心(AIDC);阿里巴巴概念;人工智能;算力租赁;DeepSeek概念;京津冀一体化;风电;深股通;融资融券;股权转让(并购重组),33,300065,23
002728.SZ,肝炎概念;流感;幽门螺杆菌概念;仿制药一致性评价;医药电商;医美概念;NMN概念;深股通,33,002728,8
002012.SZ,储能;烟草;数据要素;碳中和;数字经济;共同富裕示范区;互联网金融,33,002012,7
301222.SZ,人民币贬值受益;工业互联网;融资融券,33,301222,3
300733.SZ,成飞概念;航空发动机;氢能源;军民融合;大飞机;军工;长安汽车概念;机器人概念;西部大开发;新能源汽车;无人机;比亚迪概念;小米概念;减速器;深股通,33,300733,15
300323.SZ,MicroLED概念;第三代半导体;MiniLED;共封装光学(CPO);AI眼镜;消费电子概念;汽车电子;智能穿戴;芯片概念;虚拟现实;华为概念;东数西算(算力);国企改革;深股通;金属回收;融资融券,33,300323,16
301085.SZ,算力租赁;华为昇腾;东数西算(算力);华为鲲鹏;数据中心(AIDC);快手概念;智慧政务;抖音概念(字节概念);百度概念;腾讯概念;阿里巴巴概念;小红书概念;AI智能体;华为概念;AI应用;DeepSeek概念;数字经济;富士康概念;共封装光学(CPO);京津冀一体化;一带一路;深股通;融资融券,33,301085,23
000595.SZ,风电;储能;西部大开发;国企改革;绿色电力;军工;光伏概念;国产航母;摘帽;股权转让(并购重组),33,000595,10
301588.SZ,粤港澳大湾区;人民币贬值受益;商业航天;融资融券,33,301588,4
002902.SZ,F5G概念;共封装光学(CPO);铜缆高速连接;华为海思概念股;5G;第三代半导体;消费电子概念;芯片概念;数据中心(AIDC);汽车电子;智能穿戴;商业航天;华为概念;光伏概念;粤港澳大湾区;新能源汽车;充电桩;储能;海工装备;车联网(车路协同);工业互联网;露营经济;数字经济;一带一路;体育产业;跨境电商;深股通;融资融券,33,002902,28
002490.SZ,页岩气;天然气;国企改革;氢能源;海工装备;深股通;股权转让(并购重组),33,002490,7
001287.SZ,存储芯片;国家大基金持股;WiFi 6;MCU芯片;华为海思概念股;芯片概念;富士康概念;消费电子概念;无线耳机;汽车电子;卫星导航;英伟达概念;毫米波雷达;小米概念;智能座舱;星闪概念;网络安全;比亚迪概念;充电桩;物联网;智能电网;核污染防治;机器视觉;储能;新能源汽车;语音技术;粤港澳大湾区;低空经济;小米汽车;人形机器人;机器人概念;智能家居;数据要素;人工智能;长安汽车概念;DeepSeek概念;智能物流;跨境电商;央企国企改革;国企改革;乡村振兴;2026中报预增;深股通;中字头股票;融资融券,33,001287,45
300528.SZ,短剧游戏;文化传媒概念;国企改革;深股通,33,300528,4
688292.SH,华为昇腾;数据安全;华为欧拉;华为鲲鹏;网络安全;多模态AI;东数西算(算力);AI智能体;数据要素;AIGC概念;AI应用;车联网(车路协同);5G;人工智能;低空经济;DeepSeek概念;同花顺新质50;6G概念;无人驾驶;互联网金融;商业航天;数据中心(AIDC);融资融券,17,688292,23
601728.SH,高股息精选;同花顺中特估100;国资云;国企改革;智慧政务;央企国企改革;数据要素;AI应用;DeepSeek概念;云计算;区块链;物联网;量子科技;中国AI 50;卫星导航;商业航天;数据中心(AIDC);6G概念;5G;中字头股票;融资融券;沪股通,17,601728,22
688337.SH,芯片概念;量子科技;DeepSeek概念;跨境电商;2026中报预增;沪股通;融资融券,17,688337,7
688435.SH,华为欧拉;华为鲲鹏;数据安全;信创;云计算;数据要素;阿里巴巴概念;腾讯概念;数字经济;互联网金融;DeepSeek概念;华为概念;专精特新;融资融券,17,688435,14
300508.SZ,工业母机;人形机器人;新型工业化;机器视觉;机器人概念;高端装备;专精特新;工业互联网;物联网;牙科医疗;信创,33,300508,11
000510.SZ,金属铜;小金属概念;石墨烯;芯片概念;化债概念(AMC概念);西部大开发;融资融券;深股通,33,000510,8
300086.SZ,仿制药一致性评价;流感;幽门螺杆菌概念;医药电商;创新药;肝炎概念;三胎概念;海南自贸区;消毒剂,33,300086,9
002293.SZ,高股息精选;三胎概念;网红经济;深股通;融资融券;智能家居,33,002293,6
688416.SH,存储芯片;汽车芯片;MCU芯片;中芯国际概念;芯片概念;消费电子概念;智能穿戴;小米概念;语音技术;智能家居;人工智能;AIGC概念;沪股通;融资融券,17,688416,14
301218.SZ,智慧政务;数据安全;数据要素;AI应用;水利;人脸识别;阿里巴巴概念;智慧城市;人工智能;空间计算;网络安全;安防;共同富裕示范区;DeepSeek概念;物联网;一带一路;时空大数据;华为概念;机器视觉;传感器;低空经济;机器人概念;人形机器人;数据中心(AIDC);无人机;智能医疗;专精特新;智能电网;卫星导航;股权转让(并购重组);融资融券,33,301218,31
603439.SH,流感;医药电商;三胎概念;阿尔茨海默概念;创新药;西部大开发;专精特新;股权转让(并购重组);沪股通,17,603439,9
002870.SZ,芯片概念;智能座舱;特斯拉概念;汽车电子;人形机器人;比亚迪概念;华为汽车;新能源汽车;机器人概念;飞行汽车(eVTOL);低空经济;长安汽车概念;人民币贬值受益;信创;人工智能;高压快充;充电桩;数字经济;跨境电商;三胎概念;深股通,33,002870,21
300946.SZ,工业母机;人形机器人;新型工业化;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券,33,300946,10
300006.SZ,创新药;细胞免疫治疗;眼科医疗;仿制药一致性评价;幽门螺杆菌概念;医药电商;辅助生殖;肝炎概念;医疗器械概念;西部大开发;知识产权保护;国企改革;深股通;融资融券,33,300006,14
002559.SZ,OLED;芯片概念;光刻胶;工业母机;存储芯片;比亚迪概念;机器视觉;新能源汽车;光伏概念;华为概念;新型工业化;军工;机器人概念;高端装备;信创;工业互联网;军民融合;智能物流;国企改革;深股通,33,002559,20
002518.SZ,液冷服务器;数据中心(AIDC);充电桩;东数西算(算力);光伏概念;储能;比亚迪概念;宁德时代概念;阿里巴巴概念;抖音概念(字节概念);粤港澳大湾区;风电;锂电池概念;海峡两岸;人工智能;一带一路;智能医疗;深股通;融资融券,33,002518,19
603890.SH,AI PC;F5G概念;富士康概念;数据中心(AIDC);小米汽车;华为概念;5G;特斯拉概念;AI眼镜;机器人概念;华为汽车;消费电子概念;汽车电子;新能源汽车;人民币贬值受益;人形机器人;比亚迪概念;液冷服务器;沪股通;融资融券,17,603890,20
002077.SZ,汽车芯片;存储芯片;先进封装;芯片概念;汽车电子;锂电池概念;创投;固废处理;国企改革;2026中报预增;融资融券;深股通,33,002077,12
300620.SZ,共封装光学(CPO);光纤概念;芯片概念;5G;3D打印;量子科技;数据中心(AIDC);商业航天;2026一季报预增;卫星导航;无人驾驶;海工装备;横琴新区;粤港澳大湾区;一带一路;国企改革;2026中报预增;股权转让(并购重组);深股通;融资融券,33,300620,20
688693.SH,第三代半导体;汽车芯片;芯片概念;专精特新;无人机;新能源汽车;充电桩;智能电网;融资融券,17,688693,9
605588.SH,OLED;芯片概念;柔性屏(折叠屏);富士康概念;苹果概念;消费电子概念;华为手机;小米概念;华为概念,17,605588,9
603005.SH,先进封装;光刻机;第三代半导体;汽车芯片;芯片概念;汽车电子;消费电子概念;传感器;新能源汽车;虚拟现实;华为概念;人民币贬值受益;玻璃基板;沪股通;融资融券,17,603005,15
688797.SH,芯片概念;高端装备;国家大基金持股;先进封装;专精特新;OLED;科创次新股;注册制次新股;新股与次新股;融资融券;存储芯片;西部大开发,17,688797,12
002923.SZ,青蒿素;仿制药一致性评价;肝炎概念;创新药;流感;合成生物;猴痘概念;医药电商;幽门螺杆菌概念;医疗器械概念,33,002923,10
920009.BJ,专精特新;基因测序;猴痘概念;流感;宠物经济;人工智能;新股与次新股;融资融券,151,920009,8
301577.SZ,WiFi 6;富士康概念;5G;数据中心(AIDC);小米概念;专精特新;无人驾驶;比亚迪概念;海峡两岸;新能源汽车;高压快充;充电桩;数字货币;融资融券,33,301577,14
920699.BJ,家用电器;华为概念;融资融券;东数西算(算力);比亚迪概念,151,920699,5
300250.SZ,华为鲲鹏;云办公;数据安全;信创;智慧政务;网络安全;Web3.0;鸿蒙概念;AI智能体;数字乡村;AI应用;东数西算(算力);数字经济;物联网;人工智能;虚拟现实;华为概念;工业互联网;卫星导航;智能家居;5G;WiFi 6;共同富裕示范区;F5G概念;深股通,33,300250,25
603985.SH,算力租赁;英伟达概念;东数西算(算力);智谱AI;核电;海工装备;DeepSeek概念;风电;高端装备;国企改革;2026中报预增;融资融券;沪股通,17,603985,13
603122.SH,猴痘概念;智能医疗;海峡两岸;长三角一体化;人工智能;沪股通,17,603122,6
300905.SZ,染料;足球概念;专精特新;光刻胶;3D打印;深股通;融资融券,33,300905,7
688378.SH,OLED;柔性屏(折叠屏);AI眼镜;光刻胶;钙钛矿电池;虚拟现实;商业航天;2026一季报预增;2026中报预增;沪股通;融资融券,17,688378,11
920693.BJ,液冷服务器;机器人概念;融资融券;专精特新;芯片概念;医疗器械概念;人民币贬值受益,151,920693,7
002714.SZ,猪肉;同花顺漂亮100;合成生物;参股银行;乡村振兴;深股通;融资融券,33,002714,7
002134.SZ,PCB概念;专精特新;新能源汽车;军工;大飞机;天津自贸区;京津冀一体化;2026中报预增;先进封装;深股通,33,002134,10
001225.SZ,一带一路;水泥概念,33,001225,2
688356.SH,创新药;医美概念;医疗器械概念;人民币贬值受益;3D打印;沪股通;融资融券,17,688356,7
688628.SH,芯片概念;核污染防治;PM2.5;专精特新;光伏概念;人民币贬值受益;AI智能体;DeepSeek概念;沪股通;融资融券,17,688628,10
603341.SH,星闪概念;智能音箱;车联网(车路协同);AI PC;物联网;机器人概念;虚拟现实;小米概念;智能座舱;小米汽车;无线耳机;智能穿戴;数字经济;华为概念;AI眼镜;一带一路;空间计算;创投;消费电子概念;汽车电子;5G;无线充电;PCB概念;沪股通;融资融券,17,603341,25
688788.SH,华为昇腾;军工信息化;无人机;军工;无人驾驶;人工智能;粤港澳大湾区;芯片概念;沪股通;融资融券,17,688788,10
603023.SH,EDR概念;车联网(车路协同);黑龙江自贸区;新能源汽车;无人驾驶;国企改革;智能座舱;传感器;汽车电子;股权转让(并购重组),17,603023,10
300975.SZ,存储芯片;MCU芯片;汽车芯片;消费电子概念;AI眼镜;汽车电子;液冷服务器;毫米波雷达;芯片概念;东数西算(算力);数据中心(AIDC);物联网;抖音概念(字节概念);比亚迪概念;宁德时代概念;百度概念;新能源汽车;无人机;海峡两岸;机器人概念;低空经济;飞行汽车(eVTOL);智能物流;创投;一带一路;跨境电商;统一大市场;虚拟现实;OLED;超级电容;深股通;融资融券,33,300975,33
301366.SZ,共封装光学(CPO);华为海思概念股;PCB概念;英伟达概念;苹果概念;芯片概念;汽车电子;智能座舱;5G;商业航天;无人驾驶;无人机;人形机器人;比亚迪概念;数据中心(AIDC);东数西算(算力);华为概念;专精特新;机器人概念;飞行汽车(eVTOL);车联网(车路协同);低空经济;脑机接口;腾讯概念;阿里巴巴概念;人工智能;百度概念;深股通;融资融券,33,301366,29
688331.SH,细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,17,688331,5
301360.SZ,富士康概念;华为手机;苹果概念;芯片概念;消费电子概念;AI眼镜;宁德时代概念;东数西算(算力);专精特新;无线充电;MR(混合现实);固态电池;智能穿戴;华为概念;机器视觉;锂电池概念;腾讯概念;钙钛矿电池;人工智能;融资融券,33,301360,20
002415.SZ,同花顺漂亮100;足球概念;养老概念;证金持股;乡村振兴;国企改革;智能家居;人工智能;智慧城市;数字乡村;央企国企改革;物联网;工业互联网;AI应用;机器人概念;无人机;智慧政务;多模态AI;机器视觉;安防;人脸识别;数据安全;同花顺出海50;无人驾驶;芯片概念;汽车电子;深股通;融资融券;光纤概念;存储芯片,33,002415,29
603435.SH,注册制次新股;柔性直流输电;储能;海峡两岸;特高压;专精特新;新能源汽车;锂电池概念;PET铜箔;新股与次新股;融资融券,17,603435,11
002115.SZ,智慧灯杆;卫星导航;华为概念;专精特新;5G;智慧城市;信创;海工装备;腾讯概念;阿里巴巴概念;6G概念;AIGC概念;抖音概念(字节概念);人工智能;小红书概念;AI应用;快手概念;虚拟数字人;创投;短剧游戏;文化传媒概念;共同富裕示范区;网红经济;2026中报预增;深股通;融资融券,33,002115,26
000628.SZ,汽车芯片;芯片概念;新型城镇化;西部大开发;新能源汽车;创投;物联网;储能;国企改革;数字孪生;PPP概念;智慧城市;智慧政务;数据要素;虚拟电厂;融资融券;深股通,33,000628,17
603507.SH,氢能源;光热发电;风电;海工装备;一带一路;光伏概念;人民币贬值受益;专精特新;机器人概念;商业航天;2026中报预增;沪股通;融资融券,17,603507,13
603825.SH,ST板块;旅游概念;免税店;IP经济(谷子经济);NFT概念;网红经济;文化传媒概念;在线教育;国企改革;数字经济;农村电商;虚拟数字人;AIGC概念;AI视频;区块链;AI应用;数据要素;创投;Web3.0;DeepSeek概念;小红书概念;元宇宙;AI智能体;人工智能;百度概念;腾讯概念;抖音概念(字节概念);机器人概念;人形机器人;华为概念;数据中心(AIDC),22,603825,31
603667.SH,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;高端装备;新能源汽车;大飞机;商业航天;无人机;军工;风电;特钢概念;沪股通;融资融券,17,603667,15
003026.SZ,芯片概念;硅能源;汽车电子;传感器;2026中报预增,33,003026,5
002310.SZ,股权转让(并购重组);生态农业;绿色电力;土壤修复;风电;PPP概念;固废处理;乡村振兴;京津冀一体化;雄安新区;汽车拆解概念;国企改革;储能;污水处理;新型城镇化;水利;金属回收;深股通,33,002310,18
002317.SZ,禽流感;猴痘概念;减肥药;幽门螺杆菌概念;肝炎概念;流感;辅助生殖;仿制药一致性评价;创新药;医药电商;眼科医疗;维生素;NMN概念;智能医疗;医疗器械概念;养老概念;数字经济;粤港澳大湾区;深股通;融资融券,33,002317,20
920136.BJ,比亚迪概念;2026中报预增;新股与次新股;融资融券;专精特新,151,920136,6
688056.SH,光刻胶;食品安全;芯片概念;核污染防治;融资融券,17,688056,5
300623.SZ,汽车芯片;第三代半导体;中芯国际概念;芯片概念;5G;汽车电子;高压快充;柔性直流输电;充电桩;专精特新;新能源汽车;深股通;股权转让(并购重组);融资融券,33,300623,14
000925.SZ,数字水印;算力租赁;东数西算(算力);数据中心(AIDC);芯片概念;卫星导航;先进封装;时空大数据;高铁;商业航天;华为概念;信创;数据确权;无人机;车联网(车路协同);无人驾驶;智慧城市;元宇宙;多模态AI;ChatGPT概念;机器视觉;低空经济;数据要素;数字经济;数字孪生;工业互联网;人工智能;虚拟数字人;机器人概念;一带一路;空间计算;医疗器械概念;乡村振兴;合成生物;深股通,33,000925,35
605006.SH,PCB概念;风电;国企改革;2026中报预增;沪股通,17,605006,5
300782.SZ,WiFi 6;先进封装;6G概念;芯片概念;无线耳机;消费电子概念;5G;智能穿戴;小米概念;卫星导航;商业航天;虚拟现实;物联网;智能家居;人民币贬值受益;同花顺漂亮100;第三代半导体;融资融券;深股通,33,300782,19
300886.SZ,烟草;人民币贬值受益;融资融券,33,300886,3
300504.SZ,F5G概念;WiFi 6;光纤概念;华为海思概念股;5G;AI眼镜;虚拟现实;华为概念;物联网;商业航天;星闪概念;智能家居;鸿蒙概念;西部大开发,33,300504,14
603151.SH,乡村振兴;股权转让(并购重组),17,603151,2
301252.SZ,液冷服务器;专精特新;数据中心(AIDC);空气能热泵;新能源汽车;汽车热管理;人形机器人;长安汽车概念;冷链物流;深股通;融资融券,33,301252,11
300983.SZ,新型城镇化;深股通;融资融券,33,300983,3
301265.SZ,稀土永磁;2026一季报预增;存储芯片;芯片概念;金属回收;金属钴;汽车拆解概念;小金属概念;金属铜;百度概念;金属镍;黄金概念;固废处理;深股通;融资融券,33,301265,15
300005.SZ,露营经济;三胎概念;足球概念;跨境电商;冰雪产业;体育产业;MicroLED概念;柔性屏(折叠屏);AI眼镜;MiniLED;OLED;机器人概念;消费电子概念;智能穿戴;芯片概念;京津冀一体化;商业航天;汽车芯片;MCU芯片;融资融券;2026中报预增;深股通,33,300005,22
688450.SH,光纤概念;MR(混合现实);柔性直流输电;风电;智能电网;传感器;物联网;地下管网;机器人概念;工业互联网;人工智能;融资融券,17,688450,12
920222.BJ,一带一路;新股与次新股;融资融券;高铁;专精特新,151,920222,5
301209.SZ,光刻胶;专精特新;染料;光刻机;深股通;融资融券,33,301209,6
603139.SH,牙科医疗;NMN概念;医疗器械概念;农业种植;毛发医疗;乡村振兴;西部大开发;幽门螺杆菌概念;合成生物;三胎概念;流感;医药电商;肝炎概念;算力租赁;东数西算(算力);股权转让(并购重组),17,603139,16
300557.SZ,光纤概念;传感器;可控核聚变;专精特新;小米概念;军工;数据中心(AIDC);安防;物联网;核电;车联网(车路协同);人工智能;央企国企改革;国企改革,33,300557,14
688247.SH,流感;维生素;仿制药一致性评价;创新药;CRO概念;上海国企改革;国企改革;沪股通;融资融券,17,688247,9
603112.SH,工业互联网;新能源汽车;DeepSeek概念;机器人概念;3D打印;光伏概念;绿色电力;沪股通,17,603112,8
301290.SZ,血氧仪;医疗器械概念;重组蛋白;融资融券,33,301290,5
300475.SZ,存储芯片;芯片概念;东数西算(算力);数据中心(AIDC);2026一季报预增;抖音概念(字节概念);腾讯概念;粤港澳大湾区;阿里巴巴概念;人民币贬值受益;家用电器;2026中报预增;深股通;融资融券,33,300475,14
605296.SH,猪肉;预制菜;乡村振兴;西部大开发;沪股通,17,605296,5
