market_code,所属概念,股票代码,code,所属概念数量
33,太赫兹;军工信息化;商业航天;卫星导航;军民融合;大飞机;6G概念;军工;无人机;低空经济;毫米波雷达;车联网(车路协同);5G;无人驾驶;人工智能;东数西算(算力);数据要素;芯片概念;华为概念;京津冀一体化;DeepSeek概念;汽车电子;比亚迪概念;存储芯片;养老概念;深股通;融资融券,002413.SZ,002413,27
151,融资融券;基因测序;合成生物;专精特新,920685.BJ,920685,4
33,高压快充;先进封装;光刻机;ST板块;机器人概念;储能;污水处理;芯片概念;国企改革;股权转让(并购重组),002816.SZ,002816,10
151,西部大开发;融资融券,920433.BJ,920433,2
17,生物质能发电;绿色电力;抽水蓄能;碳中和;光伏建筑一体化;风电;华为数字能源;储能;光伏概念;国企改革;航运概念;共同富裕示范区;统一大市场;华为概念;沪股通,600982.SH,600982,15
17,俄乌冲突概念;天然气;固态电池;中芯国际概念;氢能源;碳中和;光伏概念;存储芯片;锂电池概念;可控核聚变;第三代半导体;燃料电池;核电;商业航天;回购增持再贷款概念;芯片概念;专精特新;长三角一体化;冷链物流;沪股通;融资融券,688106.SH,688106,21
33,俄乌冲突概念;股权转让(并购重组);天然气;氢能源;地下管网;碳中和;国企改革;碳交易;一带一路;海工装备;污水处理;垃圾分类;人民币贬值受益;云计算;融资融券,002554.SZ,002554,15
17,养鸡;预制菜;C2M概念;福建自贸区;海峡两岸;乡村振兴;回购增持再贷款概念;沪股通;融资融券,603668.SH,603668,9
17,BC电池;TOPCON电池;钙钛矿电池;光伏概念;芯片概念;高端装备;固态电池;机器视觉;共封装光学(CPO);储能;锂电池概念;沪股通;融资融券,688516.SH,688516,13
17,光伏建筑一体化;硅能源;钙钛矿电池;绿色电力;TOPCON电池;光伏概念;5G;融资融券,600537.SH,600537,8
33,动物疫苗;禽流感;代糖概念;合成生物;宠物经济;粮食概念;玉米;西部大开发;污水处理;人工智能;深股通,002688.SZ,002688,11
33,海峡两岸;PPP概念;水利;乡村振兴;海工装备;装配式建筑;地下管网;新型城镇化;低空经济;污水处理;跨境电商;智慧城市;创投;国企改革;垃圾分类;数字经济;新能源汽车;充电桩;智慧政务;风电;DeepSeek概念;光伏概念;绿色电力;深股通,000753.SZ,000753,24
33,虚拟电厂;电力物联网;智能电网;柔性直流输电;特高压;充电桩;网络安全;数据安全;数据中心;风电;多模态AI;光伏建筑一体化;储能;光伏概念;绿色电力;数字孪生;物联网;数字经济;DeepSeek概念;5G;低空经济;人工智能;无人机;新型工业化;机器人概念;专精特新;AI应用;深股通;融资融券,301179.SZ,301179,29
33,可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备,300191.SZ,300191,7
17,可燃冰;俄乌冲突概念;页岩气;天然气;央企国企改革;国企改革;碳中和;氢能源;一带一路;雄安新区;海工装备;融资融券;沪股通,600871.SH,600871,13
33,液冷服务器;富士康概念;第三代半导体;WiFi 6;数据中心;消费电子概念;无人机;华为概念;光伏概念;比亚迪概念;充电桩;海峡两岸;储能;阿里巴巴概念;智能家居;一带一路;深股通;融资融券,300870.SZ,300870,18
33,空气能热泵;新能源汽车;汽车热管理;注册制次新股;比亚迪概念;储能;专精特新;特斯拉概念;机器人概念;液冷服务器;数据中心;人民币贬值受益;工业互联网;新股与次新股;融资融券,301560.SZ,301560,15
22,页岩气;俄乌冲突概念;天然气;ST板块;人民币贬值受益,600777.SH,600777,5
17,同花顺中特估100;高股息精选;证金持股;跨境支付(CIPS);沪股通;融资融券,601288.SH,601288,6
33,猪肉;同花顺漂亮100;乡村振兴;参股银行;合成生物;深股通;融资融券;回购增持再贷款概念,002714.SZ,002714,8
17,天然气;俄乌冲突概念;煤化工概念;高股息精选;沪股通;融资融券;氢能源;雄安新区;燃料电池;DeepSeek概念;股权转让(并购重组),600803.SH,600803,11
151,参股银行;新股与次新股;融资融券,920188.BJ,920188,3
17,回购增持再贷款概念;海工装备;一带一路;智能电网;光伏概念;人民币贬值受益;中俄贸易概念;工业互联网;沪股通,605196.SH,605196,9
33,减肥药;创新药;仿制药一致性评价;医疗器械概念;参股保险;证金持股;深股通;融资融券,002294.SZ,002294,8
33,盐湖提锂;小金属概念;金属钴;动力电池回收;固态电池;化肥;锂电池概念;光伏概念;同花顺漂亮100;储能;特斯拉概念;燃料电池;无线耳机;新能源汽车;消费电子概念;充电桩;无人机;人形机器人;长安汽车概念;低空经济;深股通;融资融券,002460.SZ,002460,22
151,新股与次新股;融资融券;人民币贬值受益,920069.BJ,920069,3
17,页岩气;天然气;航运概念;高股息精选;碳交易;国企改革;氢能源;绿色电力;碳中和;风电;锂电池概念;储能;卫星导航;机器人概念;沪股通;融资融券,600968.SH,600968,16
151,禽流感;融资融券;动物疫苗,920729.BJ,920729,3
37,,300391.SZ,300391,0
33,三胎概念;虚拟数字人;多模态AI;AIGC概念;人民币贬值受益;英伟达概念;东数西算(算力);新疆振兴;融资融券,300901.SZ,300901,9
151,福建自贸区;融资融券;低空经济;人民币贬值受益;航运概念;海峡两岸,920571.BJ,920571,6
17,专精特新;2025年报预增;机器人概念;智能物流;数字孪生;人工智能;东数西算(算力);阿里巴巴概念;融资融券,688215.SH,688215,9
33,共封装光学(CPO);光刻机;先进封装;华为海思概念股;第三代半导体;5G;国家大基金持股;6G概念;太赫兹;消费电子概念;芯片概念;汽车电子;数据中心;新型工业化;传感器;华为概念;无人驾驶;东数西算(算力);百度概念;物联网;人民币贬值受益;独角兽概念;无人机;卫星导航;时空大数据;创投;京津冀一体化;融资融券;深股通,300456.SZ,300456,29
17,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,600773.SH,600773,7
151,回购增持再贷款概念;融资融券;天然气;专精特新;大飞机;氢能源,920014.BJ,920014,6
17,高股息精选;国企改革;西部大开发;氢能源;沪股通;融资融券;充电桩;创投;DeepSeek概念,601107.SH,601107,9
33,重组蛋白;肝炎概念;流感;创新药;辅助生殖;生物疫苗;医疗器械概念;创投;深股通,300485.SZ,300485,9
33,福建自贸区;特色小镇;海峡两岸;物业管理;旅游概念;露营经济;跨境电商;创投;国企改革,000632.SZ,000632,9
17,芯片概念;氢能源;专精特新;商业航天;华为概念;数字孪生;粤港澳大湾区;国企改革;沪股通;融资融券,688548.SH,688548,10
33,语音技术;粤港澳大湾区;物联网;人脸识别;网络安全;ST板块;人工智能;信创;数据安全;区块链;百度概念;互联网金融;AI应用;物业管理;股权转让(并购重组),300561.SZ,300561,15
33,AI应用;医药电商;创新药;智能医疗;养老概念;医疗器械概念;牙科医疗;冷链物流;人工智能;区块链;农业种植;回购增持再贷款概念;华为概念;统一大市场;融资融券,002589.SZ,002589,15
33,生物质能发电;绿色电力;固废处理;PPP概念;污水处理;国企改革;垃圾分类;金属回收;黄金概念;金属铜,002479.SZ,002479,10
17,民营医院;养老概念;细胞免疫治疗;创新药;基因测序;机器人概念;IP经济(谷子经济);物业管理;沪股通;融资融券,600682.SH,600682,10
17,页岩气;俄乌冲突概念;煤炭概念;天然气;煤化工概念;新疆振兴;氢能源;融资融券;碳中和;西部大开发;一带一路;沪股通,600256.SH,600256,12
33,长三角一体化;新型烟草(电子烟);新型工业化;无线充电;苹果概念;比亚迪概念;消费电子概念;无线耳机;汽车电子,300461.SZ,300461,9
33,钠离子电池;固态电池;锂电池概念;储能;高压快充;光伏概念;钒电池;专精特新;碳纤维;光纤概念;融资融券,301349.SZ,301349,11
33,小金属概念;固态电池;锂电池概念;军工;新能源汽车;风电;无人机;机器人概念;大飞机;抽水蓄能;人形机器人;深股通;融资融券;股权转让(并购重组),002176.SZ,002176,14
33,家庭医生;海峡两岸;文化传媒概念;智慧城市;独角兽概念;数字经济;东数西算(算力);人工智能;创投;智能医疗;国企改革;数据中心;充电桩;医疗器械概念;2025年报预增;摘帽,300300.SZ,300300,16
17,MicroLED概念;OLED;汽车电子;消费电子概念;苹果概念;芯片概念;智能穿戴;无线耳机;5G;智能音箱;人形机器人;特斯拉概念;回购增持再贷款概念;沪股通;融资融券,688001.SH,688001,15
33,养鸡;猪肉;深股通;融资融券,300761.SZ,300761,4
17,绿色电力;风电;充电桩;国企改革;央企国企改革;西部大开发;光伏概念;沪股通;融资融券,600505.SH,600505,9
151,宠物经济;可控核聚变;量子科技;智能医疗;医疗器械概念;超导概念;专精特新;光伏概念;融资融券,920300.BJ,920300,9
33,PEEK材料;减速器;人形机器人;特斯拉概念;固态电池;宁德时代概念;比亚迪概念;新能源汽车;锂电池概念;机器人概念;储能;深股通;融资融券,002850.SZ,002850,13
17,绿色电力;证金持股;国企改革;沪股通;融资融券;西部大开发;回购增持再贷款概念;光纤概念,600674.SH,600674,8
17,医疗器械概念;智能医疗;专精特新;沪股通;融资融券,688351.SH,688351,5
151,2025年报预增;芯片概念;融资融券;跨境电商;医疗器械概念;专精特新;智能医疗;人民币贬值受益,920925.BJ,920925,8
17,先进封装;汽车芯片;第三代半导体;芯片概念;汽车电子;传感器;专精特新;比亚迪概念;新能源汽车;无人驾驶;融资融券,688689.SH,688689,11
17,航运概念;统一大市场;自由贸易港;一带一路;海峡两岸;数字经济;DeepSeek概念;数据要素;人工智能;AI智能体;智谱AI;沪股通,603209.SH,603209,12
151,专精特新;融资融券,920931.BJ,920931,2
33,白酒概念;深股通;融资融券;国企改革,000596.SZ,000596,4
151,储能;充电桩;人民币贬值受益;智能电网;一带一路;融资融券;国企改革;西部大开发;央企国企改革,920029.BJ,920029,9
33,磷化工;钛白粉概念;水泥概念;煤炭概念;锂电池概念;固态电池;西部大开发;绿色电力;氢能源;国企改革;回购增持再贷款概念;宁德时代概念;储能;融资融券;深股通,002386.SZ,002386,15
17,PET铜箔;固态电池;宁德时代概念;锂电池概念;PCB概念;军工;比亚迪概念;新能源汽车;无人机;特斯拉概念;核电;储能;粤港澳大湾区;绿色电力;融资融券;股权转让(并购重组);沪股通,600110.SH,600110,17
33,固态电池;小金属概念;锂电池概念;金属锌;金属铅;金属回收;绿色电力;储能;回购增持再贷款概念;参股银行;西部大开发;乡村振兴;创投;职业教育;旅游概念;深股通,001203.SZ,001203,16
17,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,603363.SH,603363,6
33,辅助生殖;肝炎概念;创新药;流感;眼科医疗;维生素;仿制药一致性评价;合成生物;智能医疗;医药电商;工业大麻;医疗器械概念;专精特新;新型烟草(电子烟);转基因;融资融券;深股通,300233.SZ,300233,17
151,专精特新;PET铜箔;光伏概念;融资融券;锂电池概念;核污染防治,920204.BJ,920204,6
151,融资融券;合成生物;DeepSeek概念;医美概念,920123.BJ,920123,4
17,人形机器人;一体化压铸;新能源汽车;长安汽车概念;飞行汽车(eVTOL);比亚迪概念;机器人概念;储能;工业互联网;长三角一体化;光伏概念;低空经济;共同富裕示范区;沪股通,605018.SH,605018,14
17,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,600518.SH,600518,8
151,中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券,920099.BJ,920099,6
17,量子科技;PM2.5;粤港澳大湾区;专精特新;食品安全;医疗器械概念;碳中和;沪股通;融资融券,688622.SH,688622,9
151,医疗器械概念;融资融券;食品安全,920504.BJ,920504,3
17,光纤概念;F5G概念;共封装光学(CPO);特高压;柔性直流输电;液冷服务器;太赫兹;5G;智能电网;6G概念;风电;海工装备;数据中心;芯片概念;新能源汽车;长三角一体化;军工;一带一路;量子科技;水利;华为概念;小米汽车;机器人概念;无人驾驶;人形机器人;创投;智慧城市;网络安全;DeepSeek概念;沪股通;融资融券,600487.SH,600487,31
17,特高压;核电;高端装备;抽水蓄能;风电;军工;无人机;机器人概念;储能;职业教育;低空经济;人工智能;沪股通,605056.SH,605056,13
151,智能物流;AIGC概念;融资融券;机器人概念;无人驾驶;专精特新,920475.BJ,920475,6
33,光纤概念;海峡两岸;无人驾驶;华为概念;虚拟现实;福建自贸区;国企改革;深股通;融资融券,002222.SZ,002222,9
33,生物质能发电;绿色电力;天然气;固废处理;净水概念;空气能热泵;PM2.5;氢能源;雄安新区;生态农业;粤港澳大湾区;家用电器;智能家居;光伏概念;锂电池概念;创投;物联网;工业互联网;人工智能,300335.SZ,300335,19
17,同花顺出海50;沪股通;融资融券;高股息精选;汽车热管理;露营经济;无人驾驶;车联网(车路协同);新能源汽车;冷链物流;燃料电池;DeepSeek概念;动力电池回收;氢能源,600066.SH,600066,14
17,养老概念;医药电商;智能医疗;AI智能体;医疗器械概念;腾讯概念;沪股通;融资融券,603883.SH,603883,8
33,智能物流;工业互联网;机器视觉;一带一路;传感器;参股银行;锂电池概念;物联网;宁德时代概念;数字经济;固态电池;绿色电力;生物质能发电;知识产权保护;证金持股;深股通;融资融券,002073.SZ,002073,17
17,专精特新;工业互联网;融资融券,603391.SH,603391,3
151,阿尔茨海默概念;流感;创新药;融资融券;辅助生殖;CRO概念;减肥药;专精特新;仿制药一致性评价,920017.BJ,920017,9
33,氢能源;高端装备;冷链物流;统一大市场;新能源汽车;人民币贬值受益;智能物流;无人驾驶;华为概念;融资融券;深股通,301039.SZ,301039,11
151,中俄贸易概念;页岩气;专精特新;西部大开发;融资融券;天然气,920260.BJ,920260,6
33,物联网;量子科技;ST板块;WiFi 6;数字孪生;智慧城市;人工智能;乡村振兴;文化传媒概念;农村电商,300555.SZ,300555,10
33,NFT概念;AIGC概念;网络游戏;百度概念;手机游戏;智能音箱;ChatGPT概念;IP经济(谷子经济);人工智能;DeepSeek概念;跨境电商;三胎概念;人民币贬值受益;宠物经济;充电桩;光伏概念;光伏建筑一体化;HJT电池;TOPCON电池;绿色电力,002862.SZ,002862,20
33,换电概念;充电桩;新型工业化;粤港澳大湾区;高压快充;低空经济;储能;两轮车;新能源汽车;5G;核电;光伏概念;比亚迪概念;燃料电池;国企改革;氢能源;深股通;中字头股票;融资融券,301516.SZ,301516,19
33,军民融合;军工信息化;军工;无人机;专精特新;低空经济;西部大开发;卫星导航;飞行汽车(eVTOL);深股通;融资融券,301357.SZ,301357,11
33,俄乌冲突概念;央企国企改革;西部大开发;国企改革;深股通;融资融券;燃料电池;碳交易;工业互联网;新能源汽车,000807.SZ,000807,10
151,人民币贬值受益;融资融券,920422.BJ,920422,2
33,海峡两岸;2025年报预增;农业种植;土地流转;乳业;乡村振兴;IP经济(谷子经济);股权转让(并购重组);深股通;融资融券,300972.SZ,300972,10
17,液冷服务器;数据中心;智慧灯杆;东数西算(算力);空间计算;风电;新能源汽车;换电概念;储能;虚拟现实;智慧城市;人工智能;DeepSeek概念;元宇宙;IP经济(谷子经济);沪股通;股权转让(并购重组),605289.SH,605289,17
