所属概念,market_code,所属概念数量,股票代码,code
人形机器人;毫米波雷达;传感器;汽车电子;无人机;机器人概念;无人驾驶;新能源汽车;专精特新;华为概念;人民币贬值受益;高压快充;人工智能;储能;充电桩;AI智能体;DeepSeek概念;跨境电商;AI应用;沪股通;融资融券,17,21,688208.SH,688208
国家大基金持股;存储芯片;芯片概念;消费电子概念;上海国企改革;国企改革;沪股通;融资融券,17,8,688347.SH,688347
拼多多概念;文化传媒概念;虚拟数字人;AIGC概念;阿里巴巴概念;宠物经济;人工智能;跨境电商;DeepSeek概念;三胎概念;数字经济;虚拟现实;粤港澳大湾区;2025年报预增;回购增持再贷款概念;AI应用;深股通,33,17,003010.SZ,003010
液冷服务器;净水概念;土壤修复;碳中和;污水处理;固废处理;绿色电力;融资融券,17,8,688679.SH,688679
航运概念;俄乌冲突概念;天然气;同花顺中特估100;上海自贸区;一带一路;央企国企改革;回购增持再贷款概念;人民币贬值受益;国企改革;沪股通;融资融券;证金持股;中字头股票,17,14,600026.SH,600026
福建自贸区;海峡两岸;消费电子概念;汽车电子;比亚迪概念;数据中心;新能源汽车;家用电器;光伏概念;充电桩;储能;风电;融资融券,33,13,002729.SZ,002729
5G;铜缆高速连接;工业母机;消费电子概念;比亚迪概念;专精特新;新型烟草(电子烟);无人驾驶;新能源汽车;无人机;深股通;融资融券,33,12,300991.SZ,300991
光刻胶;消费电子概念;专精特新;芯片概念;第三代半导体;光伏概念;燃料电池;机器人概念;氢能源;融资融券,33,10,300700.SZ,300700
MiniLED;先进封装;芯片概念;人形机器人;华为概念;机器人概念;锂电池概念;商业航天;沪股通;融资融券,17,10,688383.SH,688383
2025年报预增;医疗器械概念;专精特新;沪股通;融资融券,17,5,688108.SH,688108
PCB概念;富士康概念;光刻机;汽车电子;5G;消费电子概念;芯片概念;光刻胶;AI眼镜;专精特新;MicroLED概念;比亚迪概念;高端装备;新型工业化;机器视觉;海峡两岸;商业航天;锂电池概念;福建自贸区;人工智能;多模态AI;融资融券,33,22,301568.SZ,301568
网络游戏;手机游戏;电子竞技;NFT概念;AIGC概念;IP经济(谷子经济);元宇宙;鸿蒙概念;腾讯概念;区块链;虚拟现实;人工智能;数字经济;AI应用;华为概念;AI眼镜;深股通;融资融券,33,18,002517.SZ,002517
新能源汽车;燃料电池;无人驾驶;氢能源;减速器;国企改革;冷链物流;高股息精选;深股通;融资融券,33,10,000951.SZ,000951
水泥概念;雅下水电概念;一带一路;沪股通;融资融券,17,5,600801.SH,600801
光刻机;光刻胶;芯片概念;智能穿戴;专精特新;机器视觉;无人驾驶;虚拟现实;人民币贬值受益;眼科医疗;基因测序;沪股通;融资融券,17,13,688502.SH,688502
新能源汽车;安防;风电;股权转让(并购重组),17,4,603819.SH,603819
创新药;仿制药一致性评价;幽门螺杆菌概念;医药电商;流感;融资融券;深股通,33,7,002755.SZ,002755
虚拟数字人;在线教育;多模态AI;AI智能体;腾讯概念;阿里巴巴概念;信创;职业教育;DeepSeek概念;人工智能;AI应用;华为概念;体育产业;西部大开发;深股通,33,15,300559.SZ,300559
融资融券;虚拟现实;消费电子概念;汽车电子;新能源汽车;共封装光学(CPO);传感器;人民币贬值受益;专精特新;PCB概念;AI眼镜,151,11,920821.BJ,920821
固废处理;回购增持再贷款概念;融资融券,17,3,688370.SH,688370
血氧仪;共封装光学(CPO);核污染防治;PM2.5;充电桩;华为鲲鹏;食品安全;储能;DeepSeek概念;AI智能体;物联网;鸿蒙概念;核电;光伏概念;智能医疗;流感;医疗器械概念;智能穿戴;人民币贬值受益;AI眼镜;新能源汽车,33,21,002980.SZ,002980
储能;充电桩;固废处理;垃圾分类;污水处理;智能电网;新能源汽车;PPP概念;核电;回购增持再贷款概念;机器人概念;特色小镇;华为概念;物联网;无人驾驶;智慧城市;云计算;数据要素;深股通;融资融券,33,20,000967.SZ,000967
CRO概念;减肥药;细胞免疫治疗;创新药;智能医疗;专精特新;仿制药一致性评价;人工智能;肝炎概念;华为盘古;宠物经济;回购增持再贷款概念;股权转让(并购重组);融资融券;沪股通,17,15,688621.SH,688621
同花顺出海50;人民币贬值受益;比亚迪概念;长安汽车概念;小米汽车;回购增持再贷款概念;小米概念;沪股通;DeepSeek概念;融资融券,17,10,601058.SH,601058
毫米波雷达;PCB概念;汽车电子;传感器;无人驾驶;比亚迪概念;新能源汽车;稀土永磁;军工;家用电器;创投;一带一路;可降解塑料;冷链物流,17,14,603150.SH,603150
存储芯片;MCU芯片;汽车芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;物联网;人民币贬值受益;光伏概念;锂电池概念;回购增持再贷款概念;融资融券;沪股通,17,16,603986.SH,603986
CRO概念;减肥药;细胞免疫治疗;创新药;流感;人民币贬值受益;西部大开发;新型烟草(电子烟);融资融券;深股通,33,10,300363.SZ,300363
猴痘概念;生物疫苗;流感;肝炎概念;重组蛋白;创新药;减肥药;合成生物;西部大开发;创投;同花顺漂亮100;深股通;融资融券,33,13,300122.SZ,300122
科创次新股;中芯国际概念;芯片概念;注册制次新股;新股与次新股;融资融券,17,6,688785.SH,688785
创新药;西部大开发;沪股通;融资融券,17,4,688443.SH,688443
重组蛋白;融资融券;肝炎概念;细胞免疫治疗;创新药;京津冀一体化;专精特新;三胎概念,151,8,920344.BJ,920344
2025年报预增;医疗器械概念;创新药;医美概念;3D打印;人民币贬值受益;沪股通;融资融券,17,8,688356.SH,688356
液冷服务器;富士康概念;AI PC;消费电子概念;AI手机;AI眼镜;无线充电;小米概念;汽车热管理;小米汽车;专精特新;比亚迪概念;新能源汽车;石墨烯;储能;华为概念;机器人概念;智能家居;一带一路;深股通;融资融券,33,21,301489.SZ,301489
重组蛋白;创新药;生物疫苗;百度概念;沪股通;融资融券,17,6,688520.SH,688520
创新药;人民币贬值受益;同花顺出海50;沪股通;融资融券,17,5,688235.SH,688235
新型城镇化;PPP概念;水利;雅下水电概念;国企改革;一带一路;乡村振兴;西部大开发;新疆振兴;3D打印;医疗器械概念;DeepSeek概念;深股通;融资融券,33,14,002307.SZ,002307
中国AI 50;汽车芯片;先进封装;同花顺新质50;芯片概念;东数西算(算力);国产操作系统;数据中心;阿里巴巴概念;人工智能;沪股通;融资融券,17,12,688256.SH,688256
第三代半导体;光伏概念;减速器;人形机器人;机器视觉;机器人概念;多模态AI;沪股通;融资融券,17,9,688556.SH,688556
创新药;肝炎概念;眼科医疗;沪股通;融资融券,17,5,688566.SH,688566
融资融券;重组蛋白;生物疫苗,151,3,920575.BJ,920575
科创次新股;存储芯片;芯片概念;华为概念;注册制次新股;2025年报预增;长三角一体化;新股与次新股;融资融券,17,9,688809.SH,688809
共同富裕示范区;人民币贬值受益;一带一路;2025年报预增;股权转让(并购重组),33,5,003041.SZ,003041
云办公;财税数字化;华为盘古;中国AI 50;AI智能体;腾讯概念;信创;鸿蒙概念;AI应用;DeepSeek概念;人工智能;数字经济;华为概念;融资融券;沪股通,17,15,603039.SH,603039
股权转让(并购重组);核电,33,2,300478.SZ,300478
金属钴;金属铜;金属锌;金属铅;金属镍;小金属概念;黄金概念;锂电池概念;固废处理;人民币贬值受益;海峡两岸;福建自贸区;绿色电力;沪股通;融资融券;摘帽,17,16,600711.SH,600711
两轮车;人形机器人;跨境电商;人民币贬值受益;2025年报预增;机器人概念;专精特新;无人驾驶;2025三季报预增;深股通;融资融券,33,11,301345.SZ,301345
人形机器人;小米汽车;新能源汽车;比亚迪概念;宁德时代概念;机器人概念;小米概念;飞行汽车(eVTOL);储能;锂电池概念;低空经济;2025三季报预增;2025年报预增;一带一路;深股通;融资融券,33,16,300953.SZ,300953
共封装光学(CPO);F5G概念;光纤概念;5G;芯片概念;数据中心;专精特新;2025年报预增;沪股通;融资融券,17,10,688313.SH,688313
跨境电商;证金持股;大飞机;国企改革;3D打印;同花顺中特估100;央企国企改革;沪股通;融资融券;中字头股票,17,10,600115.SH,600115
共封装光学(CPO);富士康概念;光纤概念;MR(混合现实);芯片概念;苹果概念;华为手机;消费电子概念;小米概念;机器视觉;无人机;人形机器人;数据中心;虚拟现实;华为概念;新型工业化;专精特新;机器人概念;光伏概念;空间计算;宁德时代概念;元宇宙;人工智能;Web3.0;智谱AI;数字经济;AIGC概念;虚拟数字人;2025年报预增;锂电池概念;Sora概念(文生视频);沪股通;融资融券,17,33,688400.SH,688400
液冷服务器;汽车热管理;小米汽车;数据中心;比亚迪概念;新能源汽车;无人机;成飞概念;华为汽车;军工;飞行汽车(eVTOL);华为概念;军民融合;低空经济;长安汽车概念;储能;氢能源;西部大开发;深股通,33,19,300547.SZ,300547
先进封装;芯片概念;液冷服务器;PET铜箔;专精特新;比亚迪概念;军工;宁德时代概念;固态电池;沪股通;融资融券,17,11,688392.SH,688392
固态电池;钠离子电池;宁德时代概念;锂电池概念;绿色电力;储能;高铁;新能源汽车;比亚迪概念;消费电子概念;家用电器;数据中心;华为概念;PCB概念;低空经济;5G;融资融券,17,17,603271.SH,603271
共封装光学(CPO);数据中心;芯片概念;人民币贬值受益;5G;深股通;融资融券,33,7,301205.SZ,301205
阿尔茨海默概念;仿制药一致性评价;民营医院;创新药;流感;CRO概念;西部大开发,17,7,603669.SH,603669
露营经济;宠物经济;三胎概念;跨境电商;医疗器械概念;消毒剂;家用电器;智能家居;西部大开发,33,9,003023.SZ,003023
细胞免疫治疗;减肥药;猴痘概念;辅助生殖;CRO概念;创新药;肝炎概念;幽门螺杆菌概念;仿制药一致性评价;流感;智能医疗;合成生物;医疗器械概念;工业大麻;三胎概念;区块链;人工智能;创投;粤港澳大湾区;华为概念;人民币贬值受益;深股通;融资融券,33,23,300199.SZ,300199
光热发电;天然气;光伏概念;储能;建筑节能;国企改革;医疗器械概念;芯片概念;富士康概念;沪股通;融资融券,17,11,600207.SH,600207
细胞免疫治疗;医美概念;医疗器械概念;眼科医疗;创新药;生物疫苗;专精特新;创投;同花顺新质50,33,9,300238.SZ,300238
创新药;沪股通;融资融券,17,3,688428.SH,688428
云计算;网络安全;华为鲲鹏;东数西算(算力);信创;智慧政务;AI智能体;腾讯概念;阿里巴巴概念;数据要素;时空大数据;百度概念;区块链;抖音概念(字节概念);AIGC概念;元宇宙;数据中心;军工;在线教育;华为概念;智慧城市;安防;DeepSeek概念;人工智能;芯片概念;工业互联网;无线耳机;京津冀一体化;创投;一带一路;AI应用;沪股通;融资融券,17,33,600410.SH,600410
商业航天;卫星导航;军工;军民融合;安防;华为概念;机器视觉;区块链;无人驾驶;专精特新;MicroLED概念;海峡两岸;福建自贸区;机器人概念;光刻机;沪股通;融资融券,17,17,688010.SH,688010
富士康概念;苹果概念;新型烟草(电子烟);智能音箱;特斯拉概念;AI PC;消费电子概念;柔性屏(折叠屏);智能穿戴;机器人概念;无线耳机;虚拟现实;华为概念;人民币贬值受益;元宇宙;海峡两岸;储能;固态电池;沪股通;融资融券,17,20,603626.SH,603626
共封装光学(CPO);MiniLED;先进封装;PCB概念;第三代半导体;富士康概念;苹果概念;华为手机;工业母机;芯片概念;汽车芯片;消费电子概念;高端装备;2025年报预增;比亚迪概念;军工;小米概念;专精特新;新型工业化;机器视觉;锂电池概念;工业互联网;华为概念;深股通;融资融券,33,25,301338.SZ,301338
高端装备;新能源汽车;比亚迪概念;减速器;机器人概念;工业互联网;回购增持再贷款概念;绿色电力;深股通;高股息精选;融资融券,33,11,002283.SZ,002283
细胞免疫治疗;基因测序;辅助生殖;重组蛋白;创新药;牙科医疗;肝炎概念;独角兽概念;融资融券;沪股通,17,10,600645.SH,600645
储能;专精特新;汽车电子,17,3,603115.SH,603115
仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;融资融券;维生素;流感;华为鲲鹏;智能医疗;创新药,151,11,920367.BJ,920367
土地流转;海峡两岸;乳业;农业种植;乡村振兴;2025年报预增;IP经济(谷子经济);股权转让(并购重组);深股通;融资融券,33,10,300972.SZ,300972
创新药;仿制药一致性评价;医疗器械概念;西部大开发;深股通;融资融券,33,6,002653.SZ,002653
人民币贬值受益;深股通;融资融券,33,3,300910.SZ,300910
创新药;猴痘概念;2025年报预增;专精特新;创投;军民融合;知识产权保护;沪股通,17,8,603590.SH,603590
农业种植;冷链物流;一带一路;乡村振兴;国企改革;股权转让(并购重组),17,6,603336.SH,603336
共封装光学(CPO);PCB概念;铜缆高速连接;先进封装;5G;毫米波雷达;MiniLED;华为数字能源;汽车电子;数据中心;新能源汽车;华为概念;华为汽车;一带一路;深股通;融资融券,33,16,300814.SZ,300814
机器人概念;固态电池;氢能源;人民币贬值受益;体育产业,33,5,300819.SZ,300819
共封装光学(CPO);WiFi 6;液冷服务器;中国AI 50;6G概念;5G;东数西算(算力);数据中心;国资云;云办公;网络安全;抖音概念(字节概念);信创;腾讯概念;阿里巴巴概念;小米概念;百度概念;新型工业化;工业互联网;AI智能体;快手概念;AIGC概念;蚂蚁集团概念;人工智能;数字经济;智能医疗;一带一路;AI应用;国企改革;深股通;融资融券,33,31,301165.SZ,301165
飞行汽车(eVTOL);长安汽车概念;无线充电;新能源汽车;低空经济;粤港澳大湾区;华为概念;回购增持再贷款概念;充电桩;高压快充;沪股通;融资融券,17,12,688612.SH,688612
PCB概念;固态电池;宁德时代概念;储能;新能源汽车;高铁;特斯拉概念;汽车热管理;深股通;融资融券,33,10,001359.SZ,001359
汽车芯片;MCU芯片;存储芯片;芯片概念;5G;小米概念;中芯国际概念;专精特新;卫星导航;上海自贸区;沪股通;融资融券,17,12,688691.SH,688691
磷化工;新能源汽车;锂电池概念;比亚迪概念;合成生物;芯片概念;融资融券;沪股通,17,8,603010.SH,603010
商业航天;无人驾驶;6G概念;融资融券;芯片概念;消费电子概念;海工装备;比亚迪概念;核电;核污染防治;先进封装;军工;专精特新,151,13,920438.BJ,920438
科创次新股;CRO概念;AI智能体;基因测序;2025年报预增;人民币贬值受益;注册制次新股;智能医疗;沪股通;新股与次新股;融资融券,17,11,688796.SH,688796
