股票代码,所属概念,code,所属概念数量,market_code
002933.SZ,军民融合;军工;无人机;高端装备;机器人概念;人形机器人;专精特新;海工装备;京津冀一体化;国企改革;2025年报预增,002933,11,33
002299.SZ,养鸡;预制菜;参股银行;食品安全;海峡两岸;2025年报预增;深股通;融资融券,002299,8,33
301283.SZ,2025年报预增;专精特新;人民币贬值受益;粤港澳大湾区;三胎概念;融资融券,301283,6,33
300930.SZ,专精特新;3D打印;柔性屏(折叠屏);海工装备;锂电池概念;宁德时代概念;风电;共同富裕示范区;金属回收;抽水蓄能;融资融券,300930,11,33
920122.BJ,央企国企改革;跨境电商;融资融券;国企改革;中字头股票;三胎概念;京津冀一体化,920122,7,151
603216.SH,智能家居;工业互联网;芯片概念;参股银行,603216,4,17
301259.SZ,算力租赁;人工智能;东数西算(算力);数据中心;新型城镇化;土壤修复;垃圾分类;污水处理;乡村振兴;芯片概念;固废处理;深股通;融资融券,301259,13,33
000514.SZ,物业管理;国企改革;西部大开发,000514,3,33
603908.SH,露营经济;跨境电商;共同富裕示范区;体育产业;一带一路;融资融券,603908,6,17
688327.SH,华为昇腾;华为欧拉;云计算;多模态AI;ChatGPT概念;智慧政务;算力租赁;信创;网络安全;AIGC概念;AI智能体;虚拟数字人;数据确权;鸿蒙概念;东数西算(算力);区块链;元宇宙;人脸识别;DeepSeek概念;智慧城市;人工智能;车联网(车路协同);互联网金融;跨境支付(CIPS);华为概念;智能医疗;AI PC;机器视觉;无人机;无人零售;无人驾驶;芯片概念;机器人概念;智能电网;AI应用;专精特新;养老概念;人形机器人;沪股通;融资融券,688327,40,17
600159.SH,国企改革;京津冀一体化,600159,2,17
600560.SH,新型工业化;工业互联网;国企改革;央企国企改革,600560,4,17
000544.SZ,绿色电力;固废处理;国企改革;污水处理;PPP概念;垃圾分类;水利;机器人概念;深股通;融资融券,000544,10,33
688689.SH,先进封装;汽车芯片;第三代半导体;芯片概念;汽车电子;传感器;专精特新;比亚迪概念;新能源汽车;无人驾驶;融资融券,688689,11,17
920271.BJ,低空经济;融资融券;人民币贬值受益;汽车热管理,920271,4,151
300120.SZ,安防;智慧灯杆;消费电子概念;柔性屏(折叠屏);汽车电子;芯片概念;OLED;海工装备;人民币贬值受益;特高压;PET铜箔;风电;柔性直流输电;深股通,300120,14,33
300952.SZ,人形机器人;比亚迪概念;机器人概念;商业航天;军工;安防;人民币贬值受益;石墨烯;海工装备;体育产业;深股通;融资融券,300952,12,33
300123.SZ,军工信息化;太赫兹;军民融合;商业航天;卫星导航;军工;6G概念;量子科技;海工装备;高端装备;5G;芯片概念;第三代半导体;横琴新区;深股通;融资融券,300123,16,33
300550.SZ,鸿蒙概念;腾讯概念;家庭医生;区块链;人工智能;云计算;DeepSeek概念;智能医疗;AI应用,300550,9,33
600497.SH,金属铅;金属锌;小金属概念;黄金概念;金属回收;央企国企改革;西部大开发;军工;国企改革;光纤概念;沪股通;融资融券,600497,12,17
688466.SH,专精特新;DeepSeek概念;AI智能体;京津冀一体化;净水概念;污水处理;碳中和;融资融券,688466,8,17
002453.SZ,光刻胶;深股通;融资融券,002453,3,33
300697.SZ,金属铜;石墨烯;国企改革;高铁;氢能源;新能源汽车;深股通,300697,7,33
000751.SZ,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;深股通,000751,7,33
688439.SH,商业航天;卫星导航;军工;无人机;低空经济;飞行汽车(eVTOL);人形机器人;芯片概念;专精特新;MCU芯片;第三代半导体;先进封装;央企国企改革;存储芯片;西部大开发;国企改革;沪股通;融资融券,688439,18,17
603151.SH,乡村振兴;回购增持再贷款概念;2025年报预增;股权转让(并购重组),603151,4,17
301571.SZ,卫星导航;商业航天;军工;芯片概念;专精特新;深股通;融资融券,301571,7,33
301007.SZ,减速器;人形机器人;汽车热管理;新能源汽车;专精特新;机器人概念;无人驾驶;无人机;燃料电池;氢能源;深股通;股权转让(并购重组);融资融券,301007,13,33
600229.SH,文化传媒概念;IP经济(谷子经济);短剧游戏;在线教育;AIGC概念;数据要素;独角兽概念;多模态AI;人工智能;虚拟现实;国企改革;融资融券;沪股通,600229,13,17
603183.SH,装配式建筑;新型城镇化;建筑节能;房屋检测;碳中和;职业教育;智慧城市;机器人概念;数据中心,603183,9,17
600825.SH,文化传媒概念;AI语料;独角兽概念;无人零售;创投;上海国企改革;国企改革;融资融券;沪股通,600825,9,17
000050.SZ,MicroLED概念;电子纸;MiniLED;柔性屏(折叠屏);OLED;虚拟现实;智能穿戴;智能座舱;华为概念;消费电子概念;小米概念;苹果概念;芯片概念;汽车电子;智能家居;央企国企改革;回购增持再贷款概念;碳中和;国企改革;深股通;融资融券,000050,21,33
920806.BJ,车联网(车路协同);毫米波雷达;机器视觉;数据要素;新型城镇化;百度概念;融资融券;机器人概念;智慧城市;ETC;国企改革;京津冀一体化;低空经济,920806,13,151
688533.SH,特斯拉概念;比亚迪概念;新能源汽车;汽车电子;芯片概念;华为概念;沪股通;融资融券,688533,8,17
300637.SZ,PCB概念,300637,1,33
600644.SH,天然气;虚拟电厂;绿色电力;充电桩;污水处理;地下管网;光伏概念;储能;参股银行;西部大开发;乡村振兴;沪股通;融资融券,600644,13,17
002587.SZ,MicroLED概念;MiniLED;智慧灯杆;柔性屏(折叠屏);虚拟现实;足球概念;人脸识别;MR(混合现实);物联网;5G;消费电子概念;华为概念;智慧城市;语音技术;机器人概念;粤港澳大湾区;专精特新;元宇宙;体育产业;人工智能;苹果概念;在线教育;数字经济;腾讯概念;信创;智慧政务;区块链;抖音概念(字节概念);英伟达概念;华为鲲鹏;互联网金融;AIGC概念;虚拟数字人;ChatGPT概念;旅游概念;广东自贸区;AI应用,002587,37,33
301551.SZ,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;抖音概念(字节概念);在线教育;百度概念;人工智能;智能音箱;智能医疗;华为概念;国企改革;深股通;融资融券,301551,14,33
920039.BJ,人工智能;碳交易;国企改革;新型城镇化;军工;数据要素;区块链;融资融券;碳中和,920039,9,151
600115.SH,证金持股;跨境电商;大飞机;同花顺中特估100;国企改革;3D打印;央企国企改革;沪股通;融资融券;中字头股票,600115,10,17
688177.SH,创新药;沪股通;融资融券,688177,3,17
688115.SH,WiFi 6;虚拟现实;数字孪生;华为概念;军工;机器视觉;芯片概念;新型工业化;工业互联网;苹果概念;股权转让(并购重组);融资融券,688115,12,17
688550.SH,光刻胶;2025三季报预增;OLED;人民币贬值受益;减肥药;创新药;乡村振兴;西部大开发;钙钛矿电池;国企改革;股权转让(并购重组);沪股通;融资融券,688550,13,17
001696.SZ,军民融合;航空发动机;军工;无人机;商业航天;农机;低空经济;飞行汽车(eVTOL);工业互联网;燃料电池;专精特新;机器人概念;氢能源;储能;数字经济;乡村振兴;两轮车;2025三季报预增;西部大开发;比亚迪概念;新能源汽车;锂电池概念;钠离子电池;深股通;融资融券,001696,25,33
002583.SZ,商业航天;卫星导航;无人机;低空经济;6G概念;量子科技;智慧城市;安防;工业互联网;人工智能;机器人概念;物联网;DeepSeek概念;华为汽车;信创;智慧政务;互联网金融;中俄贸易概念;区块链;一带一路;星闪概念;5G;新能源汽车;粤港澳大湾区;芯片概念;汽车电子;俄乌冲突概念;深股通;融资融券,002583,29,33
300534.SZ,流感;医药电商;创新药;三胎概念;医疗器械概念;食品安全;中俄贸易概念;西部大开发;参股券商;国企改革;专精特新;2025年报预增;股权转让(并购重组),300534,13,33
600097.SH,上海国企改革;上海自贸区;人民币贬值受益;国企改革;航运概念,600097,5,17
603363.SH,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,603363,6,17
301221.SZ,车联网(车路协同);无人驾驶;智能座舱;机器视觉;鸿蒙概念;百度概念;数据安全;卫星导航;智慧政务;国产操作系统;财税数字化;时空大数据;智慧城市;AI智能体;人工智能;华为概念;DeepSeek概念;华为汽车;长安汽车概念;小米汽车;汽车电子;小米概念;机器人概念;新能源汽车;AI应用;2025年报预增;融资融券,301221,27,33
603729.SH,文化传媒概念;抖音概念(字节概念);小红书概念;网红经济;数据要素;旅游概念;华为概念;上海自贸区,603729,8,17
600831.SH,知识产权保护;文化传媒概念;短剧游戏;数据确权;互联网金融;数字乡村;智慧政务;百度概念;腾讯概念;DeepSeek概念;人工智能;国资云;智慧城市;算力租赁;智能家居;华为概念;乡村振兴;PPP概念;东数西算(算力);农村电商;国企改革;数据中心;西部大开发;5G;摘帽,600831,25,17
688173.SH,汽车芯片;AI手机;芯片概念;AI眼镜;消费电子概念;汽车电子;智能座舱;小米概念;智能穿戴;传感器;无线充电;华为概念;专精特新;机器人概念;东数西算(算力);智能家居;粤港澳大湾区;人民币贬值受益;锂电池概念;股权转让(并购重组);沪股通;融资融券,688173,22,17
300454.SZ,云办公;云计算;数据安全;ChatGPT概念;中国AI 50;智慧政务;信创;网络安全;东数西算(算力);DeepSeek概念;英伟达概念;人工智能;数据中心;物联网;AI应用;粤港澳大湾区;机器人概念;2025年报预增;融资融券;深股通,300454,20,33
603590.SH,创新药;猴痘概念;2025年报预增;专精特新;创投;军民融合;知识产权保护;沪股通,603590,8,17
301319.SZ,低空经济;先进封装;芯片概念;比亚迪概念;华为概念;专精特新;富士康概念;新能源汽车;粤港澳大湾区;光伏概念;融资融券,301319,11,33
002410.SZ,多模态AI;数据要素;人工智能;智慧城市;数字孪生;物联网;京津冀一体化;AI应用;2025年报预增;雄安新区;回购增持再贷款概念;装配式建筑;深股通;融资融券,002410,14,33
002886.SZ,PCB概念;富士康概念;PEEK材料;先进封装;3D打印;毫米波雷达;新型烟草(电子烟);芯片概念;小米概念;专精特新;5G;特斯拉概念;小米汽车;人形机器人;新能源汽车;无人机;碳纤维;6G概念;华为汽车;机器人概念;军工;商业航天;低空经济;石墨烯;2025年报预增;光伏概念;华为概念;粤港澳大湾区;核电;特高压;合成生物;深股通,002886,32,33
920057.BJ,中俄贸易概念;海峡两岸;专精特新;融资融券;光伏建筑一体化;装配式建筑,920057,6,151
920819.BJ,人民币贬值受益;染料;融资融券;转基因;草甘膦,920819,5,151
600287.SH,跨境电商;参股银行;参股券商;参股保险;国企改革;一带一路;人民币贬值受益;数字经济;期货概念;摘帽,600287,10,17
300155.SZ,区块链;人脸识别;智慧城市;AI应用;DeepSeek概念;语音技术;安防;食品安全;物业管理;智能家居,300155,10,33
300109.SZ,生物疫苗;基因测序;细胞免疫治疗;消毒剂;创新药;智能医疗;固态电池;深股通;融资融券,300109,9,33
300590.SZ,信创;车联网(车路协同);智慧城市;AI智能体;人工智能;物联网;卫星导航;WiFi 6;无人驾驶;工业互联网;5G;智能座舱;智能物流;专精特新;芯片概念;人民币贬值受益;两轮车;深股通,300590,18,33
001300.SZ,跨境电商;足球概念;体育产业;人民币贬值受益;回购增持再贷款概念,001300,5,33
301528.SZ,新能源汽车;比亚迪概念;成飞概念;芯片概念;专精特新;商业航天;卫星导航;核电;粤港澳大湾区;融资融券,301528,10,33
301072.SZ,新能源汽车;比亚迪概念;融资融券,301072,3,33
603912.SH,液冷服务器;数据中心;5G;东数西算(算力);算力租赁;华为概念;腾讯概念;阿里巴巴概念;专精特新;抖音概念(字节概念);百度概念;DeepSeek概念,603912,12,17
600751.SH,天津自贸区;航运概念;京津冀一体化;人民币贬值受益;融资融券;沪股通,600751,6,17
300659.SZ,数据安全;网络安全;华为鲲鹏;智慧政务;信创;数据确权;华为昇腾;鸿蒙概念;AI智能体;车联网(车路协同);数字经济;DeepSeek概念;人工智能;量子科技;军工信息化;低空经济;军工;芯片概念;AI应用,300659,19,33
600724.SH,水泥概念;物业管理;共同富裕示范区;国企改革;沪股通,600724,5,17
688366.SH,眼科医疗;医美概念;沪股通;融资融券,688366,4,17
002023.SZ,航空发动机;大飞机;军民融合;商业航天;卫星导航;军工;无人机;低空经济;飞行汽车(eVTOL);太赫兹;毫米波雷达;无人驾驶;芯片概念;5G;职业教育;第三代半导体;汽车芯片;充电桩;西部大开发;深股通;融资融券,002023,21,33
688727.SH,光刻胶;科创次新股;存储芯片;芯片概念;注册制次新股;海峡两岸;福建自贸区;创投;新股与次新股;融资融券,688727,10,17
300649.SZ,新型城镇化;共同富裕示范区;雄安新区;水利;PPP概念;IP经济(谷子经济);碳中和;区块链,300649,8,33
603858.SH,医药电商;仿制药一致性评价;流感;创新药;肝炎概念;生物疫苗;医美概念;医疗器械概念;参股银行;回购增持再贷款概念;融资融券;沪股通,603858,12,17
688055.SH,电子纸;MiniLED;消费电子概念;智能座舱;芯片概念;新能源汽车;人民币贬值受益;一带一路;国企改革;沪股通;融资融券,688055,11,17
300434.SZ,流感;仿制药一致性评价;医药电商;创新药;维生素;CRO概念;三胎概念;地下管网;PPP概念;西部大开发,300434,10,33
300429.SZ,光刻胶;先进封装;芯片概念;PCB概念;专精特新;创投;深股通;融资融券,300429,8,33
603329.SH,统一大市场;长三角一体化;一带一路;上海自贸区;国企改革;自由贸易港;新疆振兴;融资融券,603329,8,17
603416.SH,人形机器人;新型工业化;机器人概念;机器视觉;融资融券;沪股通,603416,6,17
002999.SZ,农业种植;供销社;粮食概念;化肥;乡村振兴;农机;智能物流;数字乡村;数字经济;2025年报预增;低空经济;无人机,002999,12,33
000906.SZ,统一大市场;装配式建筑;国企改革;中俄贸易概念;工业互联网;ERP概念;储能;新能源汽车;深股通,000906,9,33
002016.SZ,物业管理;广东自贸区;国企改革;一带一路;粤港澳大湾区;海工装备;2025年报预增;深股通;融资融券,002016,9,33
301102.SZ,小红书概念;文化传媒概念;AIGC概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券,301102,9,33
300241.SZ,MicroLED概念;MiniLED;电子纸;虚拟现实;消费电子概念;汽车电子;智能家居;小米概念;智能座舱;传感器;比亚迪概念;粤港澳大湾区;2025年报预增,300241,13,33
688775.SH,科创次新股;无人机;语音技术;芯片概念;机器人概念;消费电子概念;人工智能;虚拟现实;注册制次新股;人民币贬值受益;粤港澳大湾区;跨境电商;新股与次新股;融资融券,688775,14,17
605138.SH,乡村振兴;农业种植;一带一路;人民币贬值受益;回购增持再贷款概念,605138,5,17
600099.SH,农机;乡村振兴;专精特新;两轮车;无人驾驶;国企改革;央企国企改革,600099,7,17
301382.SZ,云办公;云计算;华为鲲鹏;数据安全;云游戏;智慧政务;AIGC概念;AI智能体;抖音概念(字节概念);腾讯概念;数据要素;阿里巴巴概念;东数西算(算力);鸿蒙概念;元宇宙;蚂蚁集团概念;DeepSeek概念;智慧城市;人工智能;数字经济;华为概念;互联网金融;AI应用;物联网;5G;粤港澳大湾区;智能家居;华为手机;回购增持再贷款概念;深股通;融资融券,301382,31,33
301508.SZ,小米汽车;机器人概念;无人驾驶;新能源汽车;汽车电子;小米概念;京津冀一体化;低空经济;车联网(车路协同);比亚迪概念;充电桩;无人机;国企改革;碳中和;人工智能;军工;氢能源;央企国企改革;网络安全;百度概念;数据安全;深股通;融资融券;中字头股票,301508,24,33
600255.SH,金属铜;回购增持再贷款概念;国企改革;消费电子概念;铜缆高速连接;沪股通;融资融券,600255,7,17
600234.SH,物业管理;抖音概念(字节概念);文化传媒概念;摘帽,600234,4,17
600257.SH,创投;高压氧舱;养老概念;净水概念;乡村振兴;污水处理;智能医疗;回购增持再贷款概念;民营医院;预制菜;白酒概念;融资融券,600257,12,17
600467.SH,预制菜;乡村振兴;白酒概念;中韩自贸区;流感;融资融券,600467,6,17
920491.BJ,飞行汽车(eVTOL);汽车电子;专精特新;物联网;新能源汽车;无人驾驶;液冷服务器;低空经济;芯片概念;无人机;消费电子概念;机器人概念;智能家居;融资融券;安防;人形机器人;传感器;医疗器械概念,920491,18,151
920247.BJ,高铁;有机硅概念;无人驾驶;低空经济;机器人概念;比亚迪概念;长安汽车概念;大飞机;航空发动机;成飞概念;人形机器人;京津冀一体化;融资融券;PEEK材料;新能源汽车;海工装备;飞行汽车(eVTOL);军工;专精特新,920247,19,151
920454.BJ,专精特新;融资融券;机器人概念;中俄贸易概念,920454,4,151
600235.SH,共同富裕示范区;长三角一体化;烟草;国企改革;回购增持再贷款概念;创投,600235,6,17
603798.SH,燃料电池;氢能源;回购增持再贷款概念;军工;军民融合,603798,5,17
603418.SH,一体化压铸;华为汽车;注册制次新股;小米汽车;特斯拉概念;新能源汽车;比亚迪概念;小米概念;宁德时代概念;新股与次新股;融资融券,603418,11,17
688080.SH,AI智能体;人工智能;DeepSeek概念;5G;车联网(车路协同);物联网;电力物联网;机器视觉;工业互联网;智能电网;专精特新;机器人概念;跨境电商;融资融券,688080,14,17
301312.SZ,共封装光学(CPO);新型烟草(电子烟);AI PC;MicroLED概念;MiniLED;苹果概念;华为海思概念股;数据中心;MR(混合现实);芯片概念;消费电子概念;AI眼镜;机器视觉;新型工业化;汽车电子;专精特新;高端装备;比亚迪概念;华为概念;粤港澳大湾区;机器人概念;虚拟现实;空间计算;元宇宙;深股通;融资融券,301312,26,33
301458.SZ,富士康概念;英伟达概念;消费电子概念;小米概念;智能穿戴;传感器;无人机;华为概念;机器人概念;新能源汽车;海峡两岸;高压快充;粤港澳大湾区;家用电器;深股通;融资融券,301458,16,33
300069.SZ,智能电网;特高压;核电;燃料电池;文化传媒概念,300069,5,33
600325.SH,租售同权;物业管理;广东自贸区;证金持股;冰雪产业;旅游概念;国企改革;横琴新区;数字经济;回购增持再贷款概念;沪股通;融资融券;粤港澳大湾区;华为概念,600325,14,17
600189.SH,三胎概念;土地流转;乡村振兴;碳中和;碳交易;国企改革;2025年报预增;白酒概念;沪股通,600189,9,17
920522.BJ,锂电池概念;宁德时代概念;固态电池;融资融券;碳纤维;比亚迪概念;钠离子电池;专精特新,920522,8,151
601188.SH,参股银行;地下管网;旅游概念;乡村振兴;国企改革;冰雪产业;黑龙江自贸区;污水处理;绿色电力;水利;DeepSeek概念;风电;石墨烯;石墨电极;宁德时代概念,601188,15,17
600584.SH,国家大基金持股;存储芯片;先进封装;中芯国际概念;第三代半导体;汽车芯片;同花顺果指数;共封装光学(CPO);芯片概念;苹果概念;汽车电子;智能穿戴;毫米波雷达;无人驾驶;机器人概念;人民币贬值受益;物联网;人工智能;央企国企改革;国企改革;沪股通;融资融券;股权转让(并购重组),600584,23,17
920925.BJ,2025年报预增;融资融券;医疗器械概念;智能医疗;跨境电商;芯片概念;专精特新;人民币贬值受益,920925,8,151
002687.SZ,创投,002687,1,33
300710.SZ,电子竞技;物联网;拼多多概念;创投;水利;无人驾驶;手机游戏;阿里巴巴概念;毫米波雷达;5G;光纤概念;芯片概念;WiFi 6;股权转让(并购重组),300710,14,33
600211.SH,创新药;流感;生物疫苗;三胎概念;基因测序;医疗器械概念;高股息精选;西部大开发;融资融券;沪股通,600211,10,17
002644.SZ,三胎概念;流感;肝炎概念;医药电商;医疗器械概念;农业种植;西部大开发;国企改革;消毒剂,002644,9,33
002925.SZ,脑机接口;虚拟现实;元宇宙;智能座舱;AI智能体;华为概念;智能穿戴;智能医疗;物联网;数字孪生;消费电子概念;2025年报预增;汽车电子;工业互联网;机器人概念;新型烟草(电子烟);比亚迪概念;新型工业化;光伏概念;医疗器械概念;长安汽车概念;海峡两岸;福建自贸区;智能家居;人民币贬值受益;回购增持再贷款概念;融资融券;深股通,002925,28,33
301519.SZ,新型城镇化;地下管网;净水概念;污水处理;PPP概念;水利;乡村振兴;京津冀一体化;智慧城市;专精特新;回购增持再贷款概念;融资融券,301519,12,33
603707.SH,仿制药一致性评价;创新药;重组蛋白;减肥药;智能医疗;人民币贬值受益;回购增持再贷款概念;AI应用;沪股通;融资融券,603707,10,17
003019.SZ,智能座舱;汽车电子;特斯拉概念;福建自贸区;海峡两岸;新能源汽车;人形机器人;机器人概念;芯片概念;物联网;人民币贬值受益;数字货币;人工智能;深股通,003019,14,33
002031.SZ,减速器;机器人概念;智能物流;机器视觉;工业母机;高端装备;航空发动机;人民币贬值受益;冷链物流;深股通;融资融券,002031,11,33
002075.SZ,特钢概念;军工;无人机;新能源汽车;华为概念;2025年报预增;深股通;融资融券,002075,8,33
600657.SH,物业管理;参股保险;证金持股;化债概念(AMC概念);国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券,600657,9,17
002157.SZ,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券,002157,6,33
300654.SZ,AIGC概念;ChatGPT概念;AI语料;在线教育;AI智能体;文化传媒概念;职业教育;人工智能;三胎概念;AI应用,300654,10,33
600579.SH,核污染防治;碳纤维;低空经济;飞行汽车(eVTOL);高端装备;新型工业化;机器人概念;氢能源;跨境电商;光热发电;央企国企改革;新能源汽车;国企改革;人民币贬值受益;储能;煤化工概念;化肥;中字头股票;股权转让(并购重组),600579,19,17
603987.SH,辅助生殖;医美概念;医疗器械概念;专精特新,603987,4,17
002863.SZ,一体化压铸;长安汽车概念;华为汽车;长三角一体化;中俄贸易概念;新能源汽车;机器人概念;比亚迪概念;两轮车;一带一路;回购增持再贷款概念;光伏概念;数字经济;融资融券,002863,14,33
600711.SH,金属钴;金属镍;金属铜;金属锌;金属铅;小金属概念;黄金概念;锂电池概念;固废处理;人民币贬值受益;绿色电力;海峡两岸;福建自贸区;沪股通;融资融券;摘帽,600711,16,17
920701.BJ,智能穿戴;融资融券;华为概念;小米概念;消费电子概念,920701,5,151
001313.SZ,预制菜;合成生物;乡村振兴;粤港澳大湾区;一带一路;数据要素;深股通,001313,7,33
601956.SH,长安汽车概念;家用电器;新能源汽车;中俄贸易概念;机器人概念;比亚迪概念;高端装备;人形机器人;工业互联网;冷链物流;回购增持再贷款概念;物联网;跨境电商;绿色电力;职业教育;拼多多概念,601956,16,17
301110.SZ,小红书概念;AI智能体;抖音概念(字节概念);阿里巴巴概念;数据要素;人工智能;跨境电商;三胎概念;宠物经济;AI应用;深股通;融资融券,301110,12,33
603385.SH,装配式建筑;雄安新区;智能家居,603385,3,17
002763.SZ,跨境电商,002763,1,33
920087.BJ,乡村振兴;粮食概念;大豆;玉米;农业种植;融资融券;国企改革;转基因,920087,8,151
301500.SZ,黄金概念;金属锌;金属铜;小金属概念;金属镍;金属回收;汽车拆解概念;广东自贸区;固废处理;碳中和;2025年报预增;DeepSeek概念;粤港澳大湾区;比亚迪概念;深股通;融资融券,301500,16,33
002206.SZ,人民币贬值受益;回购增持再贷款概念;长三角一体化;一带一路;PEEK材料;中俄贸易概念;光伏概念;创投;工业互联网;新能源汽车;海工装备;俄乌冲突概念;深股通;融资融券,002206,14,33
600807.SH,物业管理;基因测序;医疗器械概念;猴痘概念;国企改革;生态农业,600807,6,17
300239.SZ,跨境电商;医美概念;维生素;专精特新;人造肉;西部大开发;化肥,300239,7,33
300648.SZ,华为概念;鸿蒙概念;人工智能;消费电子概念;福建自贸区;专精特新;比亚迪概念;小米汽车;高压快充;人形机器人;海峡两岸;华为汽车;宁德时代概念;两轮车;新能源汽车;充电桩;海工装备;虚拟电厂;燃料电池;储能;固态电池;锂电池概念;深股通;融资融券,300648,24,33
603860.SH,乡村振兴;专精特新;人工智能;数字经济;数字乡村;国企改革;AI智能体;国资云;中字头股票,603860,9,17
002381.SZ,长三角一体化;养老概念,002381,2,33
300899.SZ,ST板块;污水处理;净水概念;上海自贸区,300899,4,33
300220.SZ,无人零售;专精特新;IP经济(谷子经济);元宇宙;人民币贬值受益;3D打印;高端装备;区块链;数据确权;NFT概念,300220,10,33
301239.SZ,眼科医疗;民营医院;智能医疗;西部大开发;深股通;融资融券,301239,6,33
301580.SZ,牙科医疗;3D打印;专精特新;人民币贬值受益;医疗器械概念;阿里巴巴概念;智能医疗;深股通;融资融券,301580,9,33
300430.SZ,脑机接口;AI应用;养老概念;医疗器械概念;DeepSeek概念;三胎概念;京津冀一体化;消毒剂;工业大麻;合成生物;专精特新;新型工业化;智能物流;深股通,300430,14,33
920033.BJ,锂电池概念;金属铜;金属镍;西部大开发;动力电池回收;融资融券;金属回收;小金属概念,920033,8,151
301203.SZ,污水处理;碳中和;固废处理;锂电池概念;固态电池;融资融券,301203,6,33
688227.SH,芯片概念;东数西算(算力);军工;华为欧拉;华为概念;信创;云计算;算力租赁;AI智能体;人工智能;智慧政务;数据要素;DeepSeek概念;区块链;数字经济;互联网金融;融资融券,688227,17,17
301251.SZ,共封装光学(CPO);PCB概念;富士康概念;5G;MiniLED;汽车电子;专精特新;新型工业化;工业互联网;机器人概念;一带一路;深股通;融资融券,301251,13,33
000571.SZ,海南自贸区;航空发动机;成飞概念;大飞机;上海自贸区;煤炭概念,000571,6,33
300218.SZ,中俄贸易概念;一带一路;新能源汽车;石墨烯;比亚迪概念;消费电子概念;苹果概念;小米概念;足球概念;芯片概念;华为手机;华为概念;绿色电力,300218,13,33
603661.SH,跨境电商;智能家居;人民币贬值受益;一带一路;培育钻石;芯片概念;沪股通,603661,7,17
301108.SZ,合成生物;重组蛋白;宠物经济;三胎概念;2025年报预增;融资融券,301108,6,33
601518.SH,国企改革;沪股通,601518,2,17
002441.SZ,智能电网;风电;充电桩;核电;新能源汽车;机器人概念;数据中心;宁德时代概念;物联网;数字经济;职业教育;深股通;融资融券,002441,13,33
301321.SZ,MicroLED概念;MiniLED;OLED;华为概念;消费电子概念;汽车电子;虚拟现实;回购增持再贷款概念;融资融券,301321,9,33
300306.SZ,人脸识别;汽车电子;华为概念;专精特新;人工智能;机器人概念;军工;基因测序;充电桩;OLED,300306,10,33
688206.SH,存储芯片;芯片概念;专精特新;股权转让(并购重组);沪股通;融资融券,688206,6,17
002285.SZ,租售同权;物业管理;特色小镇;养老概念;化债概念(AMC概念);互联网金融;横琴新区;新型城镇化;国企改革;云计算;粤港澳大湾区;华为概念;深股通;融资融券,002285,14,33
603859.SH,智谱AI;ChatGPT概念;AIGC概念;AI智能体;军工信息化;云计算;信创;数据要素;人工智能;DeepSeek概念;东数西算(算力);商业航天;数字孪生;数字经济;军民融合;华为概念;AI应用;航空发动机;军工;5G;大飞机;工业互联网;新型工业化;京津冀一体化;人形机器人;高端装备;核电;比亚迪概念;沪股通,603859,29,17
600527.SH,互联网金融;新型工业化,600527,2,17
605266.SH,医药电商;家庭医生;西部大开发;职业教育;回购增持再贷款概念,605266,5,17
002579.SZ,MiniLED;PCB概念;共封装光学(CPO);AI PC;MicroLED概念;柔性屏(折叠屏);5G;先进封装;WiFi 6;毫米波雷达;汽车电子;消费电子概念;6G概念;OLED;AI手机;AI眼镜;芯片概念;新型烟草(电子烟);智能穿戴;存储芯片;无人机;小米概念;商业航天;无线耳机;比亚迪概念;新能源汽车;军工;无人驾驶;数据中心;卫星导航;智能音箱;人形机器人;机器人概念;军民融合;低空经济;粤港澳大湾区;储能;物联网;海峡两岸;工业互联网;创投;医疗器械概念;数字经济;广东自贸区;养老概念;融资融券;深股通,002579,47,33
688588.SH,数据要素;区块链;互联网金融;AI智能体;百度概念;信创;人工智能;云计算;Web3.0;人民币贬值受益;AI应用;沪股通;融资融券,688588,13,17
688486.SH,汽车芯片;芯片概念;英伟达概念;无人机;沪股通;融资融券,688486,6,17
001282.SZ,减速器;专精特新;机器人概念;人形机器人;新能源汽车;比亚迪概念;华为汽车;特斯拉概念;小米汽车;小米概念;融资融券,001282,11,33
002212.SZ,网络安全;数据安全;数字水印;电子身份证;智慧政务;信创;华为鲲鹏;华为昇腾;数字货币;云计算;云办公;数据确权;区块链;财税数字化;鸿蒙概念;AI智能体;腾讯概念;阿里巴巴概念;ChatGPT概念;量子科技;智慧城市;跨境支付(CIPS);车联网(车路协同);数字经济;互联网金融;DeepSeek概念;人工智能;东数西算(算力);物联网;华为概念;智慧灯杆;卫星导航;低空经济;EDR概念;工业互联网;数据中心;商业航天;无人机;新型工业化;机器人概念;水利;芯片概念;智能电网;雄安新区;AI应用;一带一路;深股通;融资融券,002212,48,33
000633.SZ,核电;西部大开发;新疆振兴,000633,3,33
