股票代码,所属概念,code,所属概念数量,market_code
300020.SZ,智慧城市;人工智能;数字孪生;元宇宙;华为概念;东数西算(算力);智慧政务;数字经济;数字乡村;数据要素;华为鲲鹏;ST板块;车联网(车路协同);百度概念;智能医疗;创投;数据中心;阿里巴巴概念;区块链;共同富裕示范区;机器人概念;ETC;无人驾驶;家庭医生,300020,24,33
002198.SZ,流感;医疗器械概念;医药电商;创新药;仿制药一致性评价;融资融券,002198,6,33
002958.SZ,深股通;融资融券,002958,2,33
920855.BJ,专精特新;融资融券;人民币贬值受益,920855,3,151
300488.SZ,航空发动机;工业母机;军民融合;减速器;人形机器人;专精特新;比亚迪概念;机器人概念;长三角一体化;共同富裕示范区;深股通,300488,11,33
603378.SH,建筑节能;长三角一体化;AI智能体,603378,3,17
300388.SZ,PPP概念;污水处理;新型城镇化;地下管网;国企改革;央企国企改革;深股通,300388,7,33
600208.SH,参股保险;参股银行;参股券商;国企改革;互联网金融;乡村振兴;创投;区块链;共同富裕示范区;长三角一体化;独角兽概念;黄金概念;Web3.0;元宇宙;数据确权;NFT概念;期货概念;知识产权保护;煤炭概念;芯片概念;沪股通;融资融券,600208,22,17
301260.SZ,人形机器人;机器人概念;人民币贬值受益;跨境电商;两轮车;人工智能;储能;锂电池概念;深股通;融资融券,301260,10,33
002820.SZ,预制菜;天津自贸区;京津冀一体化;超级品牌;国企改革,002820,5,33
300594.SZ,液冷服务器;芯片概念;飞行汽车(eVTOL);汽车热管理;专精特新;低空经济;空气能热泵;数据中心;比亚迪概念;高铁;新能源汽车;农机;烟草;光伏概念;换电概念;储能;充电桩;风电;回购增持再贷款概念,300594,19,33
920703.BJ,专精特新;融资融券;京津冀一体化;核电,920703,4,151
603456.SH,创新药;CRO概念;仿制药一致性评价;合成生物;智能医疗;人民币贬值受益;人工智能;DeepSeek概念;沪股通;融资融券,603456,10,17
301300.SZ,有机硅概念;专精特新;海峡两岸;2025年报预增;固废处理;硅能源;融资融券,301300,7,33
002790.SZ,跨境电商;养老概念;福建自贸区;海峡两岸;家用电器;智能家居;数字经济;DeepSeek概念,002790,8,33
688377.SH,页岩气;海工装备;天然气;高端装备;专精特新;人民币贬值受益;沪股通;融资融券,688377,8,17
603232.SH,电子身份证;华为鲲鹏;数据安全;信创;网络安全;数字货币;智慧政务;量子科技;云计算;云办公;军工信息化;Web3.0;AI智能体;鸿蒙概念;移动支付;阿里巴巴概念;区块链;车联网(车路协同);百度概念;智慧城市;DeepSeek概念;人工智能;华为概念;低空经济;军工;MCU芯片;无人机;汽车芯片;芯片概念;专精特新;一带一路;新疆振兴,603232,32,17
301058.SZ,粮食概念;大豆;乡村振兴;国企改革;冷链物流;中俄贸易概念;一带一路;农机;央企国企改革;冰雪产业;体育产业;食品安全;高端装备;机器人概念;深股通;中字头股票;融资融券,301058,17,33
002073.SZ,锂电池概念;参股银行;智能物流;一带一路;工业互联网;宁德时代概念;固态电池;物联网;绿色电力;传感器;机器视觉;数字经济;生物质能发电;知识产权保护;证金持股;深股通;融资融券,002073,17,33
301193.SZ,3D打印;可降解塑料;一带一路;人民币贬值受益;跨境电商;融资融券,301193,6,33
300777.SZ,碳纤维;商业航天;军民融合;军工;无人机;人形机器人;专精特新;融资融券;深股通,300777,9,33
600966.SH,沪股通;融资融券,600966,2,17
603986.SH,存储芯片;MCU芯片;汽车芯片;芯片概念;汽车电子;传感器;无线耳机;小米概念;人形机器人;物联网;人民币贬值受益;光伏概念;锂电池概念;回购增持再贷款概念;融资融券;沪股通,603986,16,17
000088.SZ,统一大市场;航运概念;深圳国企改革;冷链物流;国企改革;雄安新区;中俄贸易概念;深股通;融资融券;粤港澳大湾区;华为概念,000088,11,33
600320.SH,海工装备;核电;央企国企改革;高端装备;风电;一带一路;国企改革;机器人概念;海峡两岸;自由贸易港;融资融券;沪股通,600320,12,17
688669.SH,钙钛矿电池;石墨烯;光刻胶;可降解塑料;磷化工;融资融券,688669,6,17
688729.SH,中芯国际概念;存储芯片;科创次新股;芯片概念;注册制次新股;高端装备;国企改革;新股与次新股;融资融券,688729,9,17
001318.SZ,乳业;冷链物流;三胎概念;乡村振兴,001318,4,33
300422.SZ,医疗废物处理;净水概念;雄安新区;污水处理;PPP概念;土壤修复;垃圾分类;固废处理;碳中和;食品安全;西部大开发;消毒剂;国企改革;无人驾驶;动力电池回收;天然气,300422,16,33
300040.SZ,抽水蓄能;虚拟电厂;智能电网;生物质能发电;绿色电力;光伏建筑一体化;风电;光伏概念;充电桩;储能;高压快充;碳中和;数据中心;黑龙江自贸区;垃圾分类;高铁;华为概念,300040,17,33
300094.SZ,预制菜;网红经济;乡村振兴;冷链物流;食品安全;融资融券,300094,6,33
688525.SH,存储芯片;国家大基金持股;汽车芯片;AI PC;AI手机;先进封装;AI眼镜;芯片概念;消费电子概念;智能穿戴;2025年报预增;小米概念;数据中心;专精特新;比亚迪概念;人形机器人;华为概念;机器人概念;粤港澳大湾区;信创;阿里巴巴概念;沪股通;融资融券,688525,23,17
688330.SH,电力物联网;智能电网;量子科技;专精特新;2025年报预增;融资融券,688330,6,17
600841.SH,汽车芯片;农机;新能源汽车;无人驾驶;数据中心;工业互联网;换电概念;氢能源;上海国企改革;国企改革;沪股通,600841,11,17
603190.SH,一体化压铸;新能源汽车;机器人概念;特斯拉概念;无人驾驶;汽车拆解概念,603190,6,17
300911.SZ,算力租赁;东数西算(算力);腾讯概念;阿里巴巴概念;人工智能;DeepSeek概念;AIGC概念;家用电器;深股通;融资融券,300911,10,33
000563.SZ,信托概念;参股保险;证金持股;参股银行;化债概念(AMC概念);国企改革;西部大开发;深股通;融资融券,000563,9,33
688363.SH,重组蛋白;创新药;医美概念;合成生物;2025年报预增;沪股通;融资融券,688363,7,17
920371.BJ,2025年报预增;预制菜;融资融券,920371,3,151
920579.BJ,无人驾驶;比亚迪概念;高端装备;污水处理;芯片概念;机器人概念;物联网;新能源汽车;机器视觉;高铁;第三代半导体;智能物流;车联网(车路协同);智能医疗;烟草;融资融券;工业互联网;固废处理;专精特新;数字孪生;京津冀一体化;垃圾分类;国企改革;一体化压铸;新型工业化;央企国企改革;工业母机;医疗废物处理,920579,28,151
688137.SH,CRO概念;细胞免疫治疗;重组蛋白;流感;合成生物;专精特新;融资融券,688137,7,17
603967.SH,中韩自贸区;航运概念;统一大市场;自由贸易港;冷链物流;中俄贸易概念;智能物流;一带一路;俄乌冲突概念;核电,603967,10,17
002727.SZ,医药电商;养老概念;三胎概念;跨境电商;医疗器械概念;西部大开发;职业教育;2025年报预增;深股通;融资融券,002727,10,33
002908.SZ,电子身份证;移动支付;智慧政务;数字货币;智谱AI;信创;AI智能体;数据要素;区块链;数据确权;智慧城市;腾讯概念;职业教育;数字经济;抖音概念(字节概念);人工智能;AI语料;DeepSeek概念;物联网;东数西算(算力);华为概念;智能医疗;京津冀一体化;粤港澳大湾区;乡村振兴;AI应用;农村电商,002908,27,33
688584.SH,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,688584,5,17
603167.SH,航运概念;高股息精选;国企改革;回购增持再贷款概念;融资融券,603167,5,17
002827.SZ,雅下水电概念;民爆概念;国企改革;西部大开发;芯片概念;深股通,002827,6,33
300061.SZ,抖音概念(字节概念);智慧政务;腾讯概念;数据要素;网络安全;阿里巴巴概念;云计算;数字经济;蚂蚁集团概念;互联网保险;东数西算(算力);华为概念;AI应用;融资融券;深股通;股权转让(并购重组),300061,16,33
002365.SZ,医药电商;维生素;三胎概念;宠物经济;跨境电商;人民币贬值受益;一带一路;证金持股;氢能源;石墨烯;深股通,002365,11,33
000042.SZ,物业管理;粤港澳大湾区;深股通;融资融券,000042,4,33
002045.SZ,人工智能;元宇宙;创投;百度概念;NFT概念;智慧政务;虚拟现实;智能家居;智能音箱;ChatGPT概念;华为概念;家用电器;粤港澳大湾区;智能穿戴;人民币贬值受益;无人机;AI眼镜;无线耳机;新能源汽车;消费电子概念;新型烟草(电子烟);储能;苹果概念;锂电池概念;宁德时代概念;固态电池;PCB概念;深股通;融资融券,002045,29,33
603014.SH,医疗器械概念;注册制次新股;一带一路;股权转让(并购重组);新股与次新股;融资融券,603014,6,17
000564.SZ,自由贸易港;统一大市场;物业管理;冷链物流;跨境电商;农村电商;供销社;无人零售;乡村振兴;网红经济;IP经济(谷子经济);西部大开发;新疆振兴;百度概念;军民融合;深股通;融资融券,000564,17,33
300665.SZ,新型城镇化;地下管网;水利;有机硅概念;高铁;新能源汽车;一带一路;专精特新;农业种植;光伏建筑一体化;光伏概念;风电;核电;股权转让(并购重组),300665,14,33
301602.SZ,医疗器械概念;智能医疗;宠物经济;人工智能;水利;人民币贬值受益;机器人概念;专精特新;核电;深股通;融资融券,301602,11,33
688292.SH,华为昇腾;华为欧拉;数据安全;华为鲲鹏;网络安全;多模态AI;AI智能体;AIGC概念;数据要素;6G概念;AI应用;同花顺新质50;车联网(车路协同);东数西算(算力);DeepSeek概念;商业航天;人工智能;5G;低空经济;互联网金融;无人驾驶;融资融券,688292,22,17
600650.SH,网约车;旅游概念;预制菜;无人驾驶;上海国企改革;自由贸易港;冷链物流;数字经济;上海自贸区;参股券商;国企改革;航运概念;沪股通,600650,13,17
000629.SZ,钛白粉概念;小金属概念;钒电池;西部大开发;回购增持再贷款概念;国企改革;氢能源;储能;深股通;融资融券,000629,10,33
002037.SZ,民爆概念;雅下水电概念;国企改革;土壤修复;一带一路;央企国企改革;西部大开发;汽车拆解概念;水利;新疆振兴;芯片概念;深股通;融资融券,002037,13,33
000935.SZ,CRO概念;减肥药;创投;职业教育;西部大开发;水泥概念;辅助生殖;深股通;融资融券,000935,9,33
603611.SH,人形机器人;新型工业化;机器人概念;人民币贬值受益;宁德时代概念;无人驾驶;一带一路;智能物流;工业互联网;锂电池概念;物联网;冷链物流;统一大市场;互联网金融;沪股通,603611,15,17
002662.SZ,特斯拉概念;燃料电池;新能源汽车;比亚迪概念;锂电池概念;储能;氢能源;深股通;融资融券,002662,9,33
600067.SH,长安汽车概念;储能;氢能源;新能源汽车;两轮车;锂电池概念;参股银行;福建自贸区;海峡两岸;比亚迪概念;机器人概念;人形机器人;创投;无人机;融资融券;股权转让(并购重组),600067,16,17
600530.SH,幽门螺杆菌概念;宠物经济;养老概念;沪股通,600530,4,17
300950.SZ,专精特新;人民币贬值受益;固废处理;碳中和;氢能源;煤化工概念;股权转让(并购重组);融资融券,300950,8,33
605066.SH,智能电网;电力物联网;风电;充电桩;碳中和;储能;光伏概念;工业互联网;数据中心;物联网;机器人概念;东数西算(算力);智能家居;人工智能;AI智能体;虚拟数字人;AI应用,605066,17,17
920227.BJ,AI应用;抖音概念(字节概念);小红书概念;融资融券;ERP概念;拼多多概念;阿里巴巴概念,920227,7,151
688052.SH,MCU芯片;汽车芯片;先进封装;芯片概念;消费电子概念;传感器;人形机器人;新能源汽车;机器人概念;物联网;沪股通;融资融券,688052,12,17
920576.BJ,可控核聚变;商业航天;核电;西部大开发;海工装备;融资融券;国企改革;卫星导航;专精特新,920576,9,151
002400.SZ,小红书概念;快手概念;短剧游戏;AIGC概念;AI应用;抖音概念(字节概念);文化传媒概念;云计算;阿里巴巴概念;腾讯概念;百度概念;数据要素;元宇宙;区块链;国资云;DeepSeek概念;职业教育;IP经济(谷子经济);人工智能;体育产业;数据中心;跨境电商;横琴新区;创投;粤港澳大湾区;长安汽车概念;国企改革;深股通;融资融券,002400,29,33
920128.BJ,新能源汽车;特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券,920128,8,151
300021.SZ,生态农业;粮食概念;农业种植;土地流转;新疆振兴;乡村振兴;地下管网;PPP概念;土壤修复;新型城镇化;污水处理;西部大开发;光伏建筑一体化;一带一路;水利;京津冀一体化;雅下水电概念;数字乡村;数字孪生;智慧城市;数字经济;机器人概念;物联网;DeepSeek概念;人工智能;华为概念;鸿蒙概念;AI应用;云计算;数据安全,300021,30,33
301099.SZ,存储芯片;MCU芯片;汽车芯片;AI眼镜;语音技术;汽车电子;智能座舱;芯片概念;消费电子概念;脑机接口;传感器;无人驾驶;车联网(车路协同);比亚迪概念;人形机器人;百度概念;机器人概念;人工智能;长安汽车概念;新能源汽车;光伏概念;储能;回购增持再贷款概念;深股通;股权转让(并购重组);融资融券,301099,26,33
300463.SZ,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;智能医疗;西部大开发;机器人概念;深股通;人形机器人;融资融券,300463,11,33
920116.BJ,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;卫星导航;商业航天;数据要素;国企改革,920116,12,151
688202.SH,CRO概念;减肥药;智能医疗;人工智能;创新药;AI应用;合成生物;回购增持再贷款概念;沪股通;融资融券,688202,10,17
000007.SZ,粤港澳大湾区;物业管理,000007,2,33
000055.SZ,乡村振兴;房屋检测;装配式建筑;建筑节能;物业管理;一带一路;光伏建筑一体化;数字经济;DeepSeek概念;高铁;粤港澳大湾区;绿色电力;AI应用;光伏概念;融资融券,000055,15,33
002294.SZ,减肥药;创新药;仿制药一致性评价;医疗器械概念;参股保险;深股通;融资融券;证金持股,002294,8,33
300892.SZ,网红经济;乳业;三胎概念;啤酒概念;融资融券,300892,5,33
603938.SH,光纤概念;存储芯片;有机硅概念;芯片概念;光伏概念;海峡两岸;硅能源;京津冀一体化;沪股通;融资融券,603938,10,17
